Gene,GSM107412,GSM107413,GSM107414,GSM107415,GSM107416,GSM107417,GSM107418,GSM107419,GSM107420,GSM107421,GSM107422,GSM107423,GSM107424,GSM107425,GSM107426,GSM107427,GSM107428,GSM107429,GSM107430,GSM107431,GSM107432,GSM107433,GSM107434,GSM107435,GSM3574340,GSM3574341,GSM3574342,GSM3574343,GSM3574344,GSM3574345,GSM3574346,GSM3574347,GSM3574348,GSM3574349,GSM3574350,GSM3574351,GSM3574352,GSM3574353,GSM3574354,GSM3574355
Acly,6.26120305198492,6.83636734797684,6.91471074573597,6.92488992169943,7.04940506095187,7.06204796054337,7.38038805105584,7.0227311928083,5.95361163679048,6.95709512098085,7.37797705914409,7.00528281844393,6.71917456798357,6.18367117918406,7.0422160098806,7.04188597465602,6.82428132944347,6.68045983058462,6.76029017291072,6.88308661320588,6.53202847674653,6.72916433923692,7.17867823469669,6.99487997086286,4.77383772277687,4.63835040242067,4.48475633131668,4.66509291689445,4.7720205650443,5.13590249425965,4.65900632364882,4.74260899151024,4.93320037362282,4.7128750155813,4.4002364462318,4.49702162014421,4.41556468096245,4.4562366925826,4.51612809780243,4.99721422713207
Aco1,8.11463821421554,7.85663366868587,7.95688607038941,8.05778935642146,7.86402609095312,8.10493546350071,7.78783532972349,8.24926846439614,7.9303429941668,8.10303106152237,7.8703566449365,7.85268831869987,7.73502313558722,7.62620175418439,7.71551835471436,7.97789559213861,7.97279759453209,8.09167326336536,8.08305585048167,8.03955813094453,8.08414686374543,7.40905248195386,7.64692702434074,7.62879564225124,5.21281908114063,5.39580050593798,5.4799156312445,5.30954913141337,5.48990428881283,5.64989395612283,5.48671277645553,5.58207006762396,5.73403423998715,5.56508767692322,5.23641252897769,5.28951549122333,5.45519092929489,5.42560648061602,5.56017215191399,5.53813906263877
Acot2,8.73389874359239,8.58180392541005,8.16775224913432,8.43146881372508,9.91504610968817,9.27830599949137,9.45409222163176,8.80313436172544,7.67550152731561,8.11533679358803,7.2533688726884,7.66791722267913,9.33719404148818,9.15056888699909,8.82247267195075,9.72105110951311,7.81447806960855,8.30223182148306,8.085408066706,8.06308556454891,10.0704967914587,9.87189101257571,9.78833080255799,10.3505749737812,6.45984756768803,6.33357862356363,6.62779781450146,6.61502789988506,7.74640933488831,7.25098111529232,7.26531208755894,7.30695826491147,7.86603646594736,7.53189671146466,8.02097190686963,8.29881004425991,8.35219584278136,8.57061456256091,8.23285845025378,8.13668346756363
Acot7,7.26242167583863,7.63252221181117,7.2714442957734,7.29340637995423,8.03810918119741,7.68152166196286,7.95754781211989,7.52377728059256,7.80034355141457,7.54051120668468,7.56709909249434,7.3833474252483,8.08945455206086,8.19025770099068,8.16069522853089,8.13406937013787,7.76456028031344,7.67140484365878,7.66999482296351,7.77958581178827,8.64772997667462,8.44110874528211,8.32868623699628,8.53953491182373,3.45508487800272,3.40690252531509,2.23634598054872,3.16503541472389,3.57050030881503,4.82288429975367,3.80202000587907,3.00474899765092,5.54632199367937,3.53183868043417,2.85197063143076,2.94939135424964,3.33896582575536,3.46192373599679,4.45732273180833,4.27540323971122
Acox1,9.02486407980421,8.97647479931612,8.93682214020341,8.90985535741374,8.9121701467191,9.13497362338108,8.79166770933545,8.97062572670479,8.7037295545986,9.25051294197099,8.98200218210697,9.17101831083231,9.12244497715094,9.02799229247364,9.03887468616603,9.2085468013363,8.82050750751822,9.07635442411955,9.00360069348909,9.10486581304866,9.06817231404024,9.05957532595064,8.89967301536719,9.08818548377785,8.13004436866951,8.15764698722018,8.41990793405868,8.13741800386951,8.49411745061476,8.25986609973427,8.21491028746906,8.39667218468257,8.27264894816677,8.50267972320242,8.49846737840838,8.6824310205478,8.5333664181996,8.62026090853884,8.66663740466415,8.20931528181265
Acox3,2.03935695717921,1.99276083335639,1.71087394075049,3.02049234269201,2.88784925790418,2.87745210983445,3.40854809839885,2.08050145028892,2.62056268868574,3.78168491480492,2.02930139676272,1.64187321023094,2.22257189932574,2.25431716257473,2.49535114489681,3.45473109562089,1.4641541758311,2.76332718124968,2.57104020879351,2.67181367395484,1.94707755177328,2.30602328940998,2.75654894941523,2.35149859702011,3.82174240017368,3.77275502538362,3.83587040993954,3.6222291890541,3.801591717767,4.62514916448029,3.8593837997532,3.88480494204756,4.65047777947082,3.89849359068807,3.5894109153644,3.68378562282627,3.87033897165736,3.72001887477257,4.25283179872357,3.78422252770973
Acp2,6.03883723013199,6.61294049382382,6.17419041983855,6.24655745358323,6.46682806013938,6.06946858436134,6.27074344540152,6.1356872363747,6.52904373228228,6.45585715233296,6.59356728883893,6.54557693636739,6.41589888867751,6.50237108018074,6.35969546805875,6.65482527180854,6.23141212495187,5.96105487098858,6.17557036654032,6.76095910985221,6.51023701618439,6.71520461889548,6.72422815490802,6.60091221043809,3.89796743989675,3.68779569290327,3.72272163741079,3.67455773826079,3.66574686195319,3.98913429437388,4.19860530260003,3.83739278630766,3.92060833057745,3.58108352954022,3.91591537990951,3.68378562282627,3.66326833175603,3.54172685790316,3.66300476703009,3.66217254696326
Acsl1,9.32513285422812,9.36921805451668,9.69964676575345,9.45572561217082,9.38419152484991,9.70994441556867,9.52434685859081,9.47780510878012,9.43737531460667,9.32027704311874,9.65263124220902,9.4626487366729,9.59231873640709,9.48236799007461,9.90283252741883,9.44410554871667,9.43883762998321,9.60099084136973,9.51853647753086,9.572857808979,9.58456153551993,9.61027180256672,9.32518496564714,9.6112708819482,9.95145510091879,9.92727339392878,10.3138019354702,9.99950563729548,10.3875682972782,9.67427007670774,10.0946065136298,10.2924140694414,9.83320763916117,10.2839344752383,10.3343768046626,10.519286896893,10.4800010957277,10.4859972747656,10.0027783513412,10.1661401484326
Acsl3,5.15051530321586,5.15284494968155,5.05757310626391,5.03838880003652,5.33891290797612,5.11539929861692,4.83716038227969,5.24055735106698,4.58274985278878,4.46698011738854,5.05117703617758,4.80804358344172,4.85723913350459,4.57090622957699,4.75034897018536,4.47481184859404,4.9190319272149,4.71026738367634,4.17862705731157,4.57594689134105,4.35260986434476,4.67244736587231,4.95807885490725,4.79458820294647,4.7441090055726,4.44911312122411,5.02357989033303,4.95743634543685,4.58308275315941,3.34180498957463,4.26379204076542,4.61486902751535,3.30805665523099,4.23229364333579,5.41304378634281,5.58509381440171,5.07333704344777,5.11951126233584,4.28899018955455,4.18964401511444
Acsl4,5.03614164893521,4.97051870544933,5.07416372126261,5.09978671753905,5.24673914317024,5.17997376571085,5.09787636741812,5.1940380959376,4.74079177320323,4.9932138432607,5.45291165419089,5.35646330927303,4.96768231785199,4.84755946494451,5.12182414702077,5.23466881935476,4.50463424722853,5.05939442882225,4.80796276849623,4.66023882571623,4.92348479072714,4.93004219441619,5.21484864515697,5.16979332133871,4.26541440785068,4.2658600445554,5.10019608394302,4.55445747778728,4.7681232429766,3.55884021685053,3.78435646546914,4.91237230379631,3.3769276908629,4.52432472214675,5.471443558847,5.83294089585137,5.54986867140753,5.39728249576065,4.45732167259401,4.23316076501062
Acsl5,6.65862280270443,6.85344177836775,6.58367918048513,6.22342715767888,6.46842011926993,6.70152904390519,6.29679857536849,6.30897348866031,6.54241462514143,6.50370713086405,6.71478762863132,6.40280955702731,6.01854133674505,6.49789039870349,6.45905744782599,6.33481403844145,6.25241372407718,6.31677422896222,6.28252219770837,6.30716748733979,5.93288403549676,6.19796231553359,6.71482438014879,6.24218581310863,5.58500792711547,5.34352577819858,5.384670183218,5.6496143709319,5.3995807095071,4.95634341418609,5.46099994021,5.54749987109007,5.03550950598441,5.47568517867889,5.23995344383347,4.98086812444228,5.23187548719447,5.31891511750339,5.44203660231111,5.10655486092918
Acsl6,5.35093289909436,5.99415159613672,5.58775222702916,5.85888604777435,5.14673775703038,4.97212658937113,5.1800064281674,5.5388747446927,6.42005167792245,6.56672455197129,6.25980667888394,6.2431130653091,4.55398514226178,5.32516818325393,3.36902593058415,4.51510358061526,6.61104030116289,6.16357143732556,5.89458591542458,6.18108222316748,3.44001429589751,3.85392953772254,2.87063254950647,4.73038601470638,5.0733453063744,4.88090616355822,5.52627070678043,5.14802267844498,4.77590699901598,4.68241875664654,4.62302286450229,5.23175149238191,4.45583318244603,4.75639940542678,4.92502699770731,5.06443754404037,4.72940249512371,4.55356131244165,4.64261655570437,4.37589566694497
Acta1,11.3501968853164,11.2672987760033,11.5822816878244,11.7942402174681,10.5878893122752,10.6565625195599,10.1274100878609,10.9960253344242,11.4952350524443,11.6153439553753,11.4125131677985,11.0341992619527,11.683041054584,10.6416145435194,11.3106606869926,10.5946939049151,10.657693664967,10.3021704136944,10.9322481322664,11.6875983224925,8.17893199173388,9.57631384147922,10.9283668013276,9.51752661604291,7.80059805832701,7.46424119007122,5.34049910842822,6.22657313182503,6.61964643458284,9.23916786216771,6.85187291758291,5.84209072084359,8.74818236716912,6.11507986178293,3.62242841393028,4.4707374675868,2.92015025247162,4.07061538021943,6.02094845392674,5.60615108746161
Acta2,11.5677648473839,11.7855730437585,11.8132094879792,11.7490452436475,11.6339319557054,11.7942411491885,11.5821595792394,11.608834421377,12.0260837464473,11.7766982289586,12.2282774582608,12.0164985628175,11.8962774781408,12.0253412265288,12.6614085960534,11.9037009792922,11.8550811667138,12.2566828900726,11.7854925916278,12.1731590656881,12.0268742201711,11.7659425897589,11.7385184137403,12.0295836808324,5.40928527724297,5.40270356891772,3.85494820748337,4.76216932078444,4.68788068598034,6.24755009854987,5.33522179539661,4.55384320020901,6.27211339779497,5.08605571011647,3.65453735137044,3.64811140304975,3.35103666102632,3.93230754292271,4.73870882422733,4.70436980439276
