"","GSM107412","GSM107413","GSM107414","GSM107415","GSM107416","GSM107417","GSM107418","GSM107419","GSM107420","GSM107421","GSM107422","GSM107423","GSM107424","GSM107425","GSM107426","GSM107427","GSM107428","GSM107429","GSM107430","GSM107431","GSM107432","GSM107433","GSM107434","GSM107435"
"ACSL6",5.35093289909436,5.99415159613672,5.58775222702916,5.85888604777435,5.14673775703038,4.97212658937113,5.1800064281674,5.5388747446927,6.42005167792245,6.56672455197129,6.25980667888394,6.2431130653091,4.55398514226178,5.32516818325393,3.36902593058415,4.51510358061526,6.61104030116289,6.16357143732556,5.89458591542458,6.18108222316748,3.44001429589751,3.85392953772254,2.87063254950647,4.73038601470638
"ACTA1",11.3501968853164,11.2672987760033,11.5822816878244,11.7942402174681,10.5878893122752,10.6565625195599,10.1274100878609,10.9960253344242,11.4952350524443,11.6153439553753,11.4125131677985,11.0341992619527,11.683041054584,10.6416145435194,11.3106606869926,10.5946939049151,10.657693664967,10.3021704136944,10.9322481322664,11.6875983224925,8.17893199173388,9.57631384147922,10.9283668013276,9.51752661604291
"ACTA2",11.5677648473839,11.7855730437585,11.8132094879792,11.7490452436475,11.6339319557054,11.7942411491885,11.5821595792394,11.608834421377,12.0260837464473,11.7766982289586,12.2282774582608,12.0164985628175,11.8962774781408,12.0253412265288,12.6614085960534,11.9037009792922,11.8550811667138,12.2566828900726,11.7854925916278,12.1731590656881,12.0268742201711,11.7659425897589,11.7385184137403,12.0295836808324
"ACTB",11.7208108035277,12.1451276850843,11.7382175408624,11.8220119849852,11.8526148302874,11.7696251469829,11.6964308323975,11.4667540317801,11.8839333106819,11.8617836052251,11.5886748677785,11.7039524603342,11.6437717032428,11.6156303013627,11.3570767981758,11.4464767384259,11.634142159149,11.7908031433966,11.6762251646334,11.823163522112,11.4929319534182,11.2215475755481,11.8576519768557,11.2688656004791
"ACTC1",12.4714841759178,12.6389662795139,12.7060240947107,12.648870522869,12.5077369317387,12.6641333671479,12.5065575460116,12.4832474020697,12.986780834575,12.7073723330989,13.1972063400614,12.9548613686407,12.8189871137348,13.0024729061071,13.6206059124227,12.8435055936374,12.7503044368714,13.1894980024443,12.6886292746561,13.03408587779,12.9307839638946,12.6785867506645,12.6053281056776,12.9343913348166
"ACTN2",11.5101267757704,11.4299520796687,11.5774540213074,11.6403372016645,11.2115981933353,11.3734854305625,11.4249528078242,11.4404026743617,11.4643911020467,11.5398914165745,11.4229010771441,11.2996289145017,11.4661495820429,11.5093918712769,11.55993157515,11.6281396555827,11.6817015656028,11.7045264961798,11.5178998752338,11.7065632483637,11.8285859100773,11.5079091213235,11.0333730214065,11.6702078169346
"ACTN4",6.3747532708511,6.70180247036804,6.6109712435715,6.00132842436843,6.24270131730371,6.53810613317033,6.59466081730715,6.42395755413658,5.95146831963528,6.49249861100215,5.77915923380587,6.02885562417994,6.25157153786747,5.1464828905896,6.16823923886131,6.5117973497906,7.42921767113994,7.38811928025091,7.30324774956046,7.39903100816889,7.22695778177692,7.45101552925509,7.37118152992859,7.91307069858743
"ACVR1",5.79552605393291,5.91928041068194,5.8819646674347,4.88816973330585,5.6133852022279,5.71949949600733,5.71265411301468,5.91050817492161,5.33994417736245,5.67623935581305,5.44080014276006,5.12216753409112,5.40813107170511,4.9235291093382,5.63180195737123,5.5360951960875,5.73924812720395,5.82783125865608,5.45726478554908,5.12312932844661,5.3979308251197,5.40771240276547,5.95737542657998,5.67578584044477
"ACVR1B",4.91521961930278,5.46739664527749,5.46654603079316,4.70707927655521,5.20217791873191,5.1068359808146,4.87729304142512,5.12606633607321,5.63042567868598,5.04134084060622,5.16706786584833,5.37810368167749,4.9765357889906,5.45839360711636,5.46396653878643,5.33485312933342,5.58700395503589,5.59235461495887,5.21032705590245,5.61061433678885,5.89544468995466,5.05889256062329,5.92511952401536,5.5989627704353
"ACVR2A",3.27169926514175,2.19632419186598,3.26929478741149,3.63897015304242,3.94435916445914,2.80437518669647,3.70695483557206,3.79337061074905,2.89318810182871,3.1567689318315,3.54666570828008,3.53918986595561,3.67323347149348,2.88280361043922,3.74504810922832,3.33927786034262,2.90696682919716,3.10665703865352,3.26155189833048,3.49339931134454,2.64094633271973,3.31314224896583,1.95982626581136,3.55907846522372
"ACVRL1",6.42065927729429,6.58820639956935,6.49630522945921,6.52705442482447,6.80582570062041,6.96867728439875,6.57134488807724,6.86174329906126,6.61624007944782,6.43996682756697,6.61813383018734,6.31864552373114,6.37090658756895,6.41272444353454,6.68484657566749,6.1104872696098,6.81569578264203,6.87050692395462,6.89556223334563,6.88131055300416,7.33699761369441,6.97961179733503,7.11424900863341,6.9392944656275
"ADAM10",5.94443641727144,6.21298436383167,6.02320336539045,5.93174201282768,6.4597683529543,5.95718013511143,5.23353016762701,6.19171901515565,5.46587471040721,5.77490173493753,4.8544104583399,5.58408144908561,5.7568472216786,5.70045583588803,5.78183681767586,5.5380850268665,5.42010584565837,5.22329705388881,5.6170407093672,5.53343551812174,4.95810878123073,5.33903734249845,5.51152925300168,5.03257135352987
"ADAM17",7.11292001073165,7.31921979714052,6.93999097685399,6.84341063956907,7.04368325405977,6.79709268598936,6.73364929735252,6.70541590252249,7.27593773735915,6.76944072999579,6.81901280126268,6.8482758800646,6.76541249514023,6.72667185981586,6.75396173033397,6.27945761214133,6.61298056549113,6.73877103959669,6.69314810758394,7.02801721886854,6.39740999626002,6.45121811583239,7.2571086390897,6.29434652795763
"ADAM1A",4.68362005375715,2.46168103310177,3.20127205269207,4.54548964043866,3.61397116131167,3.94552877633343,4.35570962031133,4.39805117320071,3.44702098770627,3.14183609410804,4.06494728979514,2.7125788205008,3.10161386442486,3.19627025963707,4.48118803410147,3.54720791190862,3.3036093418339,4.08942574666882,3.15097049490624,2.94956333612778,4.42789049893816,3.27421660550206,3.77185477106378,3.12371913289959
"ADAR",6.12508520185045,6.51758893819064,6.42235022485266,5.98819545326938,6.49883222774117,6.33744777326346,5.51101131404109,5.56119979359155,5.277743008467,6.40047317930386,6.1821198256377,6.29264665951999,6.7619552873091,6.25888061918199,6.27814044678433,6.34867397237626,6.10407503047348,6.26032266222851,6.69171979625637,6.58589327898873,6.4613151447646,6.06518621844148,5.69640427008231,6.15213971070168
"ADARB1",5.89456262507395,6.46676249778006,5.59288974533789,6.1931910697043,5.77811760087615,6.24682001930035,5.94291774200178,6.03617504291042,5.74964816197134,4.56834891283365,5.39279103338198,5.90925571307208,6.06586123414792,4.47627737728576,5.65481189326258,5.06088085037587,5.85087865612228,5.57629993308799,4.0828732757522,5.97248382833105,5.42826391383234,6.1556422398451,6.03331416272015,4.79051243096875
"ADCY3",6.30954867902059,6.73189464914543,6.19858121481511,6.26941968764602,6.79918220968585,6.6549207113001,6.56380992712462,6.52008146189926,7.08737595440644,6.83771286192716,6.78761896391239,6.43161348093104,7.07056021936169,7.08484837638576,6.67679448680303,6.28867925056207,6.97930975089269,6.99222251857195,6.9577454506579,6.88088958672692,7.14990763363834,7.15636019898976,7.23434086554266,6.86191477811109
"ADCY4",6.06206220461641,5.19256431914889,5.64328310392497,6.07305331722405,5.73921956491401,6.21305112130236,6.20774473617084,6.1971010341926,5.67157156573063,5.36894139213195,5.21219534656025,4.86635940571465,5.47803289730796,5.2704630073435,5.11342607588186,5.47439456756229,5.81171313071152,6.01614759239482,5.89032283235645,5.26236579114293,5.88052589107394,5.93345662596155,6.05169032283206,6.13479140967689
"ADCY5",6.60911535103101,6.87420082118216,6.69295581471903,6.45336792970339,6.49483605755855,6.86059486911537,6.3515474780634,6.26595608838105,6.26479205641098,6.31834702529765,6.22179840775963,6.3022209020294,6.49310987470645,6.53093738638324,6.5435311452557,6.47071753173231,6.71977258862204,6.86762397333831,6.85014439508106,6.68973693169442,7.08840198622089,6.82266508068902,6.76914766374479,6.9020905996015
"ADCY6",8.26814583211471,7.83570600748049,7.79939912877304,8.17253330812588,8.02528143533334,8.36125150243319,7.96351005284724,8.71219419037169,7.23110806399421,7.85390861592718,6.466500191222,7.46127149902781,7.77792954248125,7.6672561292357,7.89534052280533,7.64399493362825,7.80083034768887,7.9547190098328,7.78941427938146,7.50981323502945,8.47985341191722,8.67507887357439,8.41820993034961,8.25164912233493
"ADCYAP1R1",3.59991092095488,3.76576877709668,4.17273294241518,3.86823921920534,4.07021290214707,3.33246473672744,2.22903473499142,3.85438275214424,3.95244460267435,3.60465361930501,2.79188381033381,3.54654225031037,3.2517896186488,3.41276929037727,3.401579509427,2.94582119467069,2.74221787792058,3.89602473326393,3.73692763571128,2.95383918942342,3.57838313317187,3.30833359343609,3.89961233992844,3.3131328118597
"ADD1",6.8723584772289,6.83194078626572,6.91214206790059,6.96113267473229,6.69739008166189,6.82555345166322,7.09622696006047,6.88260291796248,6.83945932336099,7.03188062027798,6.60149338948131,6.55123654919197,6.78990468294076,6.75048325287766,6.80119543024327,6.88258265593384,6.83044626234313,6.80923629437774,6.79789268768769,6.78404608576026,7.17099626773378,6.87227349189357,6.89583209194764,6.84058767657846
"ADD3",5.6374857833696,5.70142862442936,5.63685991623142,5.4698507177614,5.74162391317591,5.56188988280601,5.36405539630218,5.3984616561619,5.84944350084788,5.17404737213379,5.60888139057082,5.66502166070178,5.86366411846446,5.35917510198159,5.66750919654421,5.45918997742546,5.39727048804207,5.31939998271644,5.41151522768933,5.4999569924095,5.718770685475,5.23547017648684,5.52753226148101,5.23036652383362
"ADH4",1.37175931976477,2.63832637040244,2.65332348238559,1.0931185531021,3.29838211087195,1.70313021649819,1.76502122494797,1.8135368678456,1.80129601740628,1.34399216791783,1.69689131883261,1.82890953969923,1.43774900463204,1.75325441926697,2.14967840627818,1.77307441593336,2.06871688576308,2.05427656285229,2.97695437751401,2.87260849316145,2.30254213887561,1.28842704493375,1.97591091781349,2.61649128395102
"ADIPOR2",6.29705907691284,6.18246328873026,6.33276418761953,6.31921343216081,6.47040075646429,6.57232121228634,6.71625560545288,6.5474587555903,6.4248132590435,6.51675973254507,6.76655739930373,6.39480821072586,6.53327815148864,6.58929538127988,6.60156184153332,6.48482777061052,6.46173141921589,6.40867035331837,6.52969000698411,6.57037093050478,6.34503854180707,6.49848339752918,6.34450104343666,6.5339374511323
"ADK",7.981483790693,8.21665941617303,8.43733387316738,8.05661028509761,8.13887448033231,7.61680477926106,8.01350270154783,7.97575921456396,8.12355839810569,8.40287517391863,8.14752010152021,8.62167714604289,8.48468191706992,8.22335183548157,8.15468262162179,8.41907878982252,8.69414953827481,8.64994994768306,8.80359349326948,8.55577466016192,8.32836967464301,8.279578921622,8.11817323770425,8.71586741002051
"ADPRH",5.16454220642918,5.34114857308138,5.46819148946785,5.18413004319495,5.52209198091867,5.32282772262098,5.13873466022753,4.72679013331624,5.18564169201688,5.54200774475244,4.71849186530451,5.14083500113313,5.03232408889182,4.79555610329985,4.64325821563623,5.60795023892605,5.45423637667199,5.37678623055808,5.69059525276422,5.42114833723647,5.59273185637154,5.37224830219374,5.71104252972679,5.50223720506984
"ADRA1B",7.85551106546223,8.05294123264198,8.1576582331351,8.00305403095173,8.15712247092453,7.95580539423289,7.932412250452,7.57306431362568,7.67540163661695,8.08109629440343,7.7933720124688,7.72190250297441,7.96254975589264,7.61855655842638,7.57128831361204,7.98459895305975,8.07504343067575,8.15102716866941,8.2937638905699,8.18071559093563,7.99698172955662,8.13232560335779,8.09079677630574,8.04405159663496
"AEBP1",4.64571401276672,4.80632858274226,4.5657992856538,5.38280550235073,4.82839641746412,5.41155776035289,5.13931004756095,5.51100011073387,4.6997348330267,4.5482817082266,4.62114763946568,4.25660668443456,4.99117189716205,4.5614724542855,4.21803876489138,3.92278325809337,4.65867922573918,4.56212268033635,4.81678779667506,5.1000059926527,5.25029078363221,4.60051545538345,5.10928318436479,4.71285372250627
"AFDN",5.55702638047212,5.03523685555966,5.12289030615036,5.13326603763543,5.67960430825021,5.00983066229785,5.20399439417072,5.32988958523101,5.33817847858608,5.10839131929266,4.94395627419667,5.41070022697292,5.50275862534371,4.8924681585954,4.92277662127492,4.96470917288714,5.14592274029412,4.87171762371024,4.78728602404741,4.88697218142663,5.11268770568343,4.9464696717985,4.99093384664234,5.01770462364175
"AFTPH",5.5372097913587,4.94720410712187,5.97748899989737,5.46793731624374,5.82727062046842,6.01347706029053,6.05282325383693,5.8502962882215,5.57045354642849,5.38991028725115,5.88443602626307,5.76084790655405,5.75427539572217,5.72788975087213,6.07568843853351,5.43720426545363,5.61728387871603,5.48787795623577,5.18226790081947,5.53093351364428,5.59932759822283,6.22914564243616,5.25892468314336,5.36488609991503
