,GSM107412,GSM107413,GSM107414,GSM107415,GSM107416,GSM107417,GSM107418,GSM107419,GSM107420,GSM107421,GSM107422,GSM107423,GSM107424,GSM107425,GSM107426,GSM107427,GSM107428,GSM107429,GSM107430,GSM107431,GSM107432,GSM107433,GSM107434,GSM107435
Adora3,208,163.466666666667,231.3,170.9,323.766666666667,153.566666666667,163.033333333333,180.466666666667,286.3,184.7,208.866666666667,331.433333333333,323.7,216.5,271.633333333333,278.1,308.8,200.033333333333,282.866666666667,382.7,282.966666666667,226.3,476.666666666667,348.333333333333
Adprh,344.15,387.75,436.5,348.65,444.9,378.4,332.2,249.95,340.8,429.25,242.45,324.7,303.8,240.15,220.65,454.9,397.95,371.6,468.8,371.85,423.65,373.75,478.45,403.3
Adprhl2,89.3,483.5,467.7,309.7,687.2,255.5,107.1,317.1,392.1,172.2,271.1,126.8,249.9,187.8,233.9,123.3,354.4,103.3,439.5,505.6,263.8,157.1,228.9,517.6
Adra1a,65.3,201.2,210,201.9,283.5,302.9,132.1,194.2,301.2,209.1,274.1,224,181.7,82.5,269.9,61.1,125.3,81.5,155.6,77.7,80.3,230.8,164.2,500.7
Adra1b,2233.7,2551.8,2827.4,2472.8,2774.6,2357.9,2315.6,1810.2,1923.6,2504.5,2057.8,1952.9,2329,1710.8,1692,2370.9,2457.9,2553.5,2858.5,2529,2250.8,2543.2,2498.4,2357.8
Adra1d,629.8,758.1,641.3,509,484.1,418.6,456.75,348.35,741.4,607.4,497.85,821.95,481.15,533,338.1,495,710.25,698.4,754.55,693.75,530.5,469.3,634.65,495.15
Adra2a,292.2,332.766666666667,294.1,287.9,457.966666666667,236.766666666667,149.2,258.5,426.433333333333,264.466666666667,338.066666666667,310.966666666667,259.366666666667,362.5,180.466666666667,236.533333333333,376.2,413.5,385.466666666667,454.6,294.933333333333,298.233333333333,305.866666666667,363.066666666667
Adra2b,288.4,380.5,259.2,226.6,149,343.1,239.9,289.3,473.6,339.3,425.1,480.8,359,403.6,341.3,380.7,404.7,453.7,402.5,413.2,421.3,446.7,358.2,374.2
Adra2c,10.4,41.9,21.9,9.2,54.3,29.8,13.8,39.6,56.3,93.8,21.9,139.3,41.6,30.7,20.1,79.2,183.6,87.9,95.1,29.8,103.5,28.6,69.5,133.6
Adrb1,450.4,542,394.3,404.1,241.6,382.7,314,390,162.6,276,72.1,265.3,415.5,269.2,359.7,300.3,217.1,440.6,375.6,351.7,268.4,228.8,143.4,97.5
Adrb2,175.7,176.2,177.6,345.65,258.4,174.45,245.3,263.8,336.2,353.45,454.95,237.55,243.7,193.25,280.95,251.85,278.45,281.5,356.6,216.5,164.7,200.1,180.2,259.8
Adrb3,692.9,822.3,633.4,201.2,777.5,390.8,274,410.2,977.4,486.1,814.6,856.9,792,589.4,977.5,704.7,497.2,688.7,825.1,901.2,899.7,663.9,976.1,801.8
Aebp1,239.566666666667,267,232.533333333333,400.433333333333,274.266666666667,402.533333333333,332.333333333333,431.933333333333,242.766666666667,214.566666666667,226.5,175,295.2,203.9,163.833333333333,140.066666666667,228.433333333333,210.433333333333,254.933333333333,297.266666666667,333.733333333333,218.1,314.6,232.533333333333
Aes,9928.9,11884.1,7861.975,9190.275,8758.35,8247.025,8280.225,9267.325,12135.35,9612.4,7564,6424.6,7032.325,8165.675,5433.05,7261.7,11621.475,12522.45,10675.1,11584.225,10448.95,8742.9,8591.55,10308.575
Afdn,452.4,313.266666666667,343.133333333333,336.5,496.466666666667,304.2,347.666666666667,380.733333333333,379.033333333333,317.3,283.8,391.9,421.7,256.966666666667,268.233333333333,290.533333333333,321,261.266666666667,249.733333333333,256.2,303.2,277.733333333333,289.666666666667,287.7
Afm,260.2,175.8,94.1,260.2,204.3,236.6,244.9,248.1,427.4,250,248.7,297.2,294.8,388.2,371,233.6,524.1,690.7,280.3,238.5,431.5,308.3,734.9,309.6
Afp,46.74,52.9,38.18,19.26,80.06,15.26,23.02,22.8,51.96,31.66,32.96,47,52.7,55.04,26.46,31.62,50.64,40.04,71.64,46.72,69.18,43.7,64.54,58.8
Aftph,446.2,294.6,622.2,424.9,550.2,612,627.8,547,445.6,386.1,546.5,500.1,502.4,460,598.8,403.9,445.8,401.5,329,401.4,425.6,678.5,349.2,366.5
Ager,156.4,209.3,222.7,150,388.2,406.8,141.9,183.8,196.6,128.3,270.5,177.5,147.5,214.6,160.3,149.1,194,182.6,209.6,159.5,216.3,442.9,257,205.1
Aggf1,501.1,640.7,356.8,424.6,640.8,410.5,438,393,352.9,386.3,637.6,494,587.5,493.9,581.7,619.2,436.1,290.6,514.4,410.8,375.2,374,480.7,471.2
Ago1,37.3,158.2,63.5,82.3,114.7,74.4,25.5,28.8,34.3,23.6,117.8,115,92.9,84.2,72.5,93.7,175.8,94,51.2,144.2,111.1,68.5,138.5,75.2
Agrn,4075.8,3262.3,3910.95,4092.8,3569.55,4012.05,3455.05,4194.6,3087.95,3354.95,3560,2769.8,2937.15,2641.75,2928.5,2706.3,3034.35,2895.15,2856.85,2627.25,2265.4,2474.25,2241.75,2301
Agt,193.2,87.45,93.8,134.65,147.1,72.9,104.55,72.85,248.75,121.3,59.75,203.3,80.25,73,76.75,62.3,214.4,101.9,220.55,205.25,116.55,110.65,128.15,81.85
Agtpbp1,2359.4,2208.6,2747.2,2802.5,2046,3398.5,2786.9,2832.1,1577.8,2007.9,1953.7,1675.8,2326.3,2457,2182.8,2699.3,2252.2,2066.4,2015.6,1905.3,1983.9,2357.6,1417.7,2369.3
Agtr1a,187.125,237.275,293.15,153.525,436.55,285.45,212.125,214.45,275.275,245.375,414.175,270.275,170.75,174.15,126.625,184.65,181.15,204.325,156.825,150.475,267.325,174.5,307.425,211.675
Agtr1b,44.44,72.08,33.52,56.64,144.44,71.22,30,51.3,164.28,85.74,76.48,66.56,59.6,86.18,90.6,51.18,71.5,111.84,89.12,113.22,98.42,73.16,81.44,142.52
Agtr2,65.3,107.033333333333,90.8666666666667,70.3666666666667,171,85.8,60.4,44.6666666666667,115.133333333333,153.233333333333,123.966666666667,112.333333333333,105.966666666667,78.3,92.7,80.1666666666667,102.6,96.3333333333333,145.266666666667,110.633333333333,110.933333333333,77.7333333333333,179.7,102.1
Agxt,380.683333333333,593.55,618.65,442.65,968.183333333333,461.316666666667,241.75,389.516666666667,425.483333333333,346.833333333333,634.45,681.183333333333,568.316666666667,361.9,567.933333333333,376.766666666667,516.05,617.166666666667,667.016666666667,621.5,575.65,455.833333333333,810.433333333333,426.283333333333
Agxt2,10.1,15.2,17.2,9.5,37.2,9.1,6.2,7.5,18.2,10,11.1,28.7,16.8,23,18.4,21,13.7,35.6,25.6,26.1,15.8,20.2,57.1,11.6
Ahcy,1173.9,1333.7,929.4,1220.4,1211.3,1235.1,1148.2,1421.9,1520.8,1328.6,1274.3,1321.7,1496.9,1100.4,1451.6,1293,1290.6,1419.1,1393.3,1424.9,2109.4,1697.3,1955,1694.4
Ahnak,9783.3,7200.6,9319.7,10840.8,9491.7,10853.9,10386.1,12474.2,7286.1,8712.8,5631.2,8078.5,7466.6,7163.9,3597.8,8730.9,10032.6,8733.8,10893.7,8986.5,11989.9,10648.9,7603.2,10663.4
Ahr,93.75,73.925,67.075,92.3,93.95,52.175,42.1,61.3,87.75,64.1,62.475,61.325,72.225,63.275,54.05,58.625,59.925,77.725,70.425,56.625,66.275,65.25,108.25,67.425
Ahsg,92.8333333333333,100.133333333333,101.766666666667,51.2666666666667,98.4333333333333,64.9666666666667,54.6333333333333,98.8666666666667,126.933333333333,97.6666666666667,93.7333333333333,85.8333333333333,104.266666666667,106.4,88.9,45.0666666666667,121.466666666667,69.8666666666667,180.133333333333,166,75.9333333333333,129.266666666667,150.333333333333,164.866666666667
Aif1,191.4,245,200.9,211.9,190.3,220,206.333333333333,150.1,329.1,207.766666666667,262.3,250.666666666667,226.933333333333,196.5,127.333333333333,165.033333333333,252.7,176.966666666667,198.833333333333,204.433333333333,135.966666666667,135.566666666667,382.333333333333,122.3
Aif1l,260.5,234.8,196.7,262.4,244,254.2,189.6,318.2,318.5,348,306.4,361.9,285.5,214.3,300.2,305.2,263.1,315.2,322.5,195.9,288,301.7,158.5,321.4
Aifm1,3992.5,3624,5458.5,5011.1,2318.6,3424.7,3929,4051,4136.7,4540.4,6817.8,4052.2,3748.7,3492.2,3855.4,3507.5,4815.2,4087.6,3845.9,3735.3,1882.6,2530.9,1974.2,2748.8
Aifm2,258.5,351.1,217.35,461.1,211.2,474.65,572.05,379.55,574.95,526.15,405.8,506.55,586.6,717.5,428,395.45,676.65,879,603.2,332.8,524.4,473.6,418.1,485.65
Aimp2,1332.2,1335.8,1367.3,1299.7,1127.2,1233.6,930.2,1035.8,1605.1,1924.9,1396.1,1406.4,1487.2,1471.9,1131.9,1707.8,1464.9,1564.5,1484.3,1570.7,1331.8,1192.5,886.7,1018.8
Ak1,5725.1,5784.6,4901.95,6052,3801.75,4580.45,3290.45,5018.4,4631.2,4228.7,2792.35,3264.4,3844.2,3487.5,2109.4,3389.35,5746.15,6223.15,6229.5,5850.15,6060.45,4407.35,3328.7,4198.55
Ak2,2005.6,2209,2713.9,2868.4,1492.1,1977,1822.5,1724.8,2492.3,2648.8,2749.3,3461.5,2721.1,1997.8,2043.6,2472.8,2280.7,2318.7,1164.8,2336.8,2008.9,1927.9,1735.8,1559
Ak3,2239.7,2229.2,2701.8,3196.7,2895.1,3909.5,3019,2387,936.3,3490.5,3243.9,2404.3,3426.5,1412.7,4815.3,4348.6,5244.3,3212.3,3414.8,4786,3708.8,4023.6,3525,3859.8
Ak4,1768.7,1750.2,2564.6,2002.6,1440.4,1808.6,2197.8,1633.6,1507.8,1839.8,1918.1,1680.3,1561.5,1842.9,1262.3,1394.5,2205.2,1837.9,1802,1575.2,1104.4,1355.3,775,1186.6
Akap1,1721.625,1796.175,1365.25,1207.05,1771.7,1441.625,1219.775,1160.875,1024.875,1364.6,723.425,917.075,1105.175,782.125,679.3,1200.05,895.25,922.5,1141.95,1032.8,899,1261.375,1144.1,1219.1
Akap11,1173.3,1025.5,1166.6,1111.2,1209,1363.4,1183.6,1509.6,1183.8,1077.1,1093.3,1329.1,1520.7,759.9,1178.5,1195.3,970.3,1019.9,1070.4,848.9,958.7,963.3,1306.8,960.3
Akap12,1920.46666666667,2170.26666666667,2177.8,1795.26666666667,2716.93333333333,2932.26666666667,2533.7,1802.53333333333,2861.03333333333,2012.46666666667,4231.16666666667,3369.76666666667,1647.26666666667,2818.16666666667,2656.73333333333,2143.8,1296.33333333333,1388.43333333333,1402.16666666667,1102.06666666667,1297.66666666667,1404.1,1290.93333333333,1321.26666666667
Akap14,18.1,55,38.8,23.1,86.6,20.1,11.3,25.1,31,30.2,20.3,38.3,35.5,38.8,26.1,29.6,44,38.9,56.2,71,38.2,36.1,75.4,33
Akap2,2716.9,3374.2,2276.9,2475.8,2720.1,1996.9,2769.5,2074.6,3257.1,2577.4,2107.3,2891.8,2429.4,2671.3,2370.4,2702.5,2951.2,3101.3,3694.8,3638.7,2808.7,3289.8,2424.8,3150.6
Akap4,14.2,22.2,19.4,6.7,36.3,25.6,15.9,4.6,7.6,3.5,14.6,4.8,3.6,6.2,12.6,3.2,15.1,5.9,11.3,16.2,27,9.8,20.8,17.9
Akap5,11.4,19.5,26,30.6,67.6,6.4,4.4,20,8.6,3.7,6.2,63.3,2.5,5.8,15.1,2.3,6.1,17.6,19.2,24.7,33.1,4.1,13.8,5.5
Akap8,1028.5,871.6,773.9,776.7,1036.4,1033.9,892.8,961.3,1033.5,684.2,1246.3,734.4,820,1077.7,1091.8,863.6,918.7,769.8,579.3,538.6,914.1,1002.7,969.6,955.6
Akip1,282.6,259.275,340.65,249.625,371.825,381.35,304.15,230.025,395.875,325.45,546.35,295.325,366.475,423.625,426.2,311.3,409.35,289.85,298.775,291.6,442.525,356.05,646.95,296.975
Akirin2,392.6,384.9,506.2,340.9,465.3,397.9,406.6,397.2,471.8,303.2,547.3,310.9,450.5,447.7,574.8,351.9,469.9,409.9,403.1,367.3,439.2,503.2,634.6,344.6
Akp3,53.5,110.1,67.7,168.9,125.9,44,40.5,68.6,175.5,99.7,118.8,69.2,100.3,147.6,104.1,217.4,143.9,107.2,96.3,91.6,92.6,52.7,124.7,54.5
Akr1a1,11117.7,12293.8,10229.9,9233,10843.3,11347.1,10175.8,8576.4,10717,11370.4,7000,10024.8,9835.5,9008.9,9159.1,11144.3,10011.4,10718.7,10977.9,11423,11278.6,10962.6,13041.3,10226.9
Akr1b1,8691.05,8807.9,7517.8,7899.05,7125.5,6341.7,7284.45,6483,9786.75,8597.85,8577.5,9457.6,8581.3,9279.65,8446.15,7747,8880.75,8529.45,8385.1,9884.45,8866.3,6301.65,5407.35,6048.05
Akr1c12,100.8,48.6,14.9,89.7,32.6,21.9,51,43.7,121.2,85.9,237.8,137.1,26,34.5,142.6,82.4,93.6,105,18.8,145.8,29.5,33.4,118.2,32.4
Akr1c14,616.7,635.45,396.3,454.25,439.1,328.7,457.65,510.5,726.25,465.6,341.8,499.05,375.2,331,269.5,307.25,267.6,266.4,259.25,331.1,340.1,291.8,417.9,326.85
Akr1c3,248.05,241.45,277.65,189,638.15,244,149,201.05,357.9,278.15,376.5,387.5,289.85,265.05,269.85,280.25,436.2,386.3,438.7,367.55,388.65,221.3,391.6,343.6
Akr1d1,213.45,258.7,140.2,183.2,400.25,190.55,160.45,185.35,209.05,147.75,482.85,101.2,203.25,311.5,317.35,237.75,155.5,134.1,172.5,177.85,199.75,185.25,276.3,216.5
Akr7a2,1960.95,2213.5,2144.25,1891.25,2456,1767.3,1873.85,1921.25,2543.6,2156.55,1909.2,1877.3,2246.4,2398.25,1633.75,1739.75,2303.9,2433.3,2462.6,2413.65,3112.25,2555.25,2225.65,2268.15
Akr7a3,86.5,209.1,135.1,130.7,148.3,163.9,95.4,119.1,209.1,147.4,182.8,280.1,277,227.7,248,168.6,263.8,352.6,327.5,256.3,355.8,230.6,369.8,228
Akt1,5087.7,6660.65,6415.65,6695.2,3818.35,5614.7,4486.8,5243.55,4423.15,4842.35,3181,3766.2,3852.45,2766.5,3252.7,3983.25,4883.95,6116.25,5845.65,5385.4,5043.95,4865.25,3976.75,4682.7
Akt2,937.3,1329.2,877.35,921.2,1269.65,920.5,948.6,884.8,469.5,781.25,538.8,453.1,606.4,384.75,445.65,580.9,848.45,695,894.05,690.45,641.9,556.2,531.9,685.2
Akt3,81.6,39.9,60.8,85.8,231.6,45.9,61.6,57.7,95.8,73.7,102.5,72.3,89.9,43.2,11.8,76.3,75.5,147,136.9,95.6,74.7,28.7,152.3,26.3
Aktip,561.7,601.5,593.3,606.6,711.5,671.9,549.05,663.2,379.25,427.9,626.05,558.4,590.75,334.55,866,518.5,527.15,448.45,368.65,471.4,547.15,578.25,736.25,486.65
Alad,1304.6,1719.3,1339.8,1356.3,1316.7,1328.5,1249.7,1215.9,1635.4,1912.6,1475.6,1454.5,1762,1579.6,1834,2158.7,1473.3,1503.5,1523.6,1701.9,1291.5,1488.5,1073.5,1371.9
Alas1,6581.5,9072.7,9656.4,8965.75,4912.35,7143.75,5299.05,4921.6,8538.7,8883.25,6716.6,8628.45,7521.95,7146.6,6466.9,6975.05,7431.75,8142.75,6729.45,7535.55,6768.75,6026.25,4739.6,4627.4
Alas2,2174.1,2531.3,2195.1,2652.4,2572.6,2346.5,3355.7,4723.3,1793.7,1580.9,1776.3,1440.5,2618.7,2976.4,1688.5,1096,2074.4,2113.6,2251.8,2419.1,2712.8,1977.5,1421.4,1918.4
Alb,38.575,83.45,47.75,30.125,105.675,60.125,70.725,57.025,67.675,28.7,48.4,48.125,89.85,48.3,65.175,44.25,84.575,78.825,85.325,57.725,72.525,73.95,89.425,51.275
Alcam,359.533333333333,295.266666666667,460.6,416.666666666667,658.966666666667,388.133333333333,347.366666666667,364.333333333333,656,431.733333333333,692.633333333333,574.5,530.166666666667,729.633333333333,522.3,415.3,536.5,617.566666666667,486.166666666667,481.5,461.466666666667,540.766666666667,512.8,458.2
Aldh1a1,3673.8,4050.9,4173.8,3876.5,2869.4,3528.4,3645.1,4852.8,5381.1,4674.6,5911,6037.8,3950.1,2832,4408.7,2984.6,5336.9,5695.2,5619.8,5431.2,2178.7,2699.5,3407.7,2455.8
Aldh1a2,27.1,43.7,47.4,179.2,76.9,98,143.8,130.9,151.8,77.1,56.1,159.4,164.2,156.1,265.8,154.5,188.9,59.5,55.1,251.7,176.7,146.3,45.6,18.8
Aldh1a7,1393.3,1449.15,1638.65,1128.7,1587.75,1271.25,908.6,1171.75,1960.95,1733.35,1958.4,1704.65,1690.2,1764.95,1994.8,1870.85,1921.65,2165.8,2013.45,2152.1,1623.2,1879.3,2557.2,1967.4
Aldh1l1,108.9,140.8,84.7,100.5,236.9,93.1,70.7,68.2,83.5,59,87.2,98.5,166.7,85.1,105.7,93.1,122.9,315.6,232.4,117.5,90.7,191.1,296.4,169.4
Aldh2,6900.2,5189.9,5508.9,6030.1,4765.4,5811.8,4722.2,7860.1,6005.4,5627.6,4819.7,5151.7,4875.9,5046.5,3847.7,4282.2,6788.4,6918.7,7250.7,7568.9,6602.6,5092.8,5888,6168.8
Aldh3a1,554,575.6,501.6,405.3,621,451.4,511.1,1161.9,459.8,407.8,590.3,455.6,511.1,332.9,456.9,266.6,505.1,522.1,710.5,574.8,461.1,583.9,505.2,731.8
Aldh3a2,453.733333333333,377.166666666667,368.766666666667,537.2,292.066666666667,397.4,407.233333333333,524.766666666667,234.233333333333,477.5,386.533333333333,440,440.033333333333,314.133333333333,378.933333333333,437.333333333333,236.066666666667,232.033333333333,298.633333333333,305.266666666667,346.833333333333,296.166666666667,163.033333333333,233.9
Aldh5a1,1154.4,1197.1,1222.7,1241.7,1055.8,850.8,748.5,994.5,857.1,1032.4,983.3,1060.1,1049.2,600.1,911.2,1118.4,1199.3,852.3,945.4,710.4,651.8,670.6,1000.1,1010.9
Aldh6a1,3861.6,4903.8,7139.9,3564.4,3200.4,3769.1,3376.3,3767.6,3036.9,4150.6,3373.4,4972.1,3813.5,2965.8,4362.5,6806.6,5269.8,5459.8,3958.5,3185.5,3696.2,2943.4,2258,4076.3
Aldh7a1,2795,3101.25,2686.15,3253.2,2700.1,2493.05,2008.8,2807.3,3241.15,3036.35,2463.45,3029.55,2571.3,2310.55,2276.15,2381.15,3042.3,2837.75,2796.4,2645.4,2216.75,2136.6,2939.8,2061.2
Aldoa,36384.5,37371.025,28996.325,36011.3,31691.275,30859.325,30889.3,32756.175,46092.625,32235.375,33942.4,25951.325,28814.925,36862.825,27128.775,29290.475,35508.05,43582.975,34473.125,38515.875,41738.45,34666.1,30037.775,37802.075
Aldob,516.433333333333,586.6,548.7,532.233333333333,730.633333333333,507.1,386.866666666667,497.133333333333,656.8,596.9,630.033333333333,682.366666666667,685.8,592.166666666667,585.566666666667,537.633333333333,802.1,921.5,862.433333333333,742.233333333333,809.833333333333,688.833333333333,799,748.533333333333
Aldoc,142.3,129.75,182.15,222.55,320.45,241.85,228.4,290.6,251.3,177.4,173.85,202.45,245.15,171.75,237.95,290.3,134.45,60.7,146.65,166.9,456.95,324.6,247.75,454.5
Alg10,689,685.3,613.6,563.9,1012.3,582.5,561.4,651.8,774.8,743.7,1158.1,828.1,794.3,726.1,627,478.8,704.6,822.7,607.7,572.5,620.2,715.1,601.8,564.5
Alkbh2,608,769.4,723.8,684.4,1153.3,737.1,584.1,724.6,603.5,667.2,521.9,689.4,729.5,493.6,658.3,495.6,635.4,702.8,642.5,689.6,804.1,865,717.8,595.7
Alkbh7,2267.3,2310.8,2184,2212.2,1880.5,1732.4,1839.4,1837,2278,2470,1445.5,1882.9,1869.9,2752.7,1643.9,1788.8,2370,2701.8,2642.5,2436.8,2631.5,2038.6,1519.9,1876.5
Alox15,935.75,993.8,905.05,1013.1,2081.6,1511.45,3119.2,2125.65,606.1,468,598.7,746.3,1249.7,1229.3,619.95,755.35,681.15,471.65,479.1,531.3,1942.4,1511.35,2549.4,1801.95
Alox5,117.1,224.2,235.8,253.6,127.9,219,165.6,240.9,180.7,242,239.4,136.8,131,17.9,225.1,173.4,228.1,48.3,243.9,114.9,96.4,82,285.5,47.5
Alox5ap,515.75,531.4,468.6,413.2,797.8,795.15,451.2,713.15,649.4,562.7,203.45,456,247.1,382.6,265.6,302.35,545.45,500.35,549.75,454.55,351.5,475.4,1769.35,321.5
Alpi,353.6,403,449.6,272.3,800.8,353.1,267.8,297.8,644.7,466.9,513.8,477.3,427.7,457.3,358.3,360.1,631,621.6,489.5,566.9,677.1,530.3,642.8,513.7
Alpl,5480.45,4507.95,5449.1,4265.9,5200.55,4845,5546.35,4198.45,5291.7,5127.05,5457.45,5211.35,5295.9,5611.65,7011.8,5228.6,5806.05,6142.45,6926.7,7680.6,4530.9,4769.5,6327.2,4622.1
Alx1,29.1,22.2,40.3,31.4,101.6,25,20,40.9,40.3,30.9,40.1,57.5,35,44.5,30.6,22.5,49.5,34.9,54.8,39.3,54.5,43.2,36.9,28.1
Amacr,237.7,507.8,357.1,455.3,599.5,345.2,504.2,401.4,621.7,345,513,747.1,650.2,626.7,633,619.2,692.7,390.6,516.7,371.9,595.5,388.8,432.8,303.3
Ambn,2.6,21.5,5,1.8,27.9,6.4,3.4,8.1,13.4,2.1,6.4,8.4,2.6,4.5,8.9,2.5,9,9.1,6.1,6.8,27.4,5.5,12.1,3.1
Ambp,40.8,70.35,70.85,63.7,179.15,35.05,24.4,30.45,47.85,33.15,64.6,43.8,25.9,28.8,32.75,36.7,74.6,51.05,72.65,33.3,43.8,46.35,75.85,49.8
Amd1,2068.65,1227,1248.25,1925.75,1533.7,2451.9,1738.9,2812.65,1158,1542.35,1274.65,1726.55,1855.05,1415.05,2158.6,1671.75,2217.4,1931.8,1826.85,1634,2220.15,2593,1771.55,2311.85
Amelx,8.5,48.6,12.25,5.2,91.4,38.35,14.2,8.4,71.85,32.45,39.7,22,15.95,8.8,42.25,9.55,40.75,38.6,33.45,25.4,34.1,49.45,38.35,36.25
Amfr,3949.1,3635.1,4866.3,4577.5,3103.9,3797.8,4685.8,4475.4,5758.3,4264.2,6565.6,5519.5,5328.7,4908.5,5252.2,4553.7,6441.6,6043.9,5523.3,5151.5,4543.3,5295.2,5132.1,5248.7
Amh,697,845.1,878.3,542.9,1131.2,734.4,528.8,538.3,799.2,551.8,700.9,715.8,901.9,785.7,731.8,736.8,1026.6,1134.9,699.5,742.5,942,802,1141.1,1096.9
Amhr2,467.5,359.9,358.7,442.4,132.9,366.2,510.2,438.3,402.1,394.2,276.6,358.8,216,265.1,84.7,84.6,455.7,292.1,253.1,462.4,256,200.6,112.5,153.1
Amigo1,462.9,551.2,418.2,495.9,607.6,527.4,558.8,560.6,472,429.6,480.8,374.3,429.4,441.1,428.2,388.2,666.3,538.5,521.3,607.8,751.7,621.2,592.3,533.1
Amn,49.5,77.5,87.4,42.9,149.5,42.8,46.1,42.7,61.1,49,44.5,53.9,57,51.8,37.3,38.4,82.9,56,59.3,63.7,70.4,55.9,110.3,49.7
Ampd1,45.1,50.6,57.2,29.1,249.933333333333,58,53.7666666666667,40.4333333333333,122.7,40.9333333333333,54.3333333333333,53.5666666666667,116.433333333333,113.9,81.4666666666667,140.666666666667,88.3666666666667,63.5666666666667,144.9,124.1,167.733333333333,109.733333333333,128.566666666667,214.166666666667
Ampd3,831.1,942.1,1229.5,1238.9,630.9,1078.3,1385,895.6,712.9,984.7,1660.3,1132.6,1187.2,1028.3,903.5,1353.8,788.4,509.8,763.1,867.6,756.8,846.3,1069.7,675.9
Amph,330.4,353.3,454.6,268.4,404.2,246.5,297.2,268.3,406.9,462.8,257.5,267.7,330,148.8,278.1,374.5,528.6,427.8,534.2,478.4,430.1,344.8,414.5,216.6
Amy2a3,17,38,41.9,15.1,61.2,20,8.8,34.5,18.3,11.1,61,21.2,16.6,88.2,71.7,20.3,33.1,16.4,32.9,66.8,95.4,77.4,36.8,27.5
Anapc13,271.6,284.6,157.7,246.7,293.6,94.5,213,332.1,217.6,207.7,186.7,198.7,165.7,192,170.7,280.5,68.3,243.9,89.9,112.2,143.3,173.3,140.6,111.9
Anapc15,61.3,105.9,106.6,99.7,163.5,65.6,310.3,59.2,81.9,81.4,60.2,75.7,75.9,70,54.5,50.6,91.1,101.2,110.2,91.4,96.1,63.5,110.7,53.8
Anapc16,724.1,1115.8,758.4,877.2,1112.2,886.8,953.2,1113.9,1275.8,936.1,762.5,622.7,819.7,506,696.1,479.8,1181.2,929.5,1312.9,1294.8,975.9,1087.8,880.7,857.5
Anapc4,889.8,704.7,1003.2,944.7,726.4,974.3,1017,1041.9,979.9,839.9,848.5,844.2,930.3,965.3,1041.3,722.7,566.2,609.6,556.5,710.3,612.7,851.1,188.3,657.4
Anapc5,8522.1,7125.3,10227.2,8757.7,8289.7,7337.6,9664.1,8657.4,6750.2,6604.7,7412.8,6667,7578.1,7430.3,4483,6588.3,9602.2,7672.9,8936.3,6351.2,9608.5,7667.7,6828.5,8531.5
Andpro,63.3,100.2,68.05,10.95,48.55,49.5,49.3,48.65,71.5,67.5,100.25,62.75,41.35,40.35,13.85,50.5,67.5,94.25,93.7,15.25,87.45,68.8,34.45,96.75
Angpt2,194.9,276.7,350.3,272.4,196.9,196.4,272.2,65.9,94.7,210.7,80.7,95.3,78.1,366.3,85.7,293.3,110,73.4,113.9,93,86.7,74.5,150.9,99.2
Ank2,36.3,39.6,35.9,41.2,51.8,42.9,32,32.3,33.5,44.8,39.2,56.6,32.5,50,31,22.3,49.7,30.9,49.8,55.7,45.8,34.8,74.3,57.4
Ank3,359,368.366666666667,386.35,306.75,486.6,277.05,272.283333333333,249.616666666667,212.766666666667,263.1,271.2,339.65,345.3,286,331.9,342.566666666667,397.533333333333,451.183333333333,405.2,375.233333333333,309.2,365.716666666667,321.266666666667,389.716666666667
Ankfy1,972.85,831.5,903.6,981,982.1,881.5,968.9,945.95,793.4,876.1,824.6,860.3,902.7,791.7,795.1,966.3,686.75,738.55,773.35,707.4,695.25,815.45,834,765.2
Ankib1,827.1,1020.5,1097.9,861.3,1208.8,985.1,1035.6,927.6,953.1,1013.1,929.1,911.9,1026,955,1059.7,740.8,1039.4,960.5,957.7,1003.8,759.5,856.5,958,951.4
Ankra2,392.9,352.45,561.05,375.4,459.3,457.45,297.4,300.6,346.25,381.55,493.85,383.1,469,255,375,378.2,336.6,489.35,232.25,297.45,265.35,284.25,324.75,375.25
Ankrd1,29119.7,25647.6,29769.1,20822.3,30762.8,31959.6,27595.7,28544,42758.7,37903.6,38249.7,37742.9,29772.9,40833.1,36062.2,39767.1,38587.2,32028.4,40980.6,41754.1,31905.6,36626,39934.9,44073.3
Ankrd24,244.1,365.5,132,169.6,208.8,432.5,188.3,134.1,133.6,274.4,121.6,266.5,261,218.3,50.5,398.6,134.6,166.9,71.3,51.8,153.4,223.9,83.6,110
Anln,167.1,194.5,141.2,190.8,91.4,114.5,83.9,176.7,40.9,235.4,244.1,213.3,212.1,147.1,123.5,250,246.5,188.6,279.3,169.2,290.8,244.7,382.9,114.9
Anp32a,300.266666666667,369.2,240.433333333333,321.666666666667,358.6,277.1,295.766666666667,251.366666666667,378.266666666667,251.533333333333,274.066666666667,305.466666666667,326.1,268.2,275.133333333333,233.7,255.933333333333,378.2,366.566666666667,350.933333333333,327.966666666667,361.733333333333,358.533333333333,365.833333333333
Anpep,468.133333333333,558.5,609.866666666667,536.033333333333,852.966666666667,480.9,482.1,416.166666666667,752.666666666667,522.8,430,500.966666666667,601.966666666667,433.866666666667,551.466666666667,449.866666666667,603.966666666667,725.166666666667,637.066666666667,668.233333333333,515.866666666667,451.733333333333,723.233333333333,464.466666666667
