"","MM_MEblack","MM_MEblue","MM_MEbrown","MM_MEpink","MM_MEred","MM_MEyellow","MM_MEgreen","MM_MEturquoise","MM_MEgrey"
"ABCD3",0.635652173913043,0.721739130434783,0.248695652173913,-0.190434782608696,0.406086956521739,-0.813913043478261,0.266086956521739,-0.327826086956522,-0.42695652173913
"ABCD4",0.327826086956522,0.339130434782609,0.704347826086956,0.452173913043478,0.492173913043478,-0.0417391304347826,-0.619130434782609,-0.696521739130435,-0.720869565217391
"ABCE1",-0.0991304347826087,-0.161739130434783,-0.616521739130435,-0.625217391304348,-0.459130434782609,-0.0460869565217391,0.484347826086956,0.604347826086956,0.511304347826087
"ABCF1",-0.853913043478261,-0.693913043478261,-0.345217391304348,-0.301739130434783,-0.535652173913043,0.437391304347826,-0.231304347826087,0.636521739130435,0.534782608695652
"ABCF2",0.610434782608696,0.589565217391304,0.659130434782609,0.257391304347826,0.242608695652174,-0.376521739130435,-0.240869565217391,-0.707826086956522,-0.710434782608696
"ABCF3",0.336521739130435,0.376521739130435,0.470434782608696,0.0521739130434783,0.00956521739130435,-0.31304347826087,-0.195652173913043,-0.399130434782609,-0.48695652173913
"ABCG1",0.523478260869565,0.581739130434783,0.522608695652174,0.462608695652174,0.608695652173913,-0.273913043478261,-0.0973913043478261,-0.744347826086956,-0.690434782608696
"ABCG2",-0.00521739130434783,-0.20695652173913,-0.300869565217391,-0.329565217391304,-0.218260869565217,-0.117391304347826,0.152173913043478,0.268695652173913,0.369565217391304
"ABCG4",0.641739130434783,0.714782608695652,0.767826086956522,0.303478260869565,0.401739130434783,-0.470434782608696,-0.249565217391304,-0.793043478260869,-0.819130434782609
"ABHD1",0.304347826086956,0.419130434782609,0.695652173913043,0.36,0.632173913043478,-0.421739130434783,-0.418260869565217,-0.556521739130435,-0.682608695652174
"ABHD11",-0.256521739130435,-0.278260869565217,0.304347826086956,0.101739130434783,-0.27304347826087,0.277391304347826,-0.593043478260869,-0.108695652173913,-0.155652173913043
"ABHD12",0.413043478260869,0.619130434782609,0.802608695652174,0.570434782608696,0.525217391304348,-0.235652173913043,-0.297391304347826,-0.766086956521739,-0.823478260869565
"ABHD13",0.519130434782609,0.56,-0.0478260869565217,-0.146086956521739,0.255652173913043,-0.444347826086956,0.475652173913043,-0.223478260869565,-0.178260869565217
"ABHD14A",0.100869565217391,0.0678260869565217,0.138260869565217,0.170434782608696,0.273913043478261,-0.194782608695652,-0.14695652173913,-0.132173913043478,-0.227826086956522
"ABHD14B",-0.568695652173913,-0.68695652173913,-0.300869565217391,0.264347826086957,-0.234782608695652,0.632173913043478,-0.245217391304348,0.258260869565217,0.355652173913043
"ABHD17A",0.116521739130435,0.26,0.793913043478261,0.491304347826087,0.472173913043478,-0.151304347826087,-0.625217391304348,-0.619130434782609,-0.730434782608696
"ABHD17B",0.440869565217391,0.475652173913043,-0.0130434782608696,-0.120869565217391,0.270434782608696,-0.541739130434783,0.432173913043478,-0.0817391304347826,-0.109565217391304
"ABHD17C",0.395652173913043,0.507826086956522,0.242608695652174,-0.0521739130434783,0.281739130434783,-0.521739130434782,0.124347826086957,-0.294782608695652,-0.390434782608696
"ABHD2",0.396521739130435,0.316521739130435,-0.0156521739130435,0.199130434782609,0.228695652173913,-0.100869565217391,0.400869565217391,-0.315652173913043,-0.126086956521739
"ABHD3",0.0139130434782609,0.000869565217391304,0.0182608695652174,0.336521739130435,0.500869565217391,-0.00782608695652174,-0.0556521739130435,-0.0478260869565217,-0.0173913043478261
"ABHD4",-0.357391304347826,-0.587826086956522,-0.173913043478261,0.557391304347826,0.0643478260869565,0.800869565217391,-0.393043478260869,0.0417391304347826,0.22
"ABHD5",-0.249565217391304,-0.363478260869565,-0.472173913043478,-0.237391304347826,-0.00869565217391304,0.187826086956522,0.191304347826087,0.395652173913043,0.473913043478261
"ABHD6",0.551304347826087,0.692173913043478,0.448695652173913,0.0452173913043478,0.485217391304348,-0.631304347826087,0.0826086956521739,-0.48,-0.566086956521739
"ABHD8",0.122608695652174,0.32695652173913,0.652173913043478,0.24695652173913,0.285217391304348,-0.394782608695652,-0.23304347826087,-0.422608695652174,-0.54
