"","MM_MEblack","MM_MEblue","MM_MEbrown","MM_MEpink","MM_MEred","MM_MEyellow","MM_MEgreen","MM_MEturquoise","MM_MEgrey"
"EHD3",-0.0730434782608696,0.249565217391304,-0.0434782608695652,-0.22695652173913,-0.0521739130434783,-0.372173913043478,0.450434782608696,0.199130434782609,0.0139130434782609
"EHD4",-0.553913043478261,-0.653913043478261,-0.510434782608696,-0.16,-0.537391304347826,0.669565217391304,0.0808695652173913,0.483478260869565,0.600869565217391
"EHHADH",-0.113913043478261,-0.110434782608696,-0.0156521739130435,0.0869565217391304,0.161739130434783,0.0373913043478261,-0.122608695652174,0.068695652173913,0.0434782608695652
"EHMT1",0.122608695652174,-0.164347826086956,-0.309565217391304,-0.11304347826087,-0.121739130434783,0.237391304347826,0.15304347826087,0.108695652173913,0.27304347826087
"EHMT2",0.36,0.316521739130435,0.846086956521739,0.535652173913043,0.386086956521739,-0.0834782608695652,-0.653043478260869,-0.78,-0.738260869565217
"EI24",-0.349565217391304,-0.433043478260869,-0.732173913043478,-0.450434782608696,-0.656521739130435,0.257391304347826,0.376521739130435,0.575652173913043,0.719130434782609
"EID1",-0.610434782608696,-0.501739130434782,-0.665217391304348,-0.586086956521739,-0.482608695652174,0.0956521739130435,0.394782608695652,0.880869565217391,0.746086956521739
"EIF1",-0.749565217391304,-0.760869565217391,-0.58,-0.552173913043478,-0.804347826086956,0.323478260869565,0.0243478260869565,0.787826086956522,0.719130434782609
"EIF1A",-0.587826086956522,-0.691304347826087,-0.820869565217391,-0.462608695652174,-0.558260869565217,0.394782608695652,0.28,0.858260869565217,0.876521739130435
"EIF1AD",-0.263478260869565,-0.322608695652174,-0.108695652173913,-0.160869565217391,-0.382608695652174,0.255652173913043,-0.111304347826087,0.319130434782609,0.217391304347826
"EIF1AX",-0.202608695652174,-0.330434782608696,-0.822608695652174,-0.489565217391304,-0.511304347826087,0.101739130434783,0.713043478260869,0.685217391304348,0.76
"EIF1B",-0.636521739130435,-0.598260869565217,-0.647826086956522,-0.592173913043478,-0.733043478260869,0.143478260869565,0.285217391304348,0.84,0.764347826086957
"EIF2A",-0.117391304347826,-0.28,-0.495652173913043,-0.519130434782609,-0.403478260869565,0.145217391304348,0.282608695652174,0.522608695652174,0.524347826086956
"EIF2AK1",-0.0973913043478261,0.0904347826086956,-0.469565217391304,-0.525217391304348,-0.418260869565217,-0.253913043478261,0.72,0.446086956521739,0.390434782608696
"EIF2AK2",-0.458260869565217,-0.671304347826087,-0.210434782608696,0.279130434782609,-0.170434782608696,0.860869565217391,-0.442608695652174,0.174782608695652,0.319130434782609
"EIF2AK3",0.813043478260869,0.718260869565217,0.465217391304348,0.198260869565217,0.400869565217391,-0.319130434782609,0.088695652173913,-0.648695652173913,-0.592173913043478
"EIF2AK4",0.475652173913043,0.288695652173913,0.392173913043478,0.0460869565217391,0.366086956521739,-0.219130434782609,-0.275652173913043,-0.410434782608696,-0.393043478260869
"EIF2B1",0.0721739130434783,-0.0217391304347826,0.0165217391304348,-0.197391304347826,-0.30695652173913,0.0208695652173913,-0.121739130434783,-0.0339130434782609,-0.0295652173913043
"EIF2B2",-0.729565217391304,-0.580869565217391,-0.232173913043478,-0.271304347826087,-0.623478260869565,0.492173913043478,-0.14,0.471304347826087,0.406086956521739
"EIF2B3",-0.0226086956521739,0.151304347826087,0.0643478260869565,-0.281739130434783,-0.088695652173913,-0.167826086956522,0.0730434782608696,0.0295652173913043,-0.126086956521739
"EIF2B4",-0.556521739130435,-0.501739130434782,-0.612173913043478,-0.694782608695652,-0.679130434782609,0.169565217391304,0.236521739130435,0.775652173913043,0.691304347826087
"EIF2B5",-0.23304347826087,-0.361739130434783,-0.576521739130435,-0.498260869565217,-0.685217391304348,0.177391304347826,0.369565217391304,0.556521739130435,0.608695652173913
"EIF2D",0.355652173913043,0.189565217391304,0.455652173913043,0.160869565217391,0.258260869565217,-0.113913043478261,-0.419130434782609,-0.462608695652174,-0.466086956521739
"EIF2S1",-0.542608695652174,-0.624347826086956,-0.843478260869565,-0.663478260869565,-0.674782608695652,0.219130434782609,0.364347826086956,0.904347826086956,0.875652173913043
"EIF2S2",-0.660869565217391,-0.72,-0.806086956521739,-0.572173913043478,-0.646086956521739,0.371304347826087,0.273913043478261,0.899130434782609,0.873913043478261
"EIF3A",-0.441739130434783,-0.50695652173913,-0.573913043478261,-0.338260869565217,-0.225217391304348,0.337391304347826,0.135652173913043,0.682608695652174,0.66
"EIF3B",-0.336521739130435,-0.580869565217391,-0.353043478260869,-0.150434782608696,-0.378260869565217,0.60695652173913,-0.174782608695652,0.28,0.36695652173913
"EIF3C",-0.282608695652174,-0.302608695652174,-0.501739130434782,-0.503478260869565,-0.729565217391304,0.21304347826087,0.313913043478261,0.434782608695652,0.554782608695652
"EIF3D",-0.697391304347826,-0.750434782608696,-0.528695652173913,-0.496521739130435,-0.686086956521739,0.410434782608696,-0.0695652173913043,0.698260869565217,0.646086956521739
"EIF3E",0.425217391304348,0.385217391304348,0.262608695652174,0.147826086956522,0.320869565217391,-0.288695652173913,0.0356521739130435,-0.31304347826087,-0.407826086956522
"EIF3F",-0.198260869565217,-0.197391304347826,0.431304347826087,0.335652173913043,0.0234782608695652,0.208695652173913,-0.696521739130435,-0.246086956521739,-0.32695652173913
"EIF3G",-0.823478260869565,-0.713043478260869,-0.249565217391304,-0.221739130434783,-0.573913043478261,0.521739130434782,-0.234782608695652,0.595652173913043,0.472173913043478
"EIF3H",-0.793043478260869,-0.753913043478261,-0.755652173913043,-0.441739130434783,-0.658260869565217,0.433913043478261,0.19304347826087,0.903478260869565,0.847826086956522
"EIF3I",-0.62,-0.58,-0.314782608695652,-0.371304347826087,-0.592173913043478,0.309565217391304,-0.137391304347826,0.513913043478261,0.419130434782609
"EIF3J",-0.560869565217391,-0.596521739130435,-0.811304347826087,-0.674782608695652,-0.579130434782609,0.185217391304348,0.351304347826087,0.880869565217391,0.875652173913043
"EIF3K",-0.10695652173913,0.00434782608695652,0.375652173913043,0.154782608695652,0.124347826086957,0.000869565217391304,-0.495652173913043,-0.185217391304348,-0.352173913043478
"EIF3M",-0.52,-0.716521739130435,-0.76695652173913,-0.295652173913043,-0.448695652173913,0.537391304347826,0.139130434782609,0.734782608695652,0.800869565217391
"EIF4A1",-0.407826086956522,-0.461739130434783,-0.289565217391304,-0.424347826086956,-0.56695652173913,0.331304347826087,-0.0869565217391304,0.476521739130435,0.369565217391304
"EIF4A2",-0.230434782608696,-0.191304347826087,-0.749565217391304,-0.70695652173913,-0.455652173913043,-0.252173913043478,0.713913043478261,0.760869565217391,0.669565217391304
"EIF4A3",-0.499130434782609,-0.418260869565217,-0.0426086956521739,0.0373913043478261,-0.321739130434783,0.492173913043478,-0.268695652173913,0.222608695652174,0.123478260869565
"EIF4E3",0.0139130434782609,0.168695652173913,-0.272173913043478,-0.581739130434783,-0.300869565217391,-0.542608695652174,0.434782608695652,0.259130434782609,0.175652173913043
"EIF4EBP1",-0.746086956521739,-0.841739130434783,-0.216521739130435,0.161739130434783,-0.316521739130435,0.867826086956522,-0.524347826086956,0.326086956521739,0.401739130434783
"EIF4EBP3",0.165217391304348,-0.122608695652174,0.151304347826087,0.227826086956522,0.140869565217391,0.251304347826087,-0.415652173913043,-0.254782608695652,-0.189565217391304
"EIF4ENIF1",-0.276521739130435,-0.368695652173913,-0.824347826086956,-0.603478260869565,-0.563478260869565,0.127826086956522,0.588695652173913,0.651304347826087,0.773043478260869
"EIF4G2",-0.532173913043478,-0.728695652173913,-0.92,-0.5,-0.671304347826087,0.404347826086956,0.408695652173913,0.849565217391304,0.942608695652174
"EIF4G3",0.473913043478261,0.538260869565217,0.216521739130435,0.157391304347826,0.513043478260869,-0.379130434782609,0.202608695652174,-0.32695652173913,-0.320869565217391
"EIF4H",-0.531304347826087,-0.29304347826087,-0.0721739130434783,0.0913043478260869,-0.177391304347826,0.318260869565217,0.00869565217391304,0.237391304347826,0.12695652173913
"EIF5",-0.38695652173913,-0.582608695652174,-0.627826086956522,-0.524347826086956,-0.595652173913043,0.338260869565217,0.10695652173913,0.661739130434783,0.669565217391304
"EIF5A",-0.627826086956522,-0.58695652173913,-0.263478260869565,-0.1,-0.540869565217391,0.512173913043478,-0.119130434782609,0.418260869565217,0.407826086956522
"EIF5A2",-0.14,-0.171304347826087,-0.571304347826087,-0.388695652173913,-0.374782608695652,-0.0660869565217391,0.516521739130435,0.438260869565217,0.503478260869565
"EIF5B",-0.452173913043478,-0.544347826086956,-0.370434782608696,-0.319130434782609,-0.243478260869565,0.216521739130435,-0.120869565217391,0.537391304347826,0.470434782608696
"EIF6",-0.471304347826087,-0.32695652173913,0.00869565217391304,-0.0191304347826087,-0.402608695652174,0.378260869565217,-0.26695652173913,0.181739130434783,0.100869565217391
"ELAC1",0.189565217391304,0.0504347826086956,-0.542608695652174,-0.394782608695652,-0.156521739130435,-0.276521739130435,0.66,0.290434782608696,0.402608695652174
"ELAC2",0.327826086956522,0.401739130434783,0.789565217391304,0.31304347826087,0.274782608695652,-0.212173913043478,-0.537391304347826,-0.596521739130435,-0.68
"ELAVL1",0.0634782608695652,-0.0104347826086957,-0.288695652173913,-0.254782608695652,-0.277391304347826,0.0773913043478261,0.22,0.0869565217391304,0.130434782608696
"ELAVL2",0.02,0.102608695652174,-0.418260869565217,-0.348695652173913,-0.103478260869565,-0.344347826086956,0.648695652173913,0.445217391304348,0.340869565217391
"ELAVL3",0.0147826086956522,0.245217391304348,0.06,0.153913043478261,0.48,-0.288695652173913,0.179130434782609,-0.0243478260869565,-0.14
"ELAVL4",-0.551304347826087,-0.359130434782609,-0.46695652173913,-0.373913043478261,-0.322608695652174,0.02,0.344347826086956,0.653043478260869,0.581739130434783
"ELF1",-0.538260869565217,-0.728695652173913,-0.431304347826087,0.228695652173913,-0.1,0.829565217391304,-0.229565217391304,0.383478260869565,0.512173913043478
"ELF2",-0.339130434782609,-0.519130434782609,-0.397391304347826,-0.0826086956521739,-0.283478260869565,0.514782608695652,-0.0791304347826087,0.342608695652174,0.413043478260869
"ELFN1",0.442608695652174,0.7,0.379130434782609,-0.206086956521739,0.157391304347826,-0.807826086956522,0.156521739130435,-0.40695652173913,-0.472173913043478
"ELK1",-0.22695652173913,-0.258260869565217,-0.432173913043478,-0.429565217391304,-0.484347826086956,0.0252173913043478,0.311304347826087,0.323478260869565,0.399130434782609
"ELK3",-0.602608695652174,-0.709565217391304,-0.422608695652174,-0.0443478260869565,-0.341739130434783,0.68695652173913,-0.16,0.478260869565217,0.538260869565217
"ELK4",0.375652173913043,-0.0191304347826087,-0.109565217391304,0.131304347826087,0.130434782608696,0.275652173913043,-0.06,-0.229565217391304,-0.0234782608695652
"ELL",-0.419130434782609,-0.413913043478261,-0.136521739130435,-0.281739130434783,-0.488695652173913,0.309565217391304,-0.28,0.245217391304348,0.26695652173913
"ELL3",0.198260869565217,0.359130434782609,0.105217391304348,-0.344347826086956,-0.0243478260869565,-0.471304347826087,0.128695652173913,-0.0608695652173913,-0.149565217391304
"ELMO2",0.207826086956522,0.0191304347826087,0.438260869565217,0.36695652173913,0.00869565217391304,0.2,-0.48695652173913,-0.499130434782609,-0.375652173913043
"ELMO3",-0.00434782608695652,0.0773913043478261,0.712173913043478,0.666086956521739,0.380869565217391,0.159130434782609,-0.685217391304348,-0.505217391304348,-0.621739130434782
"ELMOD1",0.554782608695652,0.726086956521739,0.201739130434783,-0.111304347826087,0.366086956521739,-0.673043478260869,0.3,-0.312173913043478,-0.422608695652174
"ELMOD3",0.311304347826087,0.213913043478261,0.333043478260869,0.437391304347826,0.460869565217391,0.0382608695652174,-0.325217391304348,-0.459130434782609,-0.416521739130435
"ELN",-0.380869565217391,-0.48695652173913,-0.294782608695652,-0.444347826086956,-0.573043478260869,0.243478260869565,-0.031304347826087,0.464347826086956,0.489565217391304
"ELOF1",-0.742608695652174,-0.830434782608696,-0.622608695652174,-0.186086956521739,-0.622608695652174,0.616521739130435,0.0730434782608696,0.735652173913043,0.760869565217391
"ELOVL1",0.0556521739130435,0.0121739130434783,0.446086956521739,0.463478260869565,0.421739130434783,0.255652173913043,-0.633913043478261,-0.333913043478261,-0.391304347826087
"ELOVL2",0.135652173913043,0.0234782608695652,-0.282608695652174,-0.521739130434782,-0.373043478260869,-0.256521739130435,0.314782608695652,0.10695652173913,0.205217391304348
"ELOVL4",0.632173913043478,0.791304347826087,0.340869565217391,-0.0252173913043478,0.44,-0.759130434782609,0.249565217391304,-0.454782608695652,-0.50695652173913
"ELOVL5",0.0852173913043478,-0.169565217391304,-0.104347826086957,0.132173913043478,-0.00869565217391304,0.367826086956522,-0.139130434782609,-0.179130434782609,0.0973913043478261
