Gene,GSM5283787,GSM5283788,GSM5283789,GSM5283790,GSM5283791,GSM5283792,GSM5283793,GSM5283794,GSM5283795,GSM5283796,GSM5283797,GSM5283798,GSM5283799,GSM5283800,GSM2114177,GSM2114178,GSM2114179,GSM2114180,GSM2114181,GSM2114182,GSM2114183,GSM2114184,GSM2114185,GSM2114186
Abca7,6.37101601944343,6.26277816506251,7.22104075578244,6.99358788332401,6.64899770868822,7.10333830727545,7.21363530671634,6.56475339455232,6.17452043260819,5.9414875661122,6.54164455101211,6.78593704910279,6.41034687749519,6.60320201487415,7.31169264398997,6.13280818066508,6.85681278719312,6.38489597815645,6.35969597495974,6.35151382636166,6.3714102982961,6.59231967357338,7.03702951163313,6.66623489132314
Abca8a,6.85990197040707,7.31152927745231,7.47348834471914,7.37633201703816,7.23631962942073,7.58485958705975,7.79711369346161,6.82057344404109,7.33042135104462,7.09944120179025,7.34697505788022,7.40774799800699,6.87869304973086,7.51431408201851,6.58501159060405,7.51195440688129,7.37617657216189,7.18012242000138,7.08496178271191,7.98810478645195,7.21078740923789,7.02255697745377,7.51966083271178,7.11794727301726
Abcb10,5.27653479163118,5.21868595755853,5.37671227242715,5.0767697502667,5.33123751230506,5.29896282763229,4.96481057555753,5.37375316013512,5.02492477674868,5.4400113261566,5.00858760495581,5.02575489204371,4.98529795027799,5.33017419756424,5.17361943548231,5.20210792821984,5.09734787688058,5.26740059192519,5.09501750054448,5.50164909619846,5.34015466507774,5.26915883852258,5.15175709629985,4.86233151170005
Abcb1a,6.13976306486522,5.83494290581411,6.11834053723072,6.10603120642057,5.62863754918213,6.10247595593335,6.57774477510227,5.67432104778445,5.77386392183525,5.9009803718938,5.57076521396344,5.94646408129566,5.26921510293773,5.77605525390176,5.9591301993503,6.14301117792484,6.00526740697029,5.70509849567867,5.98651628604366,6.15108796999074,5.63052079644669,5.74055071802968,5.43851427778175,5.85641711725173
Abcb6,6.58229812839426,6.50406971290463,7.31026867864014,7.58786546427397,6.7520151791471,7.67095672900473,7.44184631441769,6.46657104353296,6.88666653982821,6.51720670906899,7.37904906843707,7.7667786746245,6.96600742827763,7.21670153166883,6.8641260550026,7.20013049603787,7.53193924677641,7.28079984313394,7.21938875588489,6.66045670798205,6.92490717219657,7.182279421156,6.90669842722823,6.75828740424905
Abcb7,3.47760740461056,3.86718516574491,3.49233863796731,3.68253011593461,4.02961761524489,3.68694180191838,3.40456518602116,3.42614241876915,3.28660793709909,3.54566289970844,3.41982541640493,3.40466189569514,3.5793864705923,3.68378158207761,3.31365956820694,3.69234843364305,3.45996298166085,3.17126609457827,3.70123654365956,3.98474387118489,3.92073099359609,3.49999944868555,3.58425687710069,3.3617669334992
Abcb8,6.10738458131289,5.91659508092485,6.57886945008512,6.56447896030453,6.43802759879874,6.66116590952177,6.27666254221991,6.02106641265608,6.15823483385247,6.0033362364513,6.33801136837976,6.51256040051821,6.37967023979053,6.37914065105485,6.48810861544196,6.04383861016737,6.47521858766181,6.26011505492216,6.02798731560248,6.2709935013634,6.33299314776244,6.4496404452335,6.30823640769217,6.5430093368724
Abcb9,6.01997127203376,5.84289715649591,6.63021018696788,6.62140423379393,6.3641618278461,6.70454588225288,6.01146848618269,5.57702335555103,5.81614559187516,5.50392741322986,6.38494653505921,6.62434561009391,6.46861156128485,6.56104995076347,6.54267890817286,5.72420489784202,6.4305787226217,6.30674705046423,6.242074717049,5.52448297582278,6.31819227960067,6.34681711278559,6.45651173281532,6.39413706367255
Abcc1,4.55685039527522,4.42541895083085,5.66028592391664,5.56624233477512,5.15634257230704,5.24951648297225,5.62242096723203,5.33339669198561,4.09279078199816,4.75940048208875,5.3204118060718,5.28163244615469,5.15107823060675,5.11902259006073,5.28043998249401,5.09357799752346,5.65670355532702,4.73369827037447,4.98245130173056,5.55976436238923,5.12965276846929,5.09831197280987,4.8437799400628,4.37421264398275
Abcc10,4.49750240304145,4.38321054344793,5.12203962984094,5.00786802568918,4.63883328223848,5.10638158645508,5.22669642876475,4.73342016284793,4.48110422865405,4.16369387877523,4.85477685781224,4.95890395353457,4.69600170849895,4.71283774149072,4.63154694461088,4.62981884751094,4.93649574846187,4.32758633114392,4.81436797262861,4.45141773850129,5.25066963493309,4.83781665512805,4.97582084622348,4.6027499962425
Abcc3,1.28189747297852,1.55012978172209,2.04006157681071,2.02382558093545,1.52426243326007,2.42516367401175,3.11089114769679,2.73924442630227,3.17694194403664,3.27902084212678,3.24895091568322,3.37285267860204,2.88304846379527,3.39017100839813,2.4418050900148,1.96256917297649,2.98857002015645,2.86821325965715,1.75794275756289,2.14433950623028,3.70065496744853,2.19320573765271,3.44585638731261,2.0557000079494
Abcc4,4.46854121796679,4.14243722991558,4.68855484512271,4.72554621066129,4.26553778165261,4.63536867200003,4.81949902140361,4.3632553298788,4.0259601874655,4.2446884274993,4.58263120141949,4.60752297033228,4.27636688797241,4.6462481859949,4.62968858054625,4.65521569932629,4.13268982131116,4.168604249331,4.09111458139249,4.71877636273891,4.81148149413501,4.30619367206987,4.60800788382368,4.26679418612426
Abcc5,7.4552099672707,7.68073050451367,8.42445567698058,8.23852711622789,7.91868397344203,8.31739998854422,7.87878508344563,7.45608872673583,7.44721371642725,7.38656930807413,8.17585519197553,8.29415110202251,7.94318482238662,8.12657278133758,8.12833180020165,7.85129930285926,8.22143271958539,7.83159499218815,7.88119893619968,7.81703487557242,7.7171073971123,7.84495998564824,7.96404383065564,7.66393119304641
Abcc6,2.54428660942502,2.02136132944512,3.66560447962564,3.50254247051671,3.0200808970748,3.6932174231885,2.95106969754387,2.19749624388299,1.92225047105115,1.98020099830982,3.0296673718966,3.48781361884808,2.79781976118979,3.05196889087851,3.32856053996031,3.04880707493386,2.50009496256567,1.92844403709053,2.25540433680071,3.04126447556496,2.65274888992878,3.25228560172918,3.32971908808872,2.84503656298721
Abcc8,5.99725699375952,6.12508282660569,7.17486196472313,6.92888711027359,6.54000783149185,7.03135286511614,6.54893047312752,5.9589927986446,5.76693768521551,5.6676018976629,6.53934203580361,6.83164057319246,6.32218559707648,6.5620534828989,6.09802209022809,5.96483681555248,6.73606650073334,6.6469905591482,6.6776382398897,6.27339123445046,6.74435178562746,6.75923649656526,6.10285217148437,6.25473411639276
Abcc9,3.50055776379138,3.25546180395373,4.29556229760241,4.21023564226688,3.63991155525933,3.94815024365238,4.19240315140528,3.95238344343924,3.72524143798424,3.54441413018694,3.8811059274769,4.03997674452219,3.33097203763253,3.8948489077535,3.51906616046641,4.12605676730629,4.17496384740544,3.47610864791256,3.38078883699417,4.32328752494872,4.1002888409123,3.54954153279702,3.63255574127347,3.25316050133693
Abcd2,5.68307319300857,5.79735060171327,5.48391774239148,5.44250728370685,5.57903334152565,5.56722026752477,5.38632764393655,5.09243829444269,5.06072609562244,5.18710946350354,5.2395516952432,5.44729707662111,5.44043948716197,5.55842200511985,5.64847172735339,5.47264423913642,5.46969922358154,5.5001857635586,5.67807781729175,5.37301762856078,4.97283514000659,5.23600436042077,5.47000059755086,5.40763154266953
Abcd3,7.03076460440163,7.21285045240572,7.34992815867712,7.17807898307568,7.18789945113091,7.25318521880986,6.84317592924429,6.64369925719573,6.71405622662186,6.87816444763425,7.0698337449226,7.15461552733149,7.02780841237158,7.11861946391446,7.05452074769125,7.40465355442977,7.06187115463704,7.1901855638771,7.29919000320058,6.9240300626186,6.81678357651193,6.95604767770463,6.8449043112928,6.89174167111559
Abcd4,3.40660776084762,3.27241557198585,4.41959441425234,4.22753341914264,3.86425827711232,4.48838126453495,4.37667307412154,3.77069462041812,3.57027126058119,3.28407804157756,4.42023183705346,4.52436662415569,3.88570096535884,4.23180269834014,3.76251968620269,3.57024441095937,4.5238355719817,4.1704271641494,4.43761557628885,3.61169963355077,4.36055547876759,3.52238765764325,3.80557265015876,3.81859518464263
Abce1,6.80385325270496,7.13626206445602,7.03724022333121,6.95607291062207,7.02141895709983,6.95761173487954,6.94101705132231,7.29808255718165,7.2413515096905,7.14514860057369,6.90362745186948,6.77332877353255,7.03345621461045,6.88658025948497,6.96886729399749,7.32124354408651,6.95659315676499,7.1021202403007,7.01288523897199,6.99125861118584,6.67984440977873,6.93029168974583,6.97599651711464,7.0365090987118
Abcf1,7.48855578280306,7.55253309925288,7.32903432513369,7.26202876228449,7.19505852254198,7.34926100972894,7.56460120238831,7.57974027165651,7.64618543866146,7.72766672265852,7.32657386873876,7.37517684404095,7.23959296437883,7.3071066436413,7.29565579094519,7.19543621836333,7.47025337957335,7.6153685905531,7.38594479918152,7.29016879348898,7.31533143628467,7.52815921108647,7.46190955269802,7.63387815010479
Abcf2,6.49015528148204,6.44627340391293,6.87550369819304,6.83518599933535,6.62736768325816,6.86694218892017,6.58760719651326,6.47010259988198,6.54764832929695,6.46166649960018,6.65544137866201,6.76847159682804,6.6213790700317,6.64358020957844,6.8760268879364,6.68212571324876,6.70732297404739,6.86065159129817,6.35258469285568,6.47570444243051,6.73376738429982,6.67528511701437,6.57538377067272,6.58781338288141
Abcf3,6.75570800068497,6.4773192491446,6.99591587007264,6.95592990669423,6.76893001600442,6.87005174986938,6.82373775184229,6.82090125652089,6.79709896981782,6.61080005813239,6.83304054975621,6.95246325509049,6.84186998802556,6.81019232503689,7.0434537617476,6.84582903653102,6.70970911218966,7.0245367585359,6.7257570125639,6.63408110883877,6.75791112677178,6.84717790775676,6.72014029143192,6.87982961209809
Abcg1,6.92318816202963,7.10818699412949,7.12085087800793,7.13598840303167,7.20874470292614,7.23656389788959,6.58788823373784,6.82114786304436,6.72404818387994,6.86001948210878,7.43371435601487,7.44028657239476,7.25001110271043,7.71556962468082,6.94572549355123,7.06565536557007,6.97056919778351,7.22090923478788,7.24360786218531,7.18470486578758,7.49716678417189,7.13389641430352,7.12639124454755,6.74397853470817
Abcg2,3.44410050641508,2.49862154403738,2.67778717959844,2.73337425473731,2.79596287804134,2.74454951956182,3.35647131032224,2.81048585447346,2.39381144620523,2.48380218601558,1.99854529460899,2.415052146881,1.93227652153264,2.31794928162295,3.13148020920475,3.33000793896767,1.91443392726685,2.13539431908885,2.69220012130241,3.05925667547365,2.15684860205387,2.82203917963169,1.80507691713776,2.8062220068327
Abcg4,6.66705911679869,6.50748703772768,7.08869940105057,7.18237629216739,7.09787135359051,7.28289006949033,6.72979770085316,6.56117320308966,6.58289461876103,6.34984002476514,6.95634882625632,7.02841157064779,6.96065726183898,6.89972184712009,7.37378227352648,6.74624584852619,6.94649555213201,6.71225626608072,6.74438973059115,6.50944884473257,7.06638193163818,6.88053059563584,6.72246610340148,6.75225209394955
Abhd1,5.26958691195533,4.66512128723462,5.48106339957988,5.46161655927218,5.10125885516365,5.623387227122,4.76402585481109,4.28006619900554,4.64068629865985,4.08029229459321,5.13949586324529,5.39645652311358,5.12542971551485,5.18049620426642,4.63475199665228,5.00265783101478,5.08626465505317,4.64610443801215,5.63098420453076,4.77585141569996,5.08293217322411,5.2229974333248,4.69700620728488,5.38204823380965
Abhd11,4.40435476678141,4.01532610928734,4.77689046025839,4.54437144133439,4.31614223103209,4.50576386645003,5.12997741161532,4.76373446452577,4.58143461395231,4.30751631013015,4.30953245132796,4.55337827706399,4.49435075492744,4.25522116815706,4.47070288155802,4.19145516878783,4.80675919991817,4.84474061197117,4.16516311602468,4.04266074337196,4.67448299912139,4.58965842961664,4.55352524634226,4.59905706497907
Abhd12,8.21554185209995,7.98580828197766,8.47368120278347,8.54049302784366,8.47723554053133,8.60148232539829,8.01298099187497,7.88120464965288,8.34507873004548,8.05641348187192,8.58232149015397,8.7662143504619,8.57442055729219,8.81660494555573,8.718682204672,8.02619572268342,8.43624995082758,8.38331896912121,8.13071282516271,8.20249071049806,8.44856876589337,8.55030649646989,8.36934633745145,8.50020087952576
Abhd13,5.01057647983404,5.58065483313362,5.18284342405188,5.30540940069808,5.47006698954221,5.32388704137774,4.31093356931939,5.19121423269479,4.88828642523123,5.23867498086157,5.21612390219638,5.1041693548971,5.30573972239493,5.36507394347208,5.11528863696848,5.29425367370316,5.16621768746871,5.51016473044023,5.16691607070228,5.3470917006688,5.1354701479684,5.23204235624206,5.12113882746138,4.52040518903413
Abhd14a,4.29820326835711,3.76061813907114,4.07189781140252,3.89484386045337,4.09392593511692,4.20455646060902,4.07545918984149,3.53720133948192,3.96754743871289,3.76326447199388,3.8305503373647,3.98425900759649,4.20413469694331,3.89191474807115,3.6521966450639,4.17245725099671,3.95713819630759,4.15464052961063,4.01087150360365,3.89608725937575,3.91393918347114,3.89089722930664,3.93933474447828,4.13638838600291
Abhd14b,5.38837428006685,4.51026580046607,4.32283248432746,4.40169771227588,4.48705916567203,4.53604396878321,4.80493667411123,4.54831013049826,4.93940439167969,4.75750228478986,4.4360459988436,4.66932948111495,4.75024276056891,4.51431160028046,4.21975596657109,4.49221159447976,4.62379013147383,4.91360662572776,4.35285637974209,4.81691275783251,5.01366410002172,4.6967163336885,4.53819336775538,4.71782785717039
Abhd17a,7.44242783815319,6.70552237632031,7.62269006737194,7.49895684088898,7.41617613964225,7.58911846123287,7.28957928950661,7.14655369680721,7.21217299196572,7.08095061254558,7.29654608174268,7.6448770626602,7.4243978505508,7.53478785222697,7.25958533876749,6.80094740030403,7.52240022116113,7.55431516621177,7.42916127833596,7.00068978339329,7.57834337181993,7.49616260391334,7.61162858924437,7.54867648581834
Abhd17b,4.24251047213759,4.83326698691033,4.57285128407854,4.39221987267636,4.77157780763832,4.52010100563972,3.74863429901066,4.29886844981633,4.22922047238946,4.30001349978989,4.36813088456518,4.29426466581934,4.55546137873641,4.5504962617706,4.72258406556169,4.54718427700687,4.12259613160816,3.87321783419274,4.66419037476704,4.74629832331157,4.24451320460845,4.38004789276854,4.3114857855234,4.6013407252659
Abhd17c,5.53912898707131,5.73361647783742,5.68870366658667,5.5811715404714,5.62268372486085,5.69336088845428,4.66306636885459,5.31472430727208,5.35441814877481,5.60012716676162,5.63918911989768,5.69997982034824,5.78058768589296,5.60579069696585,5.25839856383427,5.9214736562935,5.59869290541919,5.46484145094867,5.96469342938151,5.21722764145703,5.6354518715272,5.62037367603772,5.47611228639646,5.38105432194571
Abhd2,6.00890056138016,5.16898607079759,5.23843134789431,5.65868587368927,5.84263774215316,5.43439139283322,5.05574080513427,5.67830297206728,5.09818725414982,5.35885615153154,5.60349460933006,5.12094384830318,5.6823436444374,5.78424008962041,5.74158705494012,5.51060705512145,5.50782616079774,5.50266191263076,5.32934665749905,5.73647716294434,5.90251254198391,5.23568286760691,5.36120972661884,5.0033799294715
Abhd3,7.90467914764446,7.73188791035003,7.29235762996457,7.27522833183661,7.37737237844958,7.5001329644634,7.08919503980936,7.25818216466958,7.14179164068207,7.39513715563222,7.23136044265268,7.30531115555741,7.12075685926206,7.49591522126193,6.98938083682109,7.27842709996305,7.55962247238642,7.11395704726431,7.22738448426968,7.80617376201466,7.49555163528199,7.14209686714971,7.41381643739336,7.63805035171568
Abhd4,7.44903989487615,6.77104603336765,6.69641185968825,6.68173410618263,6.78035895449731,6.89479019185227,7.58751886425033,7.26776230264004,7.42488681698566,7.0004921042536,7.19565981346974,7.32656867349719,7.14048817912208,7.42862818393626,6.76200349841523,7.09982817786998,7.04537081976654,6.9753171279819,6.89140803324154,7.53765746762382,7.59110110146565,6.88216470938373,7.0540950409029,7.31295386245581
Abhd5,4.04064410836849,3.48744752199157,3.15298444785381,3.40091302004173,3.52036764592255,3.53033365147,3.75003531274539,3.62304961190828,3.36029384282619,3.56824814970123,3.32327183217758,3.31543085079457,3.25828729059606,3.49279941937428,3.21342254546169,3.52081905779354,3.51358814913968,3.73765318428916,3.69118544002447,3.96953198456837,3.19447867295869,3.30236218895227,3.56808716230265,3.26681285050974
Abhd6,6.73098329917719,7.06385740331658,7.00964394465874,7.09672853643052,6.89440865491264,7.18857331815091,6.30600021951231,6.19625169964538,6.69021097082438,6.8639733590534,7.04931301759939,7.10969608940132,7.01912652813633,6.99161779551823,6.8143969627587,7.01179049414882,6.71614019412107,6.73178771558995,7.12541687831785,6.78543732773226,6.88966759388769,6.97304291306316,6.95086526530003,6.65258122555729
Abhd8,8.74056793115583,8.03847404590533,8.72417948765207,8.63096125842659,8.66594576667162,8.7025566504346,8.47054210718683,8.16866012726211,8.36168567298633,7.86237683272254,8.41372819715946,8.6683566372084,8.59345425808193,8.49397183273249,8.73104275805432,7.95986537045224,8.49913145877843,8.60059325825141,8.36587734778847,8.05693471903621,8.59162762856939,8.8060261538487,8.81771657439586,8.62527292634668
Abi1,7.81037902582762,8.24963248577635,7.54975266177778,7.49723613291883,7.55603452418431,7.32581658481281,7.05513515161375,7.82800364685691,7.67190729218864,8.14920440892948,7.45802033004929,7.17466357695301,7.50784564525641,7.28677861159082,7.57456144215743,7.92069189765258,7.54386083429712,7.65590104289634,7.88997308754627,7.7745876675794,7.18321708237592,7.43288067336065,7.29913033016509,7.42436352360178
Abi2,8.04933891809751,8.50837252526845,7.90588372839824,7.94946798004733,8.34243491683891,7.77982614640698,7.24938016885978,8.02140610193381,7.68510419024279,8.27601310408492,8.16094718007713,7.70680110069232,8.13271667312593,7.95843353773926,7.71605301337498,8.22814676880012,7.89641562166799,7.9023796431094,8.27848091137944,8.27658171921744,8.03863853434606,7.92515320270817,7.85904335772077,7.64539696184539
Abi3,3.65464383168203,2.93425920749569,3.51812888419921,3.34914472183506,3.37903711125091,3.54058818314441,4.04998777029,4.01450197158396,4.62091078985695,4.29444413059156,4.67530467058879,4.55807759664825,4.47857605620157,4.63946950926945,3.87663394980298,3.14578723923909,4.56565986206072,3.55249040205637,3.86626020354641,4.0865490159931,4.536745943329,3.73857820555235,4.26812842726688,4.21556755423581
Abl1,5.05701749664201,4.9133901312722,4.70525186368506,4.17131491836332,4.90370005994277,4.15143748736097,5.27114174668478,5.44112746656671,4.69803881610478,5.06817048819287,4.78547756933601,4.64435904094853,4.57517785336969,4.77939532542952,4.20559914241862,4.85588253785628,4.93186311657916,4.75719467565285,5.31336512065046,5.19108957699459,5.07571962542946,4.94574272887127,4.81847697845401,4.67318153578651
Abl2,4.54393696420761,5.43918353751562,4.85516431730132,5.04424993321661,5.19321672256661,4.61527576862293,4.47264478794016,5.01741542869962,3.9794473801211,4.62710643867966,4.97946983175769,4.56383311821668,4.88528981687471,4.46106817723737,5.00601253760472,4.96527985133289,4.8549576191068,4.87719008713962,4.90815922318205,5.24122112575539,4.90649177452827,4.72520883477446,4.58911755034909,3.75043130833529
Ablim2,6.83394873894428,6.88157813427789,7.14408428440808,7.20588865164145,7.06102392684016,7.15439423910397,6.89539011331223,6.6907885588378,6.4885986296128,6.30630500866127,7.03265526269448,7.00452964098372,6.97903007976521,6.92563211234383,7.1487919547384,6.85162034638624,6.93658316535835,6.83606537468967,6.72987880207096,6.5970590696857,7.00844324475309,7.04025657838422,7.14418432718306,6.86598222350598
Ablim3,5.1766231440229,5.90758433629954,5.13930369014772,5.34177447653182,4.92058717524971,5.20438769125861,4.63735026448972,5.14724257051704,4.52600822194744,5.08317086291062,5.23099392025576,5.22744948335337,5.01213845787273,5.12905396852158,4.28729643872268,5.61467045226005,5.25748636100364,5.31416067615268,5.44637760594063,4.96194764582945,5.49847886489845,5.45242386485972,5.01838370079196,4.4063089997828
