"","MM_MEblack","MM_MEred","MM_MEgreen","MM_MEturquoise","MM_MEyellow","MM_MEblue","MM_MEbrown","MM_MEmagenta","MM_MEpink","MM_MEgrey"
"DPYSL2",-0.299624765478424,-0.0457786116322702,0.277485928705441,0,0.0709193245778612,-0.0960600375234521,0.263227016885553,0.445590994371482,-0.268855534709193,-0.461913696060037
"DPYSL3",-0.209193245778612,-0.264727954971857,-0.280675422138837,-0.39624765478424,0.254596622889306,0.373170731707317,0.351969981238274,0.134333958724203,0.0407129455909944,-0.14765478424015
"DTD1",0.267917448405253,0.14953095684803,-0.264352720450281,-0.074296435272045,0.0547842401500938,0.220450281425891,-0.242213883677298,-0.307129455909944,0.0975609756097561,0.248030018761726
"DUSP5",0.274296435272045,0.110131332082552,-0.372607879924953,-0.35234521575985,0.302251407129456,0.278236397748593,0.0193245778611632,-0.376735459662289,-0.0930581613508443,0.278799249530957
"DUSP6",0.263039399624765,0.458161350844278,0.565290806754221,0.419136960600375,-0.110131332082552,-0.605253283302064,-0.284990619136961,-0.0724202626641651,-0.323827392120075,-0.00525328330206379
"DUSP7",-0.245966228893058,-0.0378986866791745,0.294183864915572,0.148217636022514,-0.255534709193246,-0.281238273921201,-0.00562851782363977,0.195684803001876,-0.189305816135084,0.0834896810506567
"DUT",0.407879924953096,0.269418386491557,0.409193245778612,0.496435272045028,-0.452157598499062,-0.420262664165103,-0.572795497185741,-0.372795497185741,0.100187617260788,0.376735459662289
"DYNC1H1",-0.323639774859287,0.130206378986867,-0.301688555347092,-0.685741088180112,0.741651031894934,0.231144465290807,0.78874296435272,0.107692307692308,-0.669418386491557,-0.381613508442777
"DYNC1I2",0.193808630393996,0.127579737335835,0.442589118198874,0.654971857410882,-0.567917448405253,-0.532457786116323,-0.50281425891182,-0.107879924953096,0.168855534709193,0.321013133208255
"DYNC1LI2",0.53545966228893,0.325703564727955,0.411819887429643,0.622326454033771,-0.35703564727955,-0.645403377110694,-0.575422138836773,-0.265103189493433,0.0900562851782364,0.320637898686679
"DYNLL1",0.501313320825516,0.15140712945591,-0.0362101313320825,0.244090056285178,-0.247279549718574,-0.233583489681051,-0.457786116322702,-0.449718574108818,0.202439024390244,0.588180112570356
"DYNLRB1",0.463039399624765,0.359474671669794,-0.420075046904315,-0.0551594746716698,0.0412757973733583,0.143527204502814,-0.353658536585366,-0.519324577861163,-0.0679174484052533,0.576360225140713
"DYNLT1",-0.325140712945591,-0.506378986866792,-0.0555347091932458,-0.212757973733583,0.179924953095685,0.238649155722326,0.288555347091932,0.523639774859287,0.226641651031895,-0.549343339587242
"DYRK1A",0.717448405253283,0.606191369606004,0.233020637898687,0.546904315196998,-0.119136960600375,-0.572983114446529,-0.628705440900563,-0.45984990619137,0.00619136960600375,0.315384615384615
"DZIP3",0.239962476547842,0.211444652908068,0.595497185741088,0.751594746716698,-0.556285178236398,-0.616697936210131,-0.55797373358349,-0.111069418386492,0.190431519699812,0.220262664165103
"EAF1",0.440712945590994,0.177861163227017,-0.0716697936210131,0.229643527204503,-0.275234521575985,-0.197373358348968,-0.563789868667917,-0.388930581613508,0.173733583489681,0.546529080675422
"EBF1",0.247467166979362,0.330581613508443,-0.0930581613508443,0.0975609756097561,-0.126829268292683,-0.259287054409006,-0.226078799249531,-0.274484052532833,-0.255722326454034,0.482926829268293
"ECE1",-0.663227016885553,-0.270544090056285,-0.198499061913696,-0.675234521575985,0.460600375234522,0.398874296435272,0.801313320825516,0.407879924953096,-0.405816135084428,-0.485365853658536
"ECH1",0.392120075046904,0.708818011257036,-0.265290806754221,-0.218949343339587,0.706941838649156,-0.0191369606003752,0.0380863039399625,-0.320075046904315,-0.612382739212007,-0.123264540337711
"ECI1",0.262476547842401,0.470168855534709,-0.50562851782364,-0.483864915572233,0.875984990619137,0.236772983114447,0.265853658536585,-0.204127579737336,-0.519136960600375,-0.221763602251407
"EDEM3",0.29343339587242,0.138836772983114,0.513508442776735,0.791744840525328,-0.577298311444653,-0.655347091932458,-0.598874296435272,-0.0399624765478424,0.257223264540338,0.178236397748593
"EDF1",-0.530769230769231,-0.512570356472795,-0.638836772983114,-0.661538461538461,0.449155722326454,0.848405253283302,0.61219512195122,0.432270168855535,0.136210131332083,-0.370168855534709
"EDNRA",0.283864915572233,0.409756097560976,0.48874296435272,0.388367729831144,-0.35515947467167,-0.662288930581613,-0.422326454033771,-0.380112570356473,-0.261350844277673,0.410506566604128
"EDNRB",0.491932457786116,0.45515947467167,0.48968105065666,0.673733583489681,-0.273545966228893,-0.601500938086304,-0.518011257035647,-0.150656660412758,-0.0146341463414634,0.0844277673545966
"EED",0.315572232645403,0.202251407129456,0.706941838649156,0.926078799249531,-0.579362101313321,-0.698874296435272,-0.658348968105066,-0.00544090056285178,0.310694183864916,0.0110694183864916
"EEF1A1",0.249718574108818,0.197748592870544,-0.395497185741088,-0.187242026266417,0.664352720450281,0.252532833020638,0.166416510318949,0.109193245778612,-0.118011257035647,-0.537523452157598
"EEF1G",0.130769230769231,-0.0326454033771107,-0.710506566604127,-0.569230769230769,0.778424015009381,0.60656660412758,0.346904315196998,0.024202626641651,-0.0555347091932458,-0.382363977485929
"EEF2",-0.268667917448405,0.0679174484052533,-0.325515947467167,-0.727204502814259,0.804878048780488,0.391932457786116,0.757786116322702,0.112945590994371,-0.575234521575985,-0.5
"EEF2K",-0.218574108818011,-0.0138836772983114,-0.675234521575985,-0.625891181988743,0.470731707317073,0.515384615384615,0.418949343339587,-0.00469043151969981,-0.264540337711069,0.0358348968105066
"EFEMP1",0.0540337711069418,0.0966228893058161,0.672232645403377,0.694559099437148,-0.605253283302064,-0.623827392120075,-0.464352720450281,0.0808630393996247,0.146153846153846,0.10093808630394
"EFNA1",-0.460600375234522,-0.38968105065666,-0.106003752345216,-0.248405253283302,0.302439024390244,0.396435272045028,0.493621013133208,0.656848030018762,0.025328330206379,-0.765290806754221
"EFNB1",-0.383114446529081,-0.0671669793621013,-0.257223264540338,-0.64202626641651,0.548968105065666,0.327392120075047,0.725328330206379,0.229268292682927,-0.465478424015009,-0.358348968105066
"EFTUD2",-0.274296435272045,-0.159662288930582,-0.7046904315197,-0.762476547842401,0.543714821763602,0.626641651031895,0.619324577861163,0.101313320825516,-0.25984990619137,-0.0688555347091932
"EGFL7",-0.690056285178236,-0.440337711069418,0.00393996247654784,-0.441651031894934,0.292682926829268,0.334521575984991,0.75797373358349,0.629080675422139,-0.188555347091932,-0.696435272045028
"EGLN3",-0.222889305816135,-0.33827392120075,0.0954971857410882,-0.0155722326454034,-0.323639774859287,0.0283302063789869,0.175984990619137,-0.0136960600375235,0.188930581613508,0.223827392120075
"EGR1",-0.137898686679174,-0.124390243902439,0.051031894934334,0.166416510318949,-0.314258911819887,-0.0407129455909944,-0.131894934333959,0.265666041275797,0.113883677298311,0.0941838649155722
"EHD4",-0.431894934333959,-0.287054409005629,-0.379924953095685,-0.496060037523452,0.247091932457786,0.516135084427767,0.383864915572233,0.107129455909944,-0.0726078799249531,-0.110881801125704
"EHHADH",0.342401500938086,0.539024390243902,0.172983114446529,0.297936210131332,0.111632270168856,-0.324390243902439,-0.210881801125704,-0.178236397748593,-0.304127579737336,-0.05046904315197
"EID1",0.272983114446529,0.19906191369606,0.293621013133208,0.389305816135084,-0.446153846153846,-0.484240150093809,-0.482551594746717,-0.416322701688555,0.0187617260787992,0.554409005628518
"EIF2AK1",0.0722326454033771,-0.270544090056285,0.0615384615384615,0.319512195121951,-0.529080675422139,0.00412757973733583,-0.377861163227017,0.0296435272045028,0.476735459662289,0.228142589118199
"EIF2AK2",0.0135084427767355,-0.0446529080675422,0.6,0.612945590994371,-0.683302063789869,-0.588367729831144,-0.381238273921201,0.0772983114446529,0.196810506566604,0.181238273921201
"EIF2AK3",0.424202626641651,0.378236397748593,0.186303939962477,0.393245778611632,-0.317448405253283,-0.34859287054409,-0.543714821763602,-0.349155722326454,0.0307692307692308,0.441838649155722
"EIF2B1",-0.489493433395872,-0.391369606003752,-0.0187617260787992,-0.143151969981238,0.246153846153846,0.213696060037523,0.470356472795497,0.673170731707317,0.0607879924953096,-0.778236397748593
"EIF2B2",-0.19906191369606,-0.122138836772983,-0.748968105065666,-0.821951219512195,0.54202626641651,0.696998123827392,0.443714821763602,-0.0455909943714822,-0.265290806754221,0.0163227016885553
"EIF2B3",0.390994371482176,-0.0611632270168855,-0.0844277673545966,0.363039399624765,-0.374671669793621,-0.116697936210131,-0.591744840525328,-0.340900562851782,0.498686679174484,0.528142589118199
"EIF2B4",-0.605253283302064,-0.495872420262664,-0.559662288930582,-0.730956848030019,0.358536585365854,0.759287054409006,0.675797373358349,0.288367729831144,-0.0181988742964353,-0.225703564727955
"EIF2B5",-0.211632270168855,-0.316135084427767,-0.466604127579737,-0.45234521575985,0.28874296435272,0.566604127579737,0.416135084427767,0.127579737335835,0.0534709193245778,-0.202626641651032
"EIF2D",-0.439587242026266,-0.44859287054409,-0.169793621013133,-0.28968105065666,0.321388367729831,0.478048780487805,0.504127579737336,0.609943714821764,0.0930581613508443,-0.615196998123827
"EIF2S1",0.44015009380863,0.0324577861163227,0.217636022514071,0.6953095684803,-0.631894934333959,-0.29624765478424,-0.751219512195122,-0.232833020637899,0.550281425891182,0.459662288930582
"EIF2S3",0.21031894934334,0.35703564727955,0.775422138836773,0.65891181988743,-0.432457786116323,-0.7906191369606,-0.376360225140713,-0.197560975609756,-0.14484052532833,0.154409005628518
"EIF3B",-0.369230769230769,-0.314634146341463,-0.760412757973733,-0.736022514071294,0.477485928705441,0.730206378986867,0.554596622889306,0.0836772983114446,-0.0551594746716698,-0.0795497185741088
"EIF3D",-0.208818011257036,-0.241651031894934,-0.419136960600375,-0.550281425891182,0.598686679174484,0.574859287054409,0.513696060037523,0.293808630393996,-0.0825515947467167,-0.55234521575985
"EIF3M",0.631144465290807,0.427392120075047,0.544652908067542,0.852720450281426,-0.35140712945591,-0.719887429643527,-0.700562851782364,-0.179924953095685,0.15984990619137,0.0682926829268293
"EIF4A2",0.354033771106942,0.35328330206379,0.681988742964353,0.684615384615385,-0.45140712945591,-0.671482176360225,-0.616322701688555,-0.268480300187617,0.0801125703564728,0.242776735459662
"EIF4E",0.354784240150094,0.137335834896811,0.570919324577861,0.859662288930581,-0.627204502814259,-0.625140712945591,-0.700187617260788,-0.101313320825516,0.382926829268293,0.14577861163227
"EIF4EBP1",-0.00581613508442777,0.145028142589118,-0.660225140712945,-0.739962476547842,0.762851782363977,0.535834896810506,0.428517823639775,-0.122514071294559,-0.402439024390244,-0.126078799249531
"EIF4G2",0.394559099437148,0.181238273921201,0.376172607879925,0.582176360225141,-0.537523452157598,-0.519324577861163,-0.600187617260788,-0.380675422138837,0.223076923076923,0.489118198874296
"EIF4H",-0.242589118198874,-0.210506566604128,-0.260600375234522,-0.383302063789869,0.243151969981238,0.251782363977486,0.253658536585366,0.203939962476548,-0.130581613508443,-0.219887429643527
"EIF5",0.517073170731707,0.372232645403377,0.655534709193246,0.883677298311445,-0.486303939962477,-0.827954971857411,-0.693058161350844,-0.224390243902439,0.159099437148218,0.194183864915572
"EIF5B",0.413133208255159,0.0553470919324578,0.345215759849906,0.666228893058161,-0.665103189493433,-0.385178236397749,-0.722514071294559,-0.267166979362101,0.474108818011257,0.455722326454034
"ELN",-0.678048780487805,-0.547279549718574,0.0335834896810506,-0.334146341463415,0.2,0.251782363977486,0.657410881801126,0.73827392120075,-0.0352720450281426,-0.688555347091932
"ELOVL5",-0.587992495309568,-0.730018761726079,0.0429643527204503,0.0814258911819887,-0.318761726078799,0.255347091932458,0.209756097560976,0.693621013133208,0.493996247654784,-0.38874296435272
"EMC8",-0.267729831144465,0.00469043151969981,-0.246341463414634,-0.487617260787992,0.507879924953096,0.308630393996248,0.530018761726079,0.201500938086304,-0.35797373358349,-0.366604127579737
"EMD",0.00562851782363977,-0.127392120075047,-0.681613508442777,-0.572983114446529,0.644465290806754,0.559662288930582,0.410694183864916,0.075046904315197,-0.0405253283302064,-0.233208255159475
"EMP1",-0.0975609756097561,-0.238086303939962,0.780487804878049,0.593245778611632,-0.747467166979362,-0.524015009380863,-0.339024390243902,0.14765478424015,0.331519699812383,0.0579737335834897
"ENDOD1",-0.248217636022514,-0.260975609756098,-0.560037523452158,-0.330018761726079,0.196998123827392,0.490806754221388,0.159662288930582,0.235459662288931,0.143527204502814,-0.121013133208255
"ENO1",-0.0540337711069418,-0.20562851782364,-0.843339587242026,-0.726078799249531,0.673358348968105,0.785741088180112,0.425328330206379,0.0195121951219512,0.0566604127579737,-0.192120075046904
"ENO3",-0.640712945590994,-0.858348968105066,-0.357786116322702,-0.336772983114447,-0.0367729831144465,0.680300187617261,0.397936210131332,0.574296435272045,0.484990619136961,-0.310506566604128
"ENPEP",0.00469043151969981,0.0225140712945591,0.673921200750469,0.495121951219512,-0.289493433395872,-0.448780487804878,-0.108255159474672,0.123264540337711,0.0545966228893058,-0.234146341463415
"ENPP1",-0.024390243902439,0.15328330206379,0.825515947467167,0.685553470919325,-0.60562851782364,-0.630393996247655,-0.404315196998124,0.0478424015009381,0.048780487804878,0.0410881801125704
"ENPP2",0.139774859287054,0.108630393996248,0.529268292682927,0.637898686679174,-0.636210131332082,-0.48686679174484,-0.507692307692308,0.0191369606003752,0.21125703564728,0.236210131332083
"ENPP3",0.0324577861163227,0.135834896810507,0.68499061913696,0.356285178236398,-0.233395872420263,-0.605065666041276,-0.0575984990619137,-0.0048780487804878,-0.174671669793621,-0.0953095684803002
"ENSA",-0.223076923076923,-0.0339587242026266,0.413883677298311,-0.0264540337711069,0.109193245778612,-0.218386491557223,0.291744840525328,0.182739212007505,-0.25515947467167,-0.380300187617261
"ENTPD1",0.0898686679174484,0.15422138836773,0.397560975609756,0.188930581613508,-0.34484052532833,-0.454596622889306,-0.1046904315197,-0.247467166979362,-0.19437148217636,0.419887429643527
"ENTPD2",-0.781238273921201,-0.659662288930582,-0.301125703564728,-0.378236397748593,0.181238273921201,0.615384615384615,0.58968105065666,0.768292682926829,0.2093808630394,-0.584240150093808
"EPB41",0.387054409005628,0.577485928705441,-0.423639774859287,-0.253470919324578,0.663227016885553,0.0527204502814259,0.0879924953095685,-0.418386491557223,-0.425328330206379,0.0393996247654784
"EPB41L4B",0.253846153846154,0.34953095684803,0.386303939962476,0.308067542213884,-0.116510318949343,-0.48874296435272,-0.288180112570356,-0.223264540337711,-0.226266416510319,0.209005628517824
"EPHA3",0.35328330206379,0.245966228893058,0.167917448405253,0.20750469043152,-0.387242026266416,-0.316697936210131,-0.368667917448405,-0.515384615384615,0.00450281425891182,0.701688555347092
"EPHX1",0.25046904315197,0.418574108818011,-0.437711069418386,-0.266416510318949,0.60562851782364,0.233208255159475,-0.0189493433395872,-0.213320825515947,-0.318011257035647,-0.132457786116323
"EPHX2",0.579362101313321,0.808818011257035,0.205440900562852,0.099437148217636,0.256660412757974,-0.40375234521576,-0.264915572232645,-0.575422138836773,-0.539587242026266,0.23921200750469
"EPN1",-0.640337711069418,-0.294746716697936,-0.435084427767355,-0.842589118198874,0.506003752345216,0.574671669793621,0.912945590994371,0.293996247654784,-0.407317073170732,-0.265103189493433
"EPN2",0.0433395872420263,0.0941838649155722,-0.596998123827392,-0.515009380863039,0.390431519699812,0.374484052532833,0.171482176360225,-0.150281425891182,-0.236960600375235,0.195497185741088
"ERBB2",-0.237711069418386,-0.0697936210131332,-0.224202626641651,-0.45046904315197,0.603189493433396,0.278236397748593,0.507129455909944,0.368667917448405,-0.304315196998124,-0.609005628517823
"ERBB4",-0.120075046904315,-0.0024390243902439,0.391369606003752,0.14671669793621,-0.392120075046904,-0.278986866791745,-0.0604127579737336,-0.137523452157598,-0.0787992495309568,0.220450281425891
"ERCC8",-0.0373358348968105,0.155347091932458,0.139399624765478,-0.0425891181988743,-0.0581613508442777,0.0050656660412758,0.00863039399624765,-0.124015009380863,-0.291181988742964,0.0883677298311445
"ERGIC1",-0.238649155722326,-0.281050656660413,-0.619699812382739,-0.548968105065666,0.427016885553471,0.641275797373358,0.380863039399625,0.159662288930582,0.0480300187617261,-0.231519699812383
"ERO1B",0.245215759849906,0.139774859287054,0.686679174484052,0.838649155722326,-0.625891181988743,-0.717448405253283,-0.547091932457786,-0.0270168855534709,0.264352720450281,0.0930581613508443
"ERP29",-0.241463414634146,-0.283864915572233,-0.576547842401501,-0.704315196998124,0.597560975609756,0.574859287054409,0.65328330206379,0.229643527204503,-0.190806754221388,-0.33733583489681
"ERRFI1",0.155347091932458,0.222701688555347,0.412007504690431,0.531519699812383,-0.195872420262664,-0.364727954971857,-0.322138836772983,0.15234521575985,0.121013133208255,-0.210506566604128
"ESRRA",-0.49343339587242,-0.466416510318949,-0.517636022514071,-0.4906191369606,0.462664165103189,0.69812382739212,0.571857410881801,0.571857410881801,0.15891181988743,-0.590994371482176
"ETFA",0.450656660412758,0.266416510318949,0.572232645403377,0.893996247654784,-0.551031894934334,-0.634709193245778,-0.74859287054409,-0.119699812382739,0.353846153846154,0.183489681050657
"ETFDH",0.618761726078799,0.49906191369606,0.386116322701688,0.534333958724203,-0.29906191369606,-0.585365853658537,-0.737523452157598,-0.509005628517824,0.0332082551594747,0.418386491557223
"ETS1",-0.0579737335834897,0.0891181988742964,0.899249530956848,0.671106941838649,-0.513320825515947,-0.728705440900563,-0.220262664165103,0.231894934333959,-0.0446529080675422,-0.197373358348968
"EVL",-0.58686679174484,-0.378799249530957,-0.0212007504690431,-0.287242026266416,0.329831144465291,0.307129455909944,0.64390243902439,0.701313320825516,-0.106003752345216,-0.832833020637899
"EXOC2",0.38686679174484,0.526641651031895,0.236960600375235,0.337711069418386,-0.218574108818011,-0.480487804878049,-0.391744840525328,-0.497748592870544,-0.229831144465291,0.552720450281426
"EXOC3",-0.493245778611632,-0.475422138836773,-0.314071294559099,-0.385741088180112,0.226266416510319,0.560787992495309,0.371857410881801,0.39906191369606,0.113696060037523,-0.380863039399625
"EXOC5",0.0170731707317073,0.10093808630394,0.975422138836773,0.725328330206379,-0.630956848030019,-0.78968105065666,-0.35046904315197,0.0560975609756098,0.0151969981238274,-0.00863039399624765
"EXOC6",0.165853658536585,0.00731707317073171,0.0686679174484053,0.306003752345216,-0.665666041275797,-0.14202626641651,-0.467542213883677,-0.375609756097561,0.2953095684803,0.777673545966229
"EXOSC9",0.557223264540338,0.302251407129456,0.230769230769231,0.476547842401501,-0.350093808630394,-0.55703564727955,-0.632457786116323,-0.410694183864916,0.173733583489681,0.458161350844278
"EZR",0.121388367729831,0.0414634146341463,-0.5046904315197,-0.386303939962476,0.680863039399625,0.340525328330206,0.256848030018762,-0.0166979362101313,-0.103189493433396,-0.385928705440901
"F13A1",0.223827392120075,0.234146341463415,0.54671669793621,0.39906191369606,-0.217636022514071,-0.617260787992495,-0.230393996247655,-0.19155722326454,-0.120075046904315,0.132457786116323
"F2R",0.30656660412758,0.320825515947467,0.442589118198874,0.682926829268293,-0.300375234521576,-0.463977485928705,-0.567354596622889,0.0707317073170732,0.108255159474672,-0.124953095684803
"F2RL1",-0.216510318949343,-0.368855534709193,-0.491369606003752,-0.355722326454034,0.169981238273921,0.612945590994371,0.217260787992495,0.343339587242026,0.224577861163227,-0.142589118198874
"F3",0.206191369606004,0.145403377110694,0.333583489681051,0.607879924953096,-0.505253283302064,-0.332457786116323,-0.597748592870544,0.00281425891181989,0.323827392120075,0.204127579737336
"FABP3",0.111444652908068,0.0024390243902439,-0.624577861163227,-0.339024390243902,0.551782363977486,0.58499061913696,0.173545966228893,0.144652908067542,0.0606003752345216,-0.323827392120075
"FABP4",0.508630393996248,0.692120075046904,0.242589118198874,0.328330206378987,0.244465290806754,-0.430018761726079,-0.31125703564728,-0.19155722326454,-0.342589118198874,-0.185741088180113
"FAM135A",0.364165103189493,0.313508442776735,0.55328330206379,0.707317073170732,-0.458348968105066,-0.670544090056285,-0.593058161350844,-0.249718574108818,0.0632270168855535,0.224015009380863
"FAM162A",0.104878048780488,-0.115947467166979,-0.563414634146341,-0.433208255159475,0.433395872420263,0.533771106941838,0.18780487804878,-0.189868667917448,0.183677298311445,-0.0228893058161351
"FAM216A",0.447467166979362,0.349343339587242,0.245028142589118,0.343151969981238,-0.160975609756098,-0.345215759849906,-0.319512195121951,-0.228893058161351,-0.025140712945591,0.190243902439024
"FAM219B",-0.100187617260788,0.00675422138836773,0.0307692307692308,-0.0808630393996247,0.263977485928705,-0.0878048780487805,0.300562851782364,0.237523452157598,-0.219324577861163,-0.352157598499062
"FASN",-0.322138836772983,-0.33639774859287,-0.706378986866792,-0.759474671669794,0.435647279549719,0.70656660412758,0.426454033771107,0.0793621013133208,-0.0108818011257036,-0.0350844277673546
"FAT1",-0.191932457786116,0.168480300187617,0.0712945590994371,-0.228330206378987,0.449155722326454,-0.00956848030018762,0.510318949343339,0.166979362101313,-0.473921200750469,-0.488180112570356
"FAU",-0.0326454033771107,-0.0024390243902439,-0.811444652908067,-0.804315196998124,0.828517823639775,0.703377110694184,0.521013133208255,0.0228893058161351,-0.269981238273921,-0.206941838649156
"FBLIM1",-0.525515947467167,-0.659662288930582,-0.430581613508443,-0.550281425891182,0.142401500938086,0.595684803001876,0.533771106941838,0.384240150093809,0.183489681050657,-0.264165103189493
"FBLN5",-0.527392120075047,-0.558348968105066,-0.235459662288931,-0.269606003752345,0.0292682926829268,0.481238273921201,0.361538461538461,0.669043151969981,0.151219512195122,-0.427767354596623
"FBXO21",0.120075046904315,0.413508442776735,-0.299624765478424,-0.3953095684803,0.804315196998124,0.0887429643527204,0.371482176360225,-0.0883677298311445,-0.563227016885553,-0.347279549718574
"FBXO22",-0.0919324577861163,-0.0448405253283302,0.470356472795497,0.323264540337711,-0.219887429643527,-0.310694183864916,-0.128705440900563,0.0654784240150094,-0.00112570356472795,-0.127767354596623
"FBXO30",0.408630393996248,0.393245778611632,0.571857410881801,0.620262664165103,-0.450656660412758,-0.802063789868668,-0.529831144465291,-0.29343339587242,-0.109943714821764,0.369418386491557
"FBXO38",0.0840525328330206,0.371669793621013,0.560412757973733,0.487054409005628,-0.0842401500938086,-0.532645403377111,-0.19906191369606,0.074859287054409,-0.167354596622889,-0.278424015009381
"FBXW5",-0.535834896810506,-0.482176360225141,-0.705440900562852,-0.751031894934334,0.511444652908068,0.869981238273921,0.658348968105066,0.371857410881801,0.0626641651031895,-0.349906191369606
"FCER2",-0.423639774859287,-0.799437148217636,-0.278048780487805,-0.228517823639775,-0.1906191369606,0.459474671669794,0.242776735459662,0.372795497185741,0.587617260787992,-0.111632270168856
"FCGRT",-0.199249530956848,0.138649155722326,-0.476360225140713,-0.755722326454034,0.848405253283302,0.391932457786116,0.736960600375234,0.115009380863039,-0.604502814258912,-0.396060037523452
"FDFT1",0.487242026266416,0.715384615384615,-0.133958724202627,0.0155722326454034,0.243339587242026,-0.144277673545966,-0.30187617260788,-0.629455909943715,-0.428142589118199,0.410131332082552
"FDPS",-0.0142589118198874,0.110881801125704,-0.406003752345216,-0.395872420262664,0.758348968105065,0.401125703564728,0.384052532833021,0.160600375234522,-0.254033771106942,-0.580300187617261
"FDX1",0.0607879924953096,-0.265853658536585,0.335084427767355,0.55328330206379,-0.411069418386492,-0.206191369606004,-0.350656660412758,0.256285178236398,0.64859287054409,-0.178986866791745
"FER",0.115947467166979,0.0559099437148218,0.315196998123827,0.296060037523452,-0.536210131332083,-0.35046904315197,-0.437148217636022,-0.346904315196998,0.0787992495309568,0.560037523452158
"FEZ2",-0.152720450281426,-0.248405253283302,0.546341463414634,0.277110694183865,-0.334896810506567,-0.248405253283302,-0.0437148217636022,0.164915572232645,0.2,-0.184240150093809
"FGD4",0.265103189493433,0.429455909943715,0.315572232645403,0.144465290806754,-0.30375234521576,-0.418198874296435,-0.210881801125704,-0.426078799249531,-0.318198874296435,0.518198874296435
"FGF1",0.0538461538461538,0.534333958724203,0.552720450281426,0.169230769230769,-0.0435272045028143,-0.524953095684803,0.0649155722326454,-0.182176360225141,-0.601313320825516,0.0382739212007505
"FGF10",0.325328330206379,0.425140712945591,0.201125703564728,0.365290806754221,-0.272045028142589,-0.406191369606004,-0.424390243902439,-0.307129455909944,-0.050281425891182,0.424765478424015
"FGF16",-0.232457786116323,-0.311444652908067,0.172983114446529,0.10844277673546,-0.373733583489681,0.0371482176360225,-0.167917448405253,0.0848030018761726,0.333958724202627,0.120075046904315
"FGF7",0.435084427767355,0.443714821763602,0.0966228893058161,0.283489681050657,-0.135084427767355,-0.244465290806754,-0.383114446529081,-0.454409005628518,-0.0943714821763602,0.45234521575985
"FGF9",0.0902439024390244,-0.0181988742964353,-0.0602251407129456,-0.0136960600375235,-0.269606003752345,-0.115384615384615,-0.218386491557223,-0.361163227016885,0.0369606003752345,0.588367729831144
"FGFBP3",0.544465290806754,0.374859287054409,0.214634146341463,0.542401500938086,-0.464540337711069,-0.480675422138837,-0.675797373358349,-0.470544090056285,0.130018761726079,0.589493433395872
"FGFR1",-0.706003752345216,-0.339962476547842,0.0099437148217636,-0.499437148217636,0.442213883677298,0.279549718574109,0.828142589118199,0.597560975609756,-0.344277673545966,-0.735084427767354
"FGFR1OP2",0.132645403377111,0.229831144465291,0.504878048780488,0.360412757973734,-0.378048780487805,-0.54390243902439,-0.244277673545966,-0.170168855534709,-0.185741088180113,0.303377110694184
"FGGY",-0.00075046904315197,-0.0174484052532833,-0.656472795497186,-0.423264540337711,0.447842401500938,0.550281425891182,0.229643527204503,-0.0613508442776735,0.0050656660412758,-0.0191369606003752
"FH",-0.352157598499062,-0.616322701688555,0.0159474671669794,0.0761726078799249,-0.0823639774859287,0.292682926829268,0.0619136960600375,0.463977485928705,0.625515947467167,-0.469606003752345
"FHL2",-0.462288930581613,-0.736585365853658,-0.331144465290807,-0.189305816135084,0.0442776735459662,0.606378986866792,0.305816135084428,0.675797373358349,0.54859287054409,-0.544652908067542
"FIS1",-0.462664165103189,-0.276172607879925,-0.713508442776735,-0.875234521575985,0.617448405253283,0.829831144465291,0.69155722326454,0.187617260787992,-0.193058161350844,-0.223264540337711
"FKBP1A",-0.300375234521576,-0.411069418386492,0.195872420262664,0.0120075046904315,-0.431707317073171,-0.0121951219512195,0.0530956848030019,-0.0422138836772983,0.282551594746717,0.280675422138837
"FKBP3",0.486116322701688,0.186679174484053,0.170919324577861,0.610506566604127,-0.601313320825516,-0.285178236397749,-0.84859287054409,-0.403189493433396,0.464540337711069,0.601313320825516
"FKBP4",-0.795872420262664,-0.876172607879925,-0.271294559099437,-0.469418386491557,-0.0592870544090056,0.631707317073171,0.55797373358349,0.621013133208255,0.369230769230769,-0.307692307692308
"FLNB",-0.367166979362101,-0.149906191369606,-0.523639774859287,-0.760037523452157,0.684803001876172,0.525140712945591,0.778986866791745,0.230956848030019,-0.382739212007505,-0.372420262664165
"FLNC",-0.234333958724203,-0.237148217636022,-0.778236397748593,-0.679924953095685,0.59343339587242,0.768292682926829,0.45703564727955,0.167729831144465,0.00318949343339587,-0.275609756097561
"FLOT1",-0.258724202626642,-0.284615384615385,-0.675984990619137,-0.618761726078799,0.43733583489681,0.619324577861163,0.499437148217636,0.262476547842401,-0.0227016885553471,-0.243527204502814
"FLOT2",-0.431894934333959,-0.0420262664165103,-0.521763602251407,-0.761726078799249,0.584240150093808,0.508067542213884,0.698874296435272,0.075797373358349,-0.482551594746717,-0.118198874296435
"FLT1",-0.000187617260787992,0.142589118198874,0.238461538461538,0.166604127579737,-0.125140712945591,-0.287242026266416,-0.171857410881801,0.0482176360225141,-0.121951219512195,-0.0414634146341463
"FMC1",-0.220825515947467,-0.0393996247654784,-0.546153846153846,-0.595497185741088,0.728893058161351,0.6046904315197,0.521575984990619,0.136397748592871,-0.1953095684803,-0.427016885553471
