"","MM_MEblack","MM_MEred","MM_MEgreen","MM_MEturquoise","MM_MEyellow","MM_MEblue","MM_MEbrown","MM_MEmagenta","MM_MEpink","MM_MEgrey"
"ACVR1B",-0.0609756097560976,-0.0348968105065666,-0.590806754221388,-0.49155722326454,0.34765478424015,0.492307692307692,0.25422138836773,-0.0716697936210131,-0.144277673545966,0.1093808630394
"ACVR2A",0.323264540337711,0.407692307692308,0.579174484052533,0.70656660412758,-0.488367729831144,-0.695497185741088,-0.606191369606004,-0.238836772983114,0.0153846153846154,0.31125703564728
"ACVRL1",-0.227204502814259,-0.0333958724202627,-0.65515947467167,-0.770731707317073,0.637148217636022,0.471857410881801,0.686491557223264,0.10281425891182,-0.421013133208255,-0.139399624765478
"ADAM10",-0.0377110694183865,0.130956848030019,0.844652908067542,0.576923076923077,-0.585365853658537,-0.714258911819887,-0.295684803001876,-0.0868667917448405,-0.0470919324577861,0.180112570356473
"ADAM17",-0.0399624765478424,-0.256660412757974,0.490431519699812,0.35234521575985,-0.678048780487805,-0.373358348968105,-0.246153846153846,0.0442776735459662,0.254409005628518,0.316135084427767
"ADAM1A",-0.145966228893058,0.152908067542214,-0.0153846153846154,-0.0771106941838649,0.326829268292683,-0.0024390243902439,0.351969981238274,0.246341463414634,-0.281238273921201,-0.423264540337711
"ADAR",-0.411819887429643,-0.334896810506567,-0.373921200750469,-0.550844277673546,0.385553470919325,0.543714821763602,0.501125703564728,0.317636022514071,-0.0876172607879925,-0.393621013133208
"ADARB1",-0.326078799249531,0.00187617260787992,0.00975609756097561,-0.217073170731707,0.317823639774859,0.0365853658536585,0.468105065666041,0.383302063789869,-0.43733583489681,-0.372045028142589
"ADCY3",0.0405253283302064,0.123639774859287,-0.723827392120075,-0.633395872420263,0.542213883677298,0.530206378986867,0.205816135084428,-0.149906191369606,-0.310694183864916,0.136210131332083
"ADCY4",-0.382926829268293,-0.026078799249531,-0.330769230769231,-0.619887429643527,0.711819887429643,0.327016885553471,0.765103189493433,0.309005628517824,-0.456660412757974,-0.514446529080675
