Gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
Rpl23a,0.0497382216562158,9.26697569661699,3.35914563771386,0.00166797563911262,0.0208913948798856,-2.20240494270051
Aimp2,-0.100565437351673,8.5994900282891,-3.16307871251795,0.00289310686690822,0.0312058762271299,-2.20908058692564
Myo5b,0.184213690625837,8.34948518832301,3.02899172511678,0.00417762376854365,0.0404052028579222,-2.22366979163131
Psmd1,-0.0414166917522973,9.11661245277193,-3.31075894185376,0.00191352476146478,0.0230450938820639,-2.22559707430387
Fmo1,0.0797228576845019,8.77622762228855,3.20106716824595,0.00260347223402246,0.0291147229742244,-2.23182566220162
Cnn3,-0.0623901331167079,8.73282619290528,-3.18275871467554,0.00273945590889123,0.0300763410013575,-2.26429555558655
Man1a1,0.0751358657435576,8.80598240124762,3.19477874710145,0.00264944170035428,0.0294971175972777,-2.27165039219042
Aif1,-0.105142178820602,8.22885074010117,-2.98216415228479,0.00474073668118825,0.0439835014310243,-2.27324082586406
Calm1,-0.0429646974252952,9.18043019762288,-3.3116677616693,0.00190861122564315,0.0230450938820639,-2.275550097957
Dgat1,-0.0788676654606492,8.77095786590703,-3.18144153970668,0.00274949384802829,0.0300763410013575,-2.29935045915926
Nfkbia,0.110679770602597,8.93847633429306,3.21791943591237,0.00248397410941076,0.0282834324730635,-2.30950913252157
Aldh5a1,-0.0478275806329388,8.73979605176648,-3.16189763940938,0.00290258249936977,0.0312058762271299,-2.32198633257488
Jag1,0.113899065520785,8.404223195344,3.01129434058366,0.00438262182646162,0.0419025483789556,-2.34075424022132
Cd9,0.0472913358473326,8.95207502634556,3.18692327451301,0.00270794619367674,0.0298828423575341,-2.4110080827566
Vim,-0.0401356431975967,9.23283695440631,-3.26352422711571,0.00218611548076573,0.02558980971644,-2.44425559831509
Pgm1,-0.0367306671802814,9.05711111919916,-3.20597055015587,0.00256815267026682,0.0289784794550378,-2.45340962406691
Nmt1,-0.0470892229519305,8.94444628278698,-3.1681974453508,0.00285237672256355,0.0310661030000943,-2.46569773751104
Mrpl40,-0.0550214649124892,8.91356195545093,-3.14437659257335,0.00304664257194998,0.032066553120734,-2.50488882890689
Ttc4,-0.0779835238441947,8.42695917545809,-2.96809689368609,0.00492333102456633,0.0450250079969121,-2.51286812418834
Itpr1,0.0780982922682145,8.42217055133013,2.94453482466903,0.00524399785004418,0.0472525705552542,-2.53336835078097
Ubqln1,-0.043484216002876,8.95424597926852,-3.14134509656061,0.00307224327459008,0.0322007087985278,-2.54195336314463
Calr,-0.0351468852941646,9.1879366581632,-3.20763379978103,0.00255627551309763,0.0289749781009482,-2.55622631200443
Hibadh,-0.0525420678666792,9.31196549568851,-3.2404073129365,0.00233259039921269,0.0269269076038147,-2.56176651412789
Ddit3,-0.122066280247574,8.68658159643356,-3.04374695997715,0.00401362774651219,0.0395832185236734,-2.58821867204891
Rictor,0.100969614713417,8.58963793647109,2.99289531400991,0.00460573394704293,0.043049863945308,-2.59775540900685
Cyb5b,-0.0570196738406116,8.95705918334256,-3.11730988914434,0.0032825277667075,0.0341192201477273,-2.60743755336047
Mrpl3,-0.0427496213084808,9.0639337371617,-3.14451256206471,0.00304549905626339,0.032066553120734,-2.61959766519549
Nedd8,-0.0492318432148361,8.93820373314184,-3.10511154902781,0.00339437601410609,0.0347057629197378,-2.62390800950778
Pdlim5,0.0923901331457022,8.77420449439913,3.04412494926115,0.0040095072005433,0.0395832185236734,-2.63054665573544
Hspd1,-0.0508499780861642,9.35647539412994,-3.22207877895083,0.0024552903049135,0.0280844849945585,-2.63701047256138
Tor1aip1,0.061385062135035,8.83290521047383,3.05585317626666,0.00388361395477406,0.0387587767199563,-2.65158298657859
Timm17a,-0.0374351069910132,9.1439123647572,-3.15186472219655,0.00298426679356937,0.0316762216859799,-2.66622292790213
Cpq,-0.0716824749562295,8.72106179174214,-3.0188324736305,0.00429417516781278,0.0413727261360423,-2.67422734447853
Kdr,0.0871587132783076,8.90683693409522,3.06844683665508,0.00375257583518327,0.0379040422061858,-2.67438876400848
Ldhd,-0.119521318888264,8.69839780089551,-2.9966416664374,0.00455945829518392,0.0429377557497584,-2.71592417300797
Ormdl2,-0.0481612821873953,8.54835923082928,-2.93295465638821,0.00540866376768304,0.0481279402913474,-2.7328305147363
Slc3a2,0.0885544831334418,8.82640951512268,3.01617968218061,0.00432510810347646,0.0415110950161246,-2.74256385139972
Stx4,0.0660912179942091,8.78243768576383,3.0018075658971,0.00449636308058826,0.0426643542305818,-2.74724394474448
Wsb2,-0.0992315752068011,8.72895211315876,-2.989992701111,0.00464189000788436,0.0432265221923804,-2.75557433161702
Bpnt1,-0.0533350975969864,8.76718175175365,-2.99321435114655,0.00460177604744332,0.043049863945308,-2.77203334209132
Blmh,-0.0452227884488768,8.78121020920724,-2.99717103958502,0.00455295465292884,0.0429377557497584,-2.77208685216464
Rps19,0.0795958877427349,9.16438214303458,3.10856083631557,0.00336238990165774,0.0345196176379207,-2.77834435157166
Ckmt2,-0.0419060632681585,9.5126346935125,-3.1907457326332,0.0026793269623781,0.0296978497378634,-2.8078442662864
Cap2,0.0598293479618404,8.9839086388305,3.03191815173862,0.00414460585074074,0.0402412312252153,-2.83072303648004
Mpst,-0.145747168223147,8.65880724581861,-2.93082606450411,0.00543945274444554,0.0481478060948271,-2.84734309645521
Pi4kb,0.0752952273053218,8.66581568505954,2.91744991979936,0.00563671232525673,0.0494350707083344,-2.86060827057689
C1s,0.0582566180085305,9.07619463523983,3.03978891796759,0.00405701500457224,0.0398186158750438,-2.88372412519877
Ccng1,-0.0484195530004046,9.50926719068228,-3.15894873179062,0.00292636950107965,0.0313271606846347,-2.88953885628525
Pmpca,-0.0475952886648506,8.79802063064183,-2.95148919393719,0.0051473754664852,0.0465493701933048,-2.89944173056026
Fblim1,-0.0527753242026838,8.97077482314943,-3.0057211951828,0.00444910920356315,0.0423764964065615,-2.90098534172483
Rpl14,0.0382357314671299,9.16027841658142,3.03867654965642,0.00406928769022403,0.0398186158750438,-2.95953241629866
Psmc5,-0.0453993836158433,9.00733403376841,-2.97205225028365,0.00487133518469567,0.0448628479325832,-3.01265757803338
Fgf1,0.0693196488554175,9.03167011625929,2.96797882381646,0.00492489109427302,0.0450250079969121,-3.02644688357638
Cav3,-0.0619693782249087,8.96115666811709,-2.92903400572359,0.00546550090391129,0.0482080273390767,-3.08588024895324
Trim54,0.117229328067857,9.01784916017401,2.93293311316363,0.00540897456142141,0.0481279402913474,-3.09722758518181
Serpinh1,-0.0740734253078348,9.11574567653483,-2.96189037618039,0.00500596879818499,0.0455998248707397,-3.13064471699067
Cpt2,0.0319217670783461,9.23441036081136,2.97331831665987,0.00485480086845393,0.0448628479325832,-3.18473449717394
Npm1,0.0695582968322456,9.16055749309223,2.94219693155626,0.0052768592781876,0.0473782526589962,-3.19662874375993
Rab5b,0.0524881069803096,9.09205051258427,2.91695857755023,0.00564408392119107,0.0494350707083344,-3.20478553280185
Ndufs5,-0.0527841384549562,9.21072516806699,-2.95998720876088,0.00503156791268126,0.0456669479031397,-3.21011941894278
Rps8,0.0412606123683925,9.34369589591542,2.93230830240702,0.00541799567351695,0.0481279402913474,-3.36215636832569
