"","GSM2114177","GSM2114178","GSM2114179","GSM2114180","GSM2114181","GSM2114182","GSM2114183","GSM2114184","GSM2114185","GSM2114186"
"GAL3ST3",7.6979347646138,7.38878560043082,7.76760475598409,7.81144164252493,7.82627765308758,7.37481086963577,7.58706038305715,7.88069423235132,7.99331029921029,7.78027615944938
"GAL3ST4",3.59770145412402,3.58441303989888,3.85675296364534,3.74808284242236,3.41115590430883,3.77277976092138,3.9554772678652,3.56184959129721,3.80739097153128,3.85237519637023
"GALC",4.55069278752743,4.64202540282095,4.79704469710604,4.74819393566359,4.44787862247988,5.04841685703641,4.77661624719761,4.31694472998104,4.73981947957456,4.6681799391192
"GALE",4.12587663245163,3.64141786506046,3.75880820961634,3.93253407671788,3.77760909696131,3.58042717953017,3.59055454354362,4.0001041877398,3.85043145286371,3.96937269709436
"GALK1",5.42055052213784,5.31741270642,5.5824455102205,5.59259228099356,5.5967121816987,5.26084562739002,5.56060741847434,5.69567533376057,5.48798620359065,5.72698064211601
"GALK2",5.00876170797111,4.7582654215131,4.73499364064033,4.73170453598981,4.69374584546672,4.84275607068549,4.67224497242288,4.70167925817163,4.87102026389042,4.96778594487392
"GALM",4.8228499557241,4.65130711005664,4.58037246131175,4.73997279406441,4.30210377253505,4.78898009233705,4.82000697973024,4.50347281921573,4.81054817420145,4.83311703540025
"GALNS",3.09784653217228,3.09265200079684,3.12250133203991,2.84304623272739,2.9711067868823,3.72346304455499,3.68745328007254,3.09328708858771,3.26593485069843,3.03011294546676
"GALNT1",6.03474220164802,6.29409298660579,6.12338590766666,6.07673172931317,6.24677541941686,6.33155801152593,6.26615455545734,6.10005346170313,6.08265922706353,6.16338549897789
"GALNT10",3.10951254522041,3.21036072482248,3.30441385254738,3.12142038997348,2.91871302585606,3.43044132130396,3.75926996455061,3.3741113812452,3.26593485069843,3.10995450050161
"GALNT11",6.05449157160113,6.14765409336472,6.08036578109054,6.00650338661622,5.99489622663045,5.96707079809362,6.1000790086772,6.07924099564975,5.94382117007915,5.95488071147534
"GALNT14",5.78485366639214,5.47991066227021,5.78549794929345,5.80451982329209,5.2706901425465,4.77521695404078,5.50091558354169,5.69931712580791,5.58036686310606,5.26888928536767
"GALNT16",8.87834824312765,8.70576525783455,8.71557182585732,8.82365602398017,8.69366809310223,8.51331100125184,8.71046368470739,8.67221720655318,8.52500849972509,8.63674817999616
"GALNT18",6.22371778521228,6.10099696995895,6.28368176235908,6.57424428986336,6.70880520735023,6.42596755496693,6.29059780666334,6.43533678305477,6.35714694303545,6.67658055750599
"GALNT2",7.18691056588488,7.19533463028007,7.27208118979734,7.30426956494057,7.27038712819808,7.33079629119772,7.46692292949377,7.30378808293489,7.30644180527576,7.18394287658857
"GALNT3",0.969315580955687,1.854172683065,1.22963922373391,1.45771187454148,1.92077394876833,1.25201539770871,1.24028587612777,1.16772857015939,0.645126950410078,1.4367670695988
"GALNT6",4.12587663245163,4.3992127135969,4.77408716616389,4.17135076230469,4.19603576781359,5.19258997039355,4.65180599582336,4.39087420888416,4.80326424561631,4.57629924552367
"GALNT7",3.52986412512844,3.43119217528719,3.48491144496953,3.31094041181172,3.44859301967281,3.45654697235841,3.15996994879016,3.25048477832504,3.54454858684281,3.23095328547793
"GALNT9",8.43070848572213,7.91140971975138,8.15772286921487,8.20548920999784,8.02445890612292,8.07285829400453,8.39457164345493,8.26889139583729,8.20260515035099,8.26993547735649
"GALT",3.77664809224036,3.99491399133262,4.21029585025822,4.18352686867268,4.02070378256753,3.93010919303484,3.98845207983342,4.46119920288575,4.12621109146654,4.41276932480299
"GAMT",6.03932380336437,5.99197885256815,6.18994545453456,6.21957067693273,6.05681370097883,6.05370588387929,6.23099334682025,6.02803082329316,6.20792286094871,6.46610159614767
"GAN",2.61554226376377,3.03708716778146,2.82775965736421,2.84304623272739,2.74904580083942,3.13955960054624,2.77523100057827,2.35853376267105,2.76401667186566,2.19105846736603
"GANAB",8.18202700290213,8.34302569806054,8.20640999852761,8.30845471281899,8.11528685608627,8.2337190791681,8.23656269017362,8.24354940051408,8.14110126877413,8.05163748691111
"GANC",4.12587663245163,4.14043564101729,3.98890968945131,3.96110706279228,3.62246008751003,4.06631601410228,3.94990743956516,3.99418664291023,3.99170031771257,3.8867823178063
"GAP43",8.20871160340179,7.95890436418946,7.82038243713084,7.88318535994762,8.1814061027791,7.75604522368989,7.63383760792096,8.00911898894497,8.3070432404378,8.26422138724403
"GAPDH",10.5642323785254,10.2440674976681,10.1977039624699,10.5540469067061,10.2616152554811,9.91522176811786,10.2020876455951,10.3687548414015,10.4257524748084,10.5234991507491
"GAPDHS",2.11145366533366,2.14444178589774,2.43757458974558,2.28826233005928,2.37422616545298,2.05432520721399,2.07573567304939,2.58013647757546,2.50137800184396,2.77238975772219
"GART",6.2102366621742,6.07018615453485,5.97860705563387,6.10900911093106,5.8933430803608,5.96404086599031,5.95608870815598,5.94149985949054,5.98625010645003,6.03120424298672
"GAS2",2.5138627979747,2.42978551034503,2.29433130889321,2.53628634570991,2.77874580099588,2.03135027697998,2.15533089109107,2.33998985456718,1.9354800365231,2.45839200705719
"GAS2L1",6.01316688102521,5.55847931831342,5.94302746917149,5.74824947907639,5.90348919667275,5.81897962675261,6.02921939956129,5.91981177585553,6.0675385891202,5.96162170535173
"GAS6",8.02071579490424,7.53007590538644,7.74810238291337,7.78071292148471,7.66168456017202,7.60425113984699,7.78460178307306,7.77421999088782,7.72884549355151,7.87329994214062
"GAS7",9.15920178615114,9.39611809873391,9.14192033269057,9.16653578040874,9.2167312800617,9.00089809156636,9.34045402186526,9.12411366797947,9.06012411442578,8.89342999126335
"GAS8",3.50357956182091,3.64141786506046,3.57621740556931,3.57402495582283,3.41115590430883,3.49063555565006,3.32396483936689,3.327807804388,3.36820084802886,3.69299754337737
"GATA2",2.64790295019993,2.0633238762387,2.56787122034074,2.53628634570991,2.41262115301351,2.77482599253757,2.62954092511673,2.41277684949275,2.58870118402604,2.6707429572922
"GATAD2A",6.82240562453694,6.69391444321297,6.73580756035228,6.82800593549588,6.78212318489095,6.62420395226179,6.96955631280134,6.81015652251522,6.77710927659786,6.64426323207484
"GATAD2B",5.21991159293775,5.44831001379067,5.18133266235564,5.38155892857657,5.39095205776579,5.21059830645598,5.392170899917,5.29472891433,5.02923462015325,4.84191232649092
"GATC",4.31408689623987,3.93537292758507,4.28798044990676,4.05687835614509,4.19603576781359,4.5431670939198,4.43769215959145,4.46548274316367,4.54397244671641,4.62467083521915
"GATM",7.26396488955853,7.93725084292264,8.00547583609607,7.87006122238607,7.63249912117082,8.11239335135524,7.97487269900569,7.87184652211662,7.97032432412369,7.89035834526025
"GBA2",6.80815813910269,6.7250161239059,6.96848062393386,6.75237008328515,6.76553134357102,6.6270801478267,6.76670255377891,6.88561733503777,6.77338650726579,6.72651156073356
"GBF1",7.73229573346046,7.62911381517521,7.53248923182885,7.58692044103107,7.56165616223248,7.5662936123237,7.61987531467061,7.65644962151373,7.60968458877463,7.43901986883393
"GBP2",1.71308385527736,1.64707631053574,2.27265560087773,1.68025956435985,1.92077394876833,3.62714671667596,3.42377608270143,2.00540821313643,2.51927059979969,3.09040452097683
"GCA",4.36364045137285,4.46385327262516,4.65347744119926,4.50791070713306,4.64620036117617,4.81947532874688,4.76714598151361,4.28336985247215,4.55268619239658,4.71361343335178
"GCC2",5.6947928175833,5.46945383318825,5.4962291503946,5.2660757431581,5.705092446594,5.86843159099323,5.4326691262087,5.43238563532687,5.53711295233948,5.70143403926668
"GCDH",6.4180111722344,6.5071713287451,6.61289003003932,6.45123061112759,6.33438243900608,6.71080306158726,6.57919874787123,6.62342976362617,6.48556291621123,6.56856769079523
"GCFC2",2.30651260657223,2.47230235991995,1.90106833713323,2.04303664239627,2.16524272439641,2.07693998936679,1.99149134638095,2.09660422012877,1.79566094459892,2.09622581589033
"GCLC",5.87133533782683,6.0404701525644,5.86912252803577,5.80451982329209,5.7507659441911,6.09722322851661,5.95191512595784,5.89303024969607,5.91369880110309,5.77062677520951
"GCLM",3.98098308743467,3.3984937880061,3.38743409332352,3.45852684770743,3.80673269940239,3.73061234653007,3.42377608270143,3.42778262663607,3.6293716514872,3.20391762538721
"GCNT2",2.15713611142557,2.70403273244565,2.49486267917897,2.57377424750988,2.48647527653566,2.45046004341852,2.58711397202794,2.53193502204569,2.50137800184396,2.34747379476738
"GCSH",5.64154840730699,5.87206091368264,5.6967262666755,5.97182041733055,5.76567467542187,5.68554468147846,5.75359051236017,5.55804416935761,5.79018530222104,5.81299115559465
"GDA",6.29057779246413,6.36913983535618,6.20432852084499,6.07999215832432,5.93020175459563,5.8389642791648,6.07086903001783,5.8395789862415,5.57181920397697,5.54325930432192
"GDAP1",6.51987741851722,6.54501072470727,6.31715462138057,6.26897426566045,6.21453972341489,6.55742312468511,5.9685374973841,6.28470394153905,6.44869079788297,6.59221762770392
"GDAP1L1",7.22561712232608,6.81964465782784,6.91176426508678,7.0848910192033,7.0940905542954,6.57936877808976,6.93049657060488,7.0386349897805,7.14799354875931,7.08677675946918
"GDAP2",4.85439187426982,4.71465896299653,4.64084280688357,4.78861127286215,4.41042272152026,4.36626936982481,4.38912833140732,4.49930076512592,4.55268619239658,4.4706248397539
"GDE1",7.85518454268816,7.63555869341166,7.81944836956969,7.80061266490354,7.59751243739154,7.65539224112789,7.74172885031762,7.80876648618444,7.93243377981401,7.91938744525668
"GDF11",4.24701283380992,3.80836965813266,4.02824773384744,3.91803253199091,4.00822119327198,4.03778027560519,4.26902018863421,4.12991019313338,4.30187687742327,4.16429520037403
"GDI2",7.81165860454578,8.02019064064367,7.60474858058064,7.84919328874719,7.72884054018111,7.90764116875487,7.62905329547371,7.68198224906433,7.75078346307706,7.79808700186954
"GDPD2",3.17759439461931,2.96447942589089,3.04790075059528,3.09587917166248,2.20953148004234,3.39488231194653,3.09079585522874,2.59585227582218,2.85136309956849,3.23985374570418
"GEMIN2",2.84221273638872,3.57468934237952,3.60251918429934,3.51743139996039,3.37272137738349,3.48218862379654,2.96390234357567,3.19996506243364,3.41673792056974,3.38331997065475
"GEMIN5",4.79783152732664,4.66052948412278,4.54464482090029,4.7806178819975,4.67016895819024,4.66385250236963,4.82610048047678,4.67972557154168,4.43978824940719,4.44776029043389
"GEMIN6",2.98837662723291,2.84012535213351,2.27265560087773,2.93233853544761,2.71872150798523,2.51812865889809,2.45179032925045,2.78595527851391,2.79372362795025,2.69683390868607
"GEMIN7",4.46247216697703,4.29054601628521,4.44641965581391,4.34400883609956,4.40090480414274,4.24669169290285,4.43769215959145,4.76907403347079,4.43978824940719,4.72633589907795
"GEMIN8",4.95804298492374,4.79641516918616,4.83081021673206,4.89610345478821,4.62182681836731,4.97806981756172,4.79226317395867,4.78971872517622,4.87449972570671,5.01521325618912
"GET4",6.30713626771299,6.17042875092806,6.32243893705136,6.23427758206514,6.30916326385121,6.27032589412713,6.31571689995484,6.35218721586159,6.31423391657715,6.37814045848821
"GFAP",10.7914784280735,11.044055585565,11.8746485172428,10.9661511006469,11.0230499502696,12.3773368401407,12.298498733539,11.1318025504239,11.9312601934313,12.0261819820805
"GFER",3.92926044314419,3.62266541570645,3.70317839154459,3.53654365337512,3.87706895838976,3.85358806015784,3.83374177686209,3.8509197793954,3.80739097153128,4.06261832179058
"GFM1",5.42988586136739,5.28796108648053,5.24949619136006,5.51280968930524,5.33707319619204,5.30701225923069,5.31411362229571,5.25815982588357,5.18866975304725,5.30538294687115
"GFM2",4.97408495973361,4.56554028568559,4.92065752755554,4.6981493323717,4.64620036117617,4.68608840905275,4.55606853512444,4.63098122985656,4.78858512527305,4.31086841097539
"GFOD1",6.78379178404761,6.81758494384667,6.96595040707901,6.94884512811632,6.91343508953952,6.80270905736434,7.17687673612296,7.03647720432686,6.94867216063162,6.60948948904449
"GFOD2",4.32913249300425,4.48477215089452,4.21598562904473,4.5461334599741,4.32241270021541,4.56732695378388,4.31740484114625,4.43958862343713,4.33255932631401,4.47816653269044
"GFPT1",5.41350916077131,5.26093057311248,5.34865094914645,5.20765585097296,5.13374947588166,5.56273627333179,5.45839617481257,5.15585256144459,5.11409999424375,5.038354768813
"GFPT2",1.3693297133345,1.71946228652543,2.08642140595218,2.09552993503369,1.69016455586605,1.88524228400956,1.53628259324966,1.93301694776672,1.88116741481244,1.49740273225947
"GFRA1",5.56735402975624,5.50316504063615,5.54902557495871,5.40254498786921,5.47499528465212,5.63690752921487,5.75997045937641,5.35369001217642,5.45582963279486,5.20669382447516
"GFRA2",1.74335097078786,1.82165586632679,1.98343724775111,1.45771187454148,1.92077394876833,2.70394942324575,2.5581199237589,1.83047314966073,1.9354800365231,2.07648762626629
"GFRA4",1.71308385527736,1.0028160439616,1.78337468556289,2.53628634570991,2.02358335147703,1.93560707504902,1.94744960497206,1.93301694776672,1.53925842596701,1.99471819336196
"GGA1",7.37264218484063,7.2934487743754,7.4044201209518,7.2546381360909,7.31414449568881,7.2010516974874,7.45271640644733,7.42531140295687,7.48150040535962,7.38237050210902
"GGA2",5.55247345919242,5.60460136634533,5.63010218594077,5.7150813234582,5.5925374398303,5.54864725697508,5.6881895185782,5.67732718928387,5.4970436678931,5.57173707151295
"GGA3",7.66866192779625,7.47821096188998,7.29309274190345,7.49709123404806,7.34673280733989,7.29988822620649,7.41934940275661,7.45415755744857,7.4700464387034,7.34933907831604
"GGACT",4.9319989221887,4.70131579886988,4.69073070914456,4.96120290642209,4.52875964056781,4.95077944045477,4.75122273596278,4.94196095955736,4.68142358268042,5.04852192575799
"GGCT",4.06126768532379,4.02378768995649,3.89980895904869,4.15907101630089,4.38167849428455,3.80700159451924,3.4789618414917,3.74918388221906,4.12621109146654,4.27234777020531
"GGCX",5.02425248091547,4.93586849282842,5.04093520315862,4.89610345478821,4.58867468477899,4.5633283024972,5.20143733187785,4.99626072874235,5.08736240150362,4.88226258978127
"GGH",4.95481307299528,4.86981541800254,4.60659928157897,4.89610345478821,4.71694362053371,4.85261966446784,4.52643727986496,4.52004142276185,4.55702340804438,4.73580465819949
"GGNBP2",6.31974547599525,6.549981813781,6.5147445179204,6.64639560396242,6.74874646411491,6.48634488200233,6.14586226883857,6.45808586326133,6.55875941515136,6.50722830047459
"GGPS1",3.85497129813428,3.82487008226902,3.02215131228563,3.47843012542811,4.10518261122241,3.82715170282332,3.3663951173574,3.47952860049251,3.69381289001729,3.5284038547809
"GGT7",8.94008466620718,8.43053340370449,8.68820240523448,8.46877406491411,8.46729750904306,8.37899842465188,8.50290444003785,8.71174369300042,8.72785235390522,8.67293394475351
"GHDC",3.52986412512844,3.50472413593536,3.64531717768158,3.26584297195661,3.73279077079199,3.54841854765933,3.86367180102466,3.72794656822547,3.46369505436302,3.66022141990403
"GHITM",8.81474248326874,8.5553658400197,8.41711524111754,8.59264641642362,8.28204963174998,8.44269230319664,8.36949648832333,8.47706497742491,8.55919309072563,8.46875915338637
"GHR",3.53852029483005,3.63207210869721,3.36712260611287,3.53654365337512,3.62246008751003,3.12877672512339,3.07040694590104,3.48797531995569,3.24458205751641,3.03011294546676
"GIGYF1",5.3801872831887,5.41327634854018,5.72493394599552,5.33864817511821,5.87283424016121,5.59443226016135,5.65947048849238,5.57201614650601,5.51721741574056,5.2269791195817
"GIMAP6",1.65057534517733,1.64707631053574,1.39926717635739,1.87302108269834,1.69016455586605,1.47272807440831,1.73071067359254,1.50388755925723,1.79566094459892,1.71727911083861
"GIN1",2.2443778353144,2.8722331081195,2.54996252790685,2.9609153564288,2.86434456256274,2.51812865889809,2.51350612480998,2.64199787250897,2.55440352529672,2.96719142116509
"GINS2",5.96902345703867,6.45247134074782,6.3742440761589,6.61302344855236,6.8039529241507,6.14616529534832,6.37510767154027,6.45162264731089,6.19127830547244,6.07289284597327
"GINS3",1.93911075503972,2.22124048480563,2.45692448546573,1.81158510064763,2.20953148004234,2.24612771512371,1.47555411815916,1.95755319491385,1.79566094459892,1.95202718256903
"GINS4",2.30651260657223,2.24595766426808,2.39807836908477,2.04303664239627,2.20953148004234,2.41539704394421,2.0342283397966,2.3021712746646,2.24599966807187,2.36385098103367
"GIPC1",6.95602390060308,6.54251874205629,6.8006669999865,6.68758813017245,6.65777114313329,6.67881893826825,6.72246980070916,6.86711892847364,6.86980430804622,6.96726479148234
"GIPR",1.61827522244364,1.75433735129484,1.92905043528617,1.37518577541134,1.25577013982182,2.07693998936679,1.78176679660948,1.3640496371125,2.20236548273399,2.28004011326722
"GIT2",5.46436505100989,5.85408614777826,6.15334765021206,5.80057249242557,5.92024241651654,5.90522904622535,6.00121848702519,5.93687978145131,5.96682245180367,5.77828365669014
"GJA1",8.93783705301972,9.10520636444985,9.07128869464727,8.94618579860343,8.96955016559309,9.44727032018778,9.27040069981923,8.95886556350579,9.017681048449,9.14082137757891
"GJB2",2.79963853168186,2.72176311713592,2.51346409920346,2.53628634570991,2.29422769265212,2.8423829923725,2.86082521225376,2.62677941934833,2.30907203964945,2.20929926943416
"GJB6",6.28544440450417,6.132821078058,5.91356810830802,6.28035683833438,5.76567467542187,6.04082198053568,6.06701505790588,6.34057405557163,5.78464805299586,6.14810123319103
"GJC1",1.61827522244364,1.60947417064271,1.39926717635739,1.81158510064763,1.55938021913667,1.43820859473077,1.00272496863235,1.47017814894897,1.22722134872917,1.79179875750356
"GJC2",6.08583409379325,6.33930077207772,6.63747789853238,6.64859320502842,6.60693650211413,6.60779630473238,6.30266586508702,6.48153963653482,6.86631348973756,6.64677504482846
"GJD2",5.45067209835462,4.71022493949126,4.54915946264077,4.85862611083664,4.2500443254676,3.91763421505637,3.93870285439516,4.448271739082,5.05399551834349,4.58330956365882
"GK",3.71689047404146,3.77479162706219,3.44670715389922,3.74808284242236,3.55540618850351,3.64995111385093,3.27134430240121,3.44523832150262,3.58758342450732,3.69299754337737
"GKAP1",4.01239271341259,4.33153949647738,4.09151748909676,4.04357987259089,4.2286829074415,4.65260469559782,4.04701537968797,4.17768592857287,4.12621109146654,4.54072739881558
"GLA",5.22259984278754,5.16374678203954,4.99203216884932,5.10256770074821,4.98243402079252,5.00485353244962,4.84722730804128,4.92961168465236,5.14035106002511,5.07860043028103
"GLB1",4.80860687938188,3.94295133733673,4.55814658274322,4.47856404922627,4.52875964056781,4.72240320983677,4.55606853512444,4.48249084234381,4.60389153473627,4.8564530288413
"GLB1L",3.4028858884765,3.37627574389792,3.52213008578246,2.74786063027274,2.59061777153438,3.24317483881791,3.39126692942369,3.03683639202371,3.18977509458435,3.10021262573964
"GLCCI1",4.77603633533688,4.82540508940345,4.88895326727077,4.64630619316069,4.62999717123145,4.81275409748425,4.79537229781413,4.68708064874302,4.61641385325071,4.44391405215508
"GLDC",5.23063466743157,5.31741270642,5.5101894866962,5.35488964199756,5.32202289741794,5.65204819852778,5.79921835504145,5.29713420863441,5.36475221099136,5.26016670158626
"GLDN",4.12012120419513,3.8573153422697,3.71125804901137,3.85852320428902,3.84934457742182,3.66495621765158,3.53211418582491,3.93980726275185,4.38228974435877,3.95863002453069
"GLE1",5.25971866509506,5.20530105320732,5.20154853753446,5.08320120162676,5.08703304936511,5.18999890229648,5.19203128030152,5.31623354683374,5.16613298892559,5.24918878321041
"GLG1",8.09117559812018,8.13753116537936,8.06343192563573,8.07758068283411,7.98678187396044,7.90171519201571,8.05715354320423,7.96252589259482,7.93826431942788,7.69344692118956
"GLI2",2.08805829159397,3.00848106239399,2.65422450283058,2.33267497054388,2.8917848908565,2.67459420945836,2.97491365657527,3.08217227453531,2.44632894167012,2.70970454725236
"GLI3",3.4123358581834,3.56489966262214,3.72728287028607,3.79645318907628,3.67078136362065,3.98494896357269,3.96655282612833,3.60907788474006,3.88534294740408,3.29213333011813
"GLI4",3.4768072175305,3.33078603542316,3.27200679605451,3.47843012542811,3.20784461328311,3.35842466137112,3.61891031404746,3.35576789689727,3.60444424077318,3.33429754116637
"GLIPR1",0.863058891961098,1.97737182119047,1.87253275330771,1.45771187454148,1.41554719350096,2.05432520721399,1.85511512924257,1.56903167552917,1.76599426630272,1.93019840881403
"GLIS2",3.9618037414593,3.99491399133262,4.18730964787631,3.94689130561463,3.97011202390593,4.04926238994352,4.09826739914753,4.16193582273977,3.99170031771257,3.83485894309746
"GLMN",3.68605707735207,3.68725953327991,3.59380509495643,3.64618697013808,3.48508318423875,3.80022186128976,3.37473345510359,3.31836604539595,3.51809770958688,3.48414428270201
