"","GSM2114177","GSM2114178","GSM2114179","GSM2114180","GSM2114181","GSM2114182","GSM2114183","GSM2114184","GSM2114185","GSM2114186"
"NEBL",5.29335142257726,5.450969999926,5.59122827470397,5.48847924790075,5.50195583901075,5.52827837543622,5.76790592121932,5.35369001217642,5.55673784691019,5.44854232438801
"NECAB2",8.22690061189179,7.8386251436915,8.0622479521617,8.24378684476705,7.93083688552656,8.06651567617151,8.17284196247158,8.18468558917069,8.20502541362433,8.22048820406229
"NECAB3",3.70155614586435,3.30749174669409,3.53128663155928,3.61055709899759,3.76282381820166,3.89235590614595,3.51712656748259,3.76317037541178,3.9723464119458,3.9747141842819
"NECAP1",8.64376392075628,8.52255011561133,8.36813175105541,8.5533080547019,8.2949535206728,8.31830610544063,8.29071900217032,8.43181123093904,8.43332143819484,8.35380616176065
"NECAP2",5.50468098384749,5.45892065803531,5.80072323032512,5.54147473387985,5.52404437972148,6.06081420154219,5.958864403687,5.68836405418843,5.70285277598887,5.87572102944294
"NEDD1",1.85844296286393,2.0633238762387,1.55103258670292,1.81158510064763,1.97309425747834,2.50150673018977,1.56571436741548,1.50388755925723,1.60775603771065,1.61152570269779
"NEDD4L",6.98639473652504,7.2860193451506,6.96848062393386,6.92365986028917,7.14201165046084,7.0641461323488,7.17508754640671,7.124435354906,6.67705112462416,6.74460356928967
"NEDD8",7.4731389778931,7.51490194403284,7.28769963283707,7.49098062939399,7.53362246705465,7.22276313542603,7.2974560817388,7.4525400652309,7.50470052777629,7.65153851824445
"NEDD9",5.21991159293775,5.3604926146875,4.90313013325547,5.20765585097296,5.19009489920344,5.27313869556162,5.10950250367187,5.03999978668826,5.02923462015325,5.01521325618912
"NEFH",8.43274140511812,7.90511896477695,7.85178617301129,8.15459619548961,7.97480311729835,7.75648309456506,7.76411823548313,8.02189985800022,8.11265584213597,8.11951841691516
"NEFL",10.3879030973685,10.1995831210061,10.3162534457803,10.2159080601399,10.2034340309193,10.1658771241352,10.0801564652704,10.285347766108,10.2983752106441,10.394431057156
"NEFM",8.86636524350116,8.64288558147628,8.62438670933814,8.62815915646587,8.7778864956787,8.39539833937228,8.35955318010366,8.61745133362904,8.67221232524023,8.82039942654853
"NEGR1",4.27835801699972,4.67425344045974,4.64084280688357,4.25450127667908,4.4662481065246,3.82046622206649,4.55239774004837,4.56464769714495,4.43036289817898,3.81116812693622
"NEIL1",3.63046026994467,3.45258650209921,4.02176543091943,3.49806255190262,3.48508318423875,3.42163339765925,3.67400273370042,3.75619407810306,3.65387566261191,3.76874938466723
"NEK1",3.29463337494751,3.62266541570645,3.36712260611287,2.93233853544761,3.68653536908127,3.64238962913158,3.35800830626284,3.22038572427611,3.31797380532169,3.4150999571781
"NEK4",3.66249172713347,3.7490850788196,4.17567773358296,3.43834514068013,3.67078136362065,3.75886045024816,3.74003545403859,3.72794656822547,3.70948328176928,3.80518413356883
"NEK6",5.87987538349617,5.5998152682772,5.83994152399171,5.85867756135797,5.51083187905148,5.71287632067973,5.92803401739978,5.80619336723606,5.86029986305481,5.75363720996153
"NEK7",4.72765258124411,5.03493073807915,4.89605911408888,4.66379505625143,4.85578729588542,4.99598076201442,4.7984747356639,4.85647572982486,4.81417639399525,4.62467083521915
"NEK8",2.2443778353144,2.45120055321829,2.73569967166749,2.4175977347176,2.45002075366297,2.55080879285102,2.83688348720848,2.43041394117087,2.93372177316497,2.58951359538796
"NELFA",6.02553511610512,5.96245483975346,5.98861354180137,6.04037210010746,6.16479405678957,5.74676926594499,6.07086903001783,6.11648992687483,5.99106641590172,6.00141932062761
"NELFB",7.46351216834803,7.29493008011992,7.35047679098398,7.39476416956558,7.30141187455347,7.30827498200464,7.43588034959885,7.46863395622734,7.40175804013903,7.47574387287181
"NELFCD",4.76132110537672,4.60906094838046,4.98538470269972,4.79656061949388,4.79168143940966,4.42032682052742,4.77661624719761,4.61178595895201,4.6329429755574,4.89640420165372
"NELFE",5.00876170797111,4.97335590281012,5.11284112595644,4.91813128027133,5.00773652979148,5.26577543153426,5.11199843018409,5.25321315484901,5.2622325577139,5.36354787260149
"NELL1",7.66075447438866,7.04851048257239,6.78160941192905,7.22843270738551,6.47934906569954,6.60390841104964,6.91127952174985,6.85410913425451,6.94122547164837,6.85950385693161
"NELL2",11.3871482092515,11.267604712891,11.2771123506893,11.3440699414956,11.2607869991395,11.1340354789023,11.3056631014567,11.2966498604034,11.288459465842,11.2841174612114
"NENF",5.95777327799817,5.62122876770774,5.6575403292481,5.69395719363149,5.5457998248933,5.48030894511083,5.69153094833973,5.84780605656679,5.87774221627785,5.92207812324102
"NES",3.43105210247917,3.35371017459275,3.93473270185099,3.53654365337512,3.89073388206716,4.33846159796001,4.00466109384913,3.45388760145984,3.51809770958688,3.95863002453069
"NET1",4.26798510909017,4.4532789775712,4.20458354293561,4.61966884520031,4.33246095167276,4.60282467131778,4.24192822232689,4.33109816592112,4.10266903490962,4.39694114702856
"NETO1",8.11560597682727,7.67306533308997,7.79732186225289,7.52726195704697,7.70873066179122,7.77648282991212,7.34172526452017,7.54145239274226,7.99210959813033,7.87401475048426
"NETO2",3.39337361103676,2.96447942589089,2.49486267917897,2.98893710639114,3.02166427762547,3.17143294383384,3.00745214052374,2.99002950434669,2.70270216596043,3.06057366547364
"NEU1",5.96902345703867,5.68814225415077,5.81015807722838,5.62420322835052,5.78409651220395,5.65955936073069,5.72615650059603,5.97042170542226,5.79936708300036,5.67049793500736
"NEU3",2.79963853168186,2.61195711478937,2.91429590659452,2.68072526956718,2.20953148004234,2.9319441493084,2.80020903534644,2.53193502204569,2.70270216596043,2.61710135289145
"NEU4",4.05524809953331,3.93537292758507,4.26071364383834,4.00293271543728,4.05751632832119,4.40253178244332,4.15745914661624,4.38636296280737,4.41132542776433,4.38093738610252
"NEURL1",7.07459396880737,6.74466171772622,6.91788643348175,6.54386997420154,6.78761166434682,6.59707928345042,7.1437170797045,6.98070825773953,7.17010554183191,6.67985458822498
"NEURL1B",4.62165920403855,3.50472413593536,4.23852296787443,3.84325425805494,3.62246008751003,4.26157542175322,4.52643727986496,4.23902121669301,4.07873643473763,3.81116812693622
"NEURL2",2.78516328330595,2.97929625424499,3.48491144496953,2.98893710639114,3.07050986499315,2.98073149195376,3.13072907743961,2.75829007995221,3.08554892235957,3.4150999571781
"NEURL4",8.09007196409459,8.08797900729147,8.10733512004757,8.04541842352733,8.00260038658375,7.99335673633295,8.20855683589443,8.14884488328912,8.1225659330866,7.96068723061175
"NEUROD1",4.94833147443345,5.25789568034055,5.37939902960375,5.01670163562987,5.55011182122286,5.02534688548355,5.14405854417326,5.238270554206,5.30926989201855,5.22024899656655
"NEUROD2",7.11349550356725,6.97094061867275,7.31380266736841,7.09459542995424,7.81018872117797,7.18031454323652,7.37795177994322,7.54601019478142,7.41853980321103,7.30814759572804
"NEUROD6",7.95716748894502,7.64604314753179,7.56294529760681,7.59263868291513,7.56911154164604,7.75692083258282,7.33853171721798,7.56509706327583,7.99210959813033,8.02517459350672
"NF1",6.38839007073818,6.39285125269275,6.21715180885833,6.43858610152546,6.39556658114606,6.48528857821918,6.24129001987622,6.02513180668317,6.15454250368205,5.76909051028125
"NF2",7.45952944072868,7.62264001682006,7.64115166235669,7.58002849827565,7.57547134518245,7.62550103842475,7.77479021643266,7.57850695290149,7.61801145988453,7.43901986883393
"NFASC",9.27881296002384,9.30312221100169,9.23172116453682,9.24669604797074,9.24293791293023,9.39409098377332,9.32170792943307,9.20303124087676,9.24906102765076,9.07722141745811
"NFAT5",6.3919768819435,6.52242638778716,6.58677835954644,6.59945539540318,6.70687537983316,6.69809437440063,6.5221648926896,6.41444054408064,6.27132559059014,6.32893867317879
"NFATC1",3.22126046080168,2.97929625424499,3.58503805122338,2.81201029184684,3.29263705888406,3.33984442372251,3.63981728543676,3.34650794461006,3.15586283900313,3.20391762538721
"NFATC2",4.75390682020092,3.84927217731009,3.95528822340339,3.53654365337512,3.95718193308957,4.08874506231574,4.06773518330175,4.22897804803606,4.54833589832454,4.04241166198693
"NFE2L2",4.41625275192666,4.32575411872222,4.47042037415133,4.18352686867268,4.16263270823465,5.12908263747323,4.67562349276592,4.2137809761155,4.46770037726851,4.56925469657361
"NFIA",5.50468098384749,5.84197733545835,6.11579722692173,6.03029470946568,6.16479405678957,6.3280271723476,6.13240214026459,5.95983362482895,6.01175326534329,6.05787236484758
"NFIB",6.16902056261627,6.28666688268332,6.16663006256108,6.31674194539829,6.39316839331715,6.27032589412713,6.15072589162669,6.17258622342618,6.09762303054222,5.93309539782902
"NFIC",5.82432465151093,5.63298923951179,5.86188242490788,5.5367366040123,5.66589459965178,5.83233344013344,6.07854622492427,5.87543228639085,6.01648532112569,5.73014239350973
"NFIL3",4.23641125026722,4.43189499376687,4.32530840291581,4.74819393566359,4.35234990509901,4.36626936982481,4.27348646399804,4.38183756599552,4.38228974435877,4.71998869036802
"NFIX",6.89329414656278,7.28154325355193,7.43767108365243,7.34413746289447,7.45647119546723,7.39576257148064,7.62294113368146,7.39419248117619,7.37927843085442,7.13885668353187
"NFKB1",4.99624820608052,5.04200504885513,5.25779456932609,5.11533576241483,5.23363856069163,5.34010870449527,5.41862369591928,5.23325509566632,5.23271384771837,5.28187506920022
"NFKB2",3.09784653217228,2.9190934233114,3.23885502391792,2.98893710639114,2.8917848908565,3.32102176872989,3.51712656748259,3.1261268005155,3.24458205751641,3.40722034953451
"NFKBIA",5.43684793638301,5.11090331418973,4.66600238560095,5.36026308529348,5.01399342179887,5.44379914509639,5.24756912634692,4.99626072874235,5.47887151566781,5.76909051028125
"NFKBIB",4.85092107884483,4.60906094838046,4.83820754232662,4.92539977694082,4.89020809040903,4.60282467131778,5.07920964066466,5.17166885583569,5.0354647994765,5.07611770179304
"NFKBIE",4.154314323314,3.42037484901821,4.02176543091943,3.33297127622984,3.87706895838976,3.83380634576251,3.92741056806776,3.74918388221906,3.85043145286371,4.23722182089837
"NFKBIL1",4.49396671043648,3.95049014598762,4.50800988662994,4.36554417555281,4.51999355054141,4.38903996373447,4.23736301657631,4.54454292238119,4.31217703497134,4.72633589907795
"NFRKB",5.48017761621847,5.81745048375763,6.00184846735033,5.64636580097753,5.56723207163428,5.572716278101,5.71306361585018,5.97493577397962,5.58462177623506,5.65061192559635
"NFU1",4.7389629510612,4.86981541800254,4.81964262099453,4.86619986929986,4.68592961603941,4.77521695404078,4.70898054834595,4.95115403588698,4.76253169503074,4.83017331568029
"NFX1",6.06800754325684,6.40661924516433,6.12187136151948,6.31674194539829,6.29381740297089,6.04942402104457,6.1676205999339,6.16338700674541,5.91538886829242,5.91236850464703
"NFYA",3.000958293762,3.66909728369142,3.64531717768158,3.35467076934119,3.68653536908127,3.58042717953017,3.92173110582323,3.69184119321654,3.22290847576106,3.21298592207055
"NFYB",5.21452001893388,5.3604926146875,5.2633004214656,5.17143360906865,5.47045246560851,5.36329263808917,5.12193917841361,5.18211753596303,5.19424936218876,5.26453458559708
"NFYC",5.6515578879233,5.97544600166646,6.0328032031787,6.10261114749358,6.13065104089079,5.90364852248456,6.0423645362689,6.10005346170313,5.84973232280423,5.9750099307577
"NGB",2.53131485916453,2.96447942589089,2.96923127913346,3.01642493831407,3.09432617348768,2.51812865889809,3.07040694590104,3.18964530685083,3.22290847576106,3.22199757434775
"NGDN",5.04566387255337,5.21784986559577,5.35639962458879,5.19568253605442,5.41951392235798,4.76132125138658,5.11946040545499,5.21556239603467,5.23542246423371,5.23144848919468
"NGEF",7.22762582504722,7.69174038213074,7.57848778647853,7.61641083158829,7.79573524817684,7.23097897650258,7.59511135724545,7.74280174387043,7.63964354644528,7.3097335021213
"NGF",3.10951254522041,2.79058279334515,2.85718559747155,2.90318420794876,3.63874767212456,2.28549661879944,2.83688348720848,3.04830462212599,2.70270216596043,2.69683390868607
"NGLY1",4.93528025802146,5.04200504885513,4.92413759755489,5.12799181544041,5.05704794811684,5.13717562873865,4.95124620755014,4.8887304880165,4.93906336950652,4.94891256211458
"NGRN",5.99126399939933,6.0422351990396,5.76235445067544,5.98926612353082,5.99805603242686,5.89412884457305,5.79301000108116,5.92604171163901,5.97656898102353,6.02091386817057
"NHLRC1",4.3587609905205,4.14043564101729,4.18730964787631,3.98912512537307,4.45709260107469,4.34313360785284,4.40956229021706,4.32639576497944,4.36754978151439,4.02706874124868
"NHLRC2",3.39337361103676,3.59407163866669,3.73522902270923,3.91803253199091,3.76282381820166,3.94247722404032,4.03654280808678,3.76317037541178,3.37803977790866,3.55717345327572
"NICN1",6.80277884700858,6.86722025831176,6.63110396208446,6.78470135057337,6.68154984392933,6.364102372996,6.71345814996105,6.76134273725909,6.68103061363752,6.68963233483624
"NID2",2.77054132459157,3.00848106239399,3.52213008578246,2.98893710639114,3.02166427762547,3.18190280583461,2.90754870106606,2.81309993403434,2.98612635828999,3.00944252738175
"NIF3L1",3.06227157654151,3.22286579424231,3.36712260611287,3.06987761412716,2.83637217795478,3.23314184463744,3.2890985898399,3.01362276555725,3.15586283900313,3.16706345510927
"NIFK",4.99310279763561,5.15398494395391,4.53101550533083,4.88868546640007,4.73977428281265,4.48093577682567,4.54502801058405,4.65743264375057,4.69722838757248,4.69107552835443
"NIN",4.56770754438361,4.48995481781309,4.59790987606693,4.47856404922627,4.82764686805119,4.91357019424687,4.4961846489316,4.61949474180931,4.60389153473627,4.56217558087505
"NINJ1",4.3587609905205,4.58504505834419,4.60659928157897,4.63748161137414,4.62182681836731,4.61832535142848,4.91739975949708,4.56064909345407,4.72061561963371,4.92427824090595
"NINJ2",4.28865687628993,4.7322600240415,4.71905471233862,4.98226591094122,4.78437949694062,4.72955775276592,4.50380748767857,4.64237698638849,4.90203738562538,4.86510762050889
"NIP7",4.319119549501,4.4532789775712,4.22165305629603,4.51756175197324,4.11685710843956,3.90505042440895,4.14776097133369,4.41764940332225,4.42562703005508,4.49685006658601
"NIPA1",5.30861367914602,5.41600165736154,5.53998127745543,5.18965840757486,5.15088536222453,5.52827837543622,5.13672303932562,5.2231715655606,5.41579353433412,5.17456083026713
"NIPA2",5.15665758589183,5.10077600628158,5.10059041021713,5.10896585643657,5.12799198339604,5.17697329566796,4.87981389729199,5.15054169513031,5.02297741949708,5.00741618793629
"NIPAL2",3.44031995218784,3.0228550150213,3.20492350228094,3.47843012542811,2.94514773862717,3.17143294383384,3.26238454691634,3.10431692612634,3.2009043196506,3.3175794389876
"NIPAL4",3.93582809494918,4.18585417933974,4.30409654968161,4.58336962196792,4.41042272152026,4.19594016541222,4.03654280808678,4.05229741415844,4.4814565107147,4.36475410277173
"NIPSNAP1",7.5252401543693,7.48211740827061,7.19567313701846,7.35359791223789,7.41451849909612,7.19847579563572,7.12962108640289,7.36008865758536,7.40476913626362,7.34831063601741
"NIPSNAP3B",3.94236598394838,3.81664345994997,3.52213008578246,4.05687835614509,3.20784461328311,3.38585390718643,3.63288190453318,3.52948265796017,3.42625241328548,3.70590229983252
"NIT1",6.85482381037654,6.60236639519366,6.71083920238696,6.95773436839379,6.42638558896536,6.61360857041025,6.70769401552362,6.71622166335753,6.83985959269164,6.91751393519316
"NIT2",4.6657857844785,4.7795841445921,4.62809654440032,4.73170453598981,4.63812151373335,4.89459939078759,4.81388763270275,4.55261848385608,4.47688569131988,4.59722882694544
"NKAIN4",5.15102389072907,4.96965069298892,5.51711932143301,5.26033906450876,4.76224927089178,5.48876685737536,5.53479559285921,5.28506743378757,5.21085987184725,5.53785657104464
"NKD1",5.82078067232119,5.99197885256815,6.08969298619237,6.10581367586472,6.08085530277242,5.96404086599031,5.99717362055012,5.92759500112684,6.38180621791908,6.32998101312114
"NKD2",3.44952864519877,2.85626854965441,3.73522902270923,4.13419344131678,3.35311319477644,3.1608865446376,2.72393888474323,3.46248533591947,3.15586283900313,3.23095328547793
"NKIRAS1",7.94623077006847,7.89782615158927,7.6300072501798,7.84152948308904,7.66068793284689,7.60084142790115,7.46838461685739,7.74588649838338,7.72210196162671,7.73928107461656
"NKIRAS2",3.46777154856789,3.59407163866669,4.00214191091393,3.43834514068013,3.71753649315728,3.64238962913158,3.83374177686209,3.81108212303442,3.66998346154874,3.66683648578145
"NKX2-2",2.59908558372331,2.42978551034503,3.28289023286016,2.78029198478748,2.9711067868823,2.90691751041366,2.81253773152966,2.83974327416151,3.03669392756299,3.080529279518
"NKX6-2",4.81574599441384,4.98073789629233,5.66795605172357,5.27178970100915,5.0691168766101,5.52827837543622,5.27678266621569,5.06279615618499,5.75852277807097,5.56467015588604
"NLE1",4.16553428014128,4.1138254317661,4.40218577194437,4.34400883609956,4.19603576781359,4.28604541747797,4.28680292475314,4.49930076512592,4.36754978151439,4.34426632650906
"NLGN1",5.57788981634596,5.39957204209096,5.46311988765967,5.44362291210923,5.29144293160596,5.41967308795521,5.19909156198731,5.25815982588357,5.39171321712105,5.21574474225339
"NLGN2",8.387042255421,7.97516486406311,8.32501521115917,8.14528838545035,8.06570170624049,8.16413614458625,8.40172950665547,8.32448130118987,8.41282840076371,8.04498778693783
"NLGN3",8.01258391553035,7.837100831527,7.83247060098649,7.79962416987609,7.79209914097717,7.75034077548209,8.01176258647961,7.96630921908648,7.72836485664486,7.55454937815623
"NLN",4.55069278752743,4.74098067838297,4.59354546794795,4.7806178819975,4.75479644349158,4.83282457577862,4.47307144862506,4.58447614679111,4.53959575774028,4.74521167654704
"NLRP3",2.0400976601274,1.88597273076721,2.43757458974558,1.81158510064763,1.97309425747834,2.48469105851021,2.43593985881776,1.77633183528319,2.22434753313068,2.11569759879185
"NMD3",3.69382742508254,3.98025750899098,3.80484102958192,4.03015766484024,3.70211919986083,4.16460955762804,3.60480209327385,3.72079741839809,3.93284183726087,3.85237519637023
"NME1",7.47031422548467,7.33219845225957,7.17391326817656,7.34006391635393,7.44840870581315,7.13792400467048,7.09912320887677,7.30199279266105,7.33324030160647,7.47291560597382
"NME2",8.38764123611175,8.32791077715799,8.36717326841886,8.54271288088339,8.42448918640779,8.22013188645629,8.34874745170231,8.44054114087542,8.45439958576426,8.57214481545702
"NME3",5.60080122243888,5.50828216953856,5.71492296824475,5.83571558751971,5.84853285525435,5.57668902932229,5.74235726226997,5.84944585572296,5.78279757034571,5.87429274948334
"NME6",2.78516328330595,2.40804779161741,2.41796163468793,2.4175977347176,2.5220313104804,2.51812865889809,2.48297821265868,2.07433994466581,2.38909575346758,2.95643243322285
"NME7",4.40209316859782,4.59469944090527,4.08531392455888,4.13419344131678,4.20700043969006,4.27630716752454,4.05222329498253,4.22897804803606,4.14937514617466,4.27667898530133
"NMI",1.77299612156412,2.36356437470384,1.92905043528617,2.14618009610274,1.92077394876833,2.43303506165993,2.19354009898349,1.7484796813964,1.98782193721678,2.411895774692
"NMNAT1",4.24172178017774,4.27861641756753,4.63235782344933,4.20757505843354,4.51117387029102,4.36167180357006,4.30436913610484,4.33109816592112,4.55702340804438,4.34013362469869
"NMNAT2",6.1578277914791,6.31322384455401,6.16663006256108,6.22841279846802,6.20909637869366,5.93183636536247,6.28286523779593,6.31231502531092,5.98141766430376,5.87286305411345
"NMNAT3",3.44952864519877,3.35371017459275,3.45635349100197,3.28856789823981,3.74788544403855,3.29231916314214,3.53955000872656,3.66973613109774,3.48205816007008,3.44619494963673
"NMRAL1",3.67824465183754,4.00942307321408,3.92086448795537,4.01660940908762,4.05751632832119,4.1751288747689,4.16709256329744,4.03510862391347,3.8714795618416,4.12640123927774
"NMRK1",3.46777154856789,3.25974351295731,3.1584032059615,3.35467076934119,3.37272137738349,3.22303858867831,3.14054203328002,3.08217227453531,3.1093697035096,3.28355057008137
"NMT1",8.16675351365553,8.29053002949909,8.12596522485241,8.29799270546119,8.27685558527683,8.17923858267766,8.30578710840884,8.32654322024184,8.22492434703224,8.23725224442923
"NMT2",5.98336024935004,5.83180843943235,5.70281737114214,5.6107404010814,5.5925374398303,5.75730896478803,5.62493477508886,5.64747597236828,5.7753718126745,5.73644518442423
"NNAT",10.5028726303513,9.79772765208899,9.64482392560658,9.88015881288742,9.37488936158105,9.02181161290094,9.41347300726197,9.59962160896586,9.77397778345098,9.80702498310535
"NNT",6.14229455412818,6.12284699284047,6.15630988340579,6.01334103623908,6.05378013408102,6.31500632405538,6.37822135828932,6.03669308366138,5.93551673707701,6.24411882696553
"NOA1",5.0786811844461,4.91675306346372,4.83081021673206,4.90348349670554,4.93045748658274,4.87859757431178,5.07920964066466,5.09356437808496,4.92570906300226,5.10563212351961
"NOB1",6.03474220164802,6.03338829284729,5.93614977842171,5.97882403542592,5.9135644558961,5.77124318035271,5.82530980480943,5.99581666352007,6.08265922706353,5.95352872476567
"NOC2L",5.96902345703867,5.78619366072372,6.15778872227829,5.91818065187701,6.00120893270529,5.83399400923369,5.85690227114203,5.97493577397962,5.87774221627785,5.82782478279311
"NOC3L",3.85497129813428,3.93537292758507,3.51291505352905,3.73159216566559,4.09341287103911,3.86012214517675,3.69413181784348,3.81779859445843,4.0107980219759,3.67342135855365
"NOC4L",5.76470568531778,5.6306448021115,5.91531776420051,5.90720915717993,5.7619619114099,5.59639032719786,5.84194448914258,5.83462013004256,5.79936708300036,5.64559729682319
"NOD1",3.4768072175305,3.42037484901821,3.67039952075952,2.93233853544761,3.33323483406623,4.04926238994352,3.83977766191993,3.51302274696003,3.4357045693388,3.7809968245402
"NOG",3.44031995218784,2.88802293790134,3.86401878974241,3.35467076934119,3.41115590430883,3.2630339039023,3.39946315177757,3.41011313954369,3.74793038741087,3.67342135855365
"NOL10",4.36850346460146,4.37140027779076,3.62835002801034,4.43848283751974,3.90427058778086,4.15932099569405,3.70077958166743,3.73506046568081,3.90589139719343,3.8581670039452
"NOL12",3.34484806960389,3.22286579424231,3.1584032059615,3.14651728586709,3.07050986499315,3.31151754170155,3.24429635620222,3.50472182904144,3.04906365075833,3.22199757434775
"NOL3",4.36364045137285,4.01662325970193,4.62809654440032,4.05687835614509,4.2500443254676,4.60282467131778,4.36421930258294,4.40877943800027,4.65738691351666,4.65825520934154
"NOL4",4.52913821068673,4.53075924595616,4.59354546794795,4.31109082111657,4.74730491547308,4.66758236817445,4.73187991276355,4.64615565610895,4.34765926867952,4.50055791266039
"NOLC1",7.66570170946468,7.64720339747412,7.46361129571591,7.5949196486009,7.68637908095264,7.49671063791814,7.4586119442545,7.52666741738363,7.57855706826423,7.60062346059615
"NOMO1",8.40992535802307,8.15394953421021,8.20605267993378,8.33803204793434,8.00495827479267,8.20801715671947,8.36086543214637,8.17098064984714,8.12293166938296,8.18377202698533
"NONO",7.3900846488126,7.70851044274099,7.45521674505135,7.64970561878066,7.56485604358359,7.49356213197221,7.57172930425488,7.50133637442521,7.39813640950024,7.42152415175137
"NOP10",6.9241744427964,6.84413454992838,6.66581717476919,6.97710001349783,6.72224219940832,6.67511804719486,6.68942676377907,6.78723995200018,6.83985959269164,6.92235962885506
"NOP14",4.03091540294279,4.41018927645681,4.44641965581391,4.44860801766213,4.43860541903999,4.31962077439246,4.28680292475314,4.16720498625473,4.49055493306965,4.41276932480299
"NOP16",5.63752508883429,5.67455040564342,5.40950543021008,5.61524198364908,5.50195583901075,5.38157522074524,5.47206148971792,5.51942364936595,5.35232864242311,5.59099446950614
"NOP2",5.7903000852043,5.88785261791172,5.86369585986429,5.87753725678581,5.98855577702162,5.7254560218185,5.90806599566865,5.92293010655686,5.86029986305481,5.73801658912633
"NOP56",6.85914930212151,6.63079784907251,6.50548203818092,6.54386997420154,6.49061002009516,6.25056764066154,6.47737544883586,6.53142529865139,6.52373370176099,6.58873830275241
"NOP58",4.63786182233135,4.67879923350127,4.60226112088935,4.67246062265753,4.82052515239651,4.55126541819104,4.20499557401298,4.42206401911038,4.3871697880548,4.63482849109173
"NOP9",4.42561585229432,4.42108295573809,4.17567773358296,4.42828609388679,4.4662481065246,4.26650273701511,4.50760385612514,4.43522738882649,4.35763880376953,4.2895951546178
"NOS1",5.47567739767287,5.3405486303631,5.15491750676821,5.18965840757486,4.95016877884599,5.02243702625296,5.44460018225154,5.22822214028646,5.19980747535458,4.25049447517186
"NOS1AP",1.58523534695353,2.31766562032904,2.2283020221344,1.60982365767847,1.33786943108304,1.98427276960097,2.37073692715283,2.32120448235289,1.60775603771065,1.20189758068192
"NOS3",4.319119549501,3.84927217731009,3.89272160310805,3.9033837406851,3.91768145931912,3.98494896357269,4.35581979637334,3.93980726275185,4.0107980219759,4.19207646023017
"NOSIP",5.72922781340417,5.56831251314933,5.88528112322985,5.77665897726008,5.8520296441631,5.54459642217997,5.84794622450618,5.77891721229327,5.99905803899162,5.93446666022011
"NOTCH1",6.43896796308999,6.37475415433017,6.7911696738886,6.58805038777933,6.39796078908907,6.92538957395573,7.11911306834923,6.61959101965915,6.67405928766819,6.69044416366211
"NOTCH2",5.37777743773293,5.71051459256124,6.08814263360288,5.86246927555867,5.78775281932453,6.13408455114724,5.98904970616582,5.69931712580791,5.79386502979852,5.20896188279627
"NOTCH3",5.23330302888049,4.68784807386725,4.54464482090029,4.63748161137414,4.2286829074415,4.82282423839855,5.01664621374295,4.89509579831005,4.80691080682279,4.42061876580329
"NOTCH4",4.59700889102757,4.0798572434249,4.29337251127886,4.03015766484024,4.11685710843956,4.37997480801095,4.42971086512727,4.58840934247721,4.38228974435877,4.46683915749322
"NOTUM",1.96502789173898,1.88597273076721,1.72071986588113,1.53577159266449,2.33478135460045,1.47272807440831,1.90202093281731,2.28288360458768,1.96188834856504,2.56138799281912
"NOVA1",3.88243017372947,3.78325968540938,3.77431625609364,4.10887934355686,4.03307929490717,4.0203839196945,3.55430765750502,3.66973613109774,3.82188093949821,3.86393565281513
"NPAS1",5.36809759953654,4.84576122648373,5.06950062163662,4.99613898936329,4.87653816195547,4.72955775276592,5.17542166694593,5.26308959385578,4.75877106930737,5.03580174446674
"NPAS2",4.35386497040881,4.3544517609692,4.86380351118875,4.6981493323717,4.7989466104391,4.61832535142848,5.00326354305583,4.63478982572308,4.33255932631401,4.75455775406533
"NPAT",4.27835801699972,4.19857254074809,4.19884852796513,4.04357987259089,4.18498712438803,4.37542077998679,4.01536680586262,3.77011310040878,3.93284183726087,4.0373154636453
"NPB",6.53076436102589,6.46173324657454,6.66165372826957,6.89617865094765,6.56493840639733,6.35024458545779,6.73142551032917,6.84262852385908,6.85666995713355,6.82959999322865
"NPC1",6.56506055856011,6.88601631295037,6.84815410493926,6.82022844286326,6.66176157665665,7.20618974445785,6.95572748682584,6.71352301854427,6.79006383595521,6.6642363399654
"NPC2",7.7681592502055,7.57344297918971,8.43094144757426,7.6865335422597,7.3906732806619,8.37129992034865,8.56479503040762,7.87063580111082,8.43861991631034,8.47088699023892
"NPEPL1",4.24701283380992,4.01662325970193,4.7150423128302,4.51756175197324,4.18498712438803,4.65636371652781,4.82305694723557,4.59624371026638,4.74362976606899,4.85355658902281
"NPEPPS",8.28013090367881,8.22599241441734,8.03232835342957,8.206235372493,8.19248209980058,8.02604819088444,7.96005633026217,8.10387113677122,8.14326632289524,8.04625676173793
"NPHP1",4.37335014071679,4.48995481781309,4.64506665801993,4.79656061949388,4.65423422025436,4.72240320983677,4.54132898003872,4.46548274316367,4.56565891696647,4.71041520904833
"NPHP4",5.55460867509909,5.60460136634533,5.61940852693626,5.6375415849059,5.75450759554761,5.66703161971856,5.81001910009032,5.80111821491449,5.70285277598887,5.37974461665189
"NPL",2.34649719362119,2.55375220557916,2.6873687342173,2.4175977347176,2.71872150798523,2.71840603739196,2.68423645459992,2.26333457580427,2.63866568315331,2.50343639418667
"NPLOC4",7.15630504713229,6.95697326348644,6.69971472761883,7.04707404103007,6.75436314988593,6.70355466858195,6.9459678286622,6.91410343749039,6.8531471741659,6.81105698364552
"NPM1",6.68881039093153,6.90650990710212,6.56353641825558,6.76660424832846,6.80575724653246,6.84861090883346,6.50137260655867,6.60898150125708,6.68003676999626,6.77324027237795
