Gene,GSM5283787,GSM5283788,GSM5283789,GSM5283790,GSM5283791,GSM5283792,GSM5283793,GSM5283794,GSM5283795,GSM5283796,GSM5283797,GSM5283798,GSM5283799,GSM5283800,GSM2114177,GSM2114178,GSM2114179,GSM2114180,GSM2114181,GSM2114182,GSM2114183,GSM2114184,GSM2114185,GSM2114186
Abcb10,5.32382166765364,5.25260657833147,5.44714564396739,5.07789993919926,5.39116371873219,5.35143181075753,4.94007205113266,5.44350281434827,5.01407593169456,5.52507025277955,4.99396397668023,5.0150978491771,4.96529313370212,5.38985471993457,5.14253188297721,5.1605001696405,5.09442581987873,5.20168161469893,5.09295600290996,5.34942703296338,5.24756912634692,5.20279057750639,5.12874284958819,4.94619609572185
Abcb1a,6.69707819136739,6.31889889011144,6.67050003932793,6.65522829962672,6.06294332647906,6.65081742946238,7.24046619318441,6.11962118411857,6.24312041287931,6.40082917601009,5.99114322190859,6.45725916244429,5.61702095048024,6.24583911899217,5.19822333747199,5.29093345174078,5.22148504634286,5.07014424817268,5.21203100396581,5.295005652798,5.03254325718765,5.08801874291773,4.93573636381687,5.14643689576346
Abcb6,6.94233794127953,6.8451050082772,7.84715892348523,8.19219402984979,7.15328541505764,8.29547117442797,8.01070153602682,6.79849655297524,7.32064847168909,6.86143345696054,7.93264856291024,8.41457174370684,7.41926413765473,7.73086092517174,6.27770991125327,6.43376721697906,6.5878758338085,6.47123410558232,6.44271171823456,6.18311565691239,6.30593970892818,6.42547628296107,6.29748265499266,6.22855313633875
Abcb7,3.53562896930205,4.00689316063625,3.55344903879219,3.78351975125261,4.20338434826758,3.78885647689502,3.44727130233318,3.47337283624159,3.30458084853673,3.61795429960265,3.46573128862819,3.44738829003332,3.65874900850802,3.78503362406235,3.24260767532284,3.56489966262214,3.36712260611287,3.12142038997348,3.57246409586012,3.81374961635415,3.75926996455061,3.40119657474401,3.47290582348935,3.28355057008137
Abcb8,5.94454839755542,5.70801292297684,6.52908212171128,6.51124119585977,6.3544703424111,6.63111096527654,6.15441446847336,5.83753355163116,6.00759111527536,5.81555217616538,6.23047302348318,6.44687402076096,6.28212052452235,6.2814639552527,6.57350871446725,6.34503218765761,6.56687970791105,6.4562575468798,6.33688027849286,6.4618520493906,6.49373685751291,6.55372553347911,6.48100510898334,6.60174272982469
Abcb9,5.98889964171799,5.76957502386035,6.74474369274293,6.73383660839081,6.41521526607932,6.83681614450723,5.97836806147067,5.44026280556422,5.73644044250316,5.3497259161502,6.44095927701481,6.73747980734741,6.54458707066073,6.65908158266884,6.37395298032001,5.93990844091677,6.31450518748796,6.24883607591361,6.21453972341489,5.83399400923369,6.2549055896015,6.27008561044324,6.32825770903751,6.29517982971969
Abcc1,4.82068865501192,4.6579336240966,6.18710202995669,6.07064536828929,5.56305566025018,5.67843537607791,6.14021285345967,5.78230645555106,4.24603137246621,5.07151178018263,5.7662269281802,5.71820542199599,5.55653668680512,5.51684134000182,4.62572695005415,4.52572136196809,4.82709728165187,4.33311940625484,4.4662481065246,4.77521695404078,4.54502801058405,4.52825491090035,4.39203338020418,4.14072836705307
Abcc10,4.6726580696651,4.53139714528665,5.44456524030882,5.3034529476433,4.84733831994358,5.42521242121469,5.57391755123493,4.96424454788041,4.65239047335227,4.26008187332921,5.11423737301371,5.24293498845974,4.9179965870112,4.93880536194708,4.34402280014735,4.34304111359122,4.51725620298215,4.17135076230469,4.44787862247988,4.24169613111231,4.69573013286133,4.46119920288575,4.53959575774028,4.32766401042883
Abcc3,1.46057324958868,1.79215108107314,2.39778476834857,2.37771449296107,1.76017492074605,2.87383226198629,3.7215005752437,3.26208606796259,3.80314987364767,3.92933564085668,3.89216442516772,4.04532672712218,3.43985074938365,4.0667349395244,1.80204435549985,1.5311955119919,2.11105844174524,2.04303664239627,1.41554719350096,1.6339263023928,2.51350612480998,1.66154393662429,2.36950210027072,1.5838300872617
Abcc4,4.90025006405845,4.5013293985135,5.16939115337322,5.21464242505576,4.65191741898314,5.1043288899318,5.32957422339139,4.77145459363336,4.35884386936507,4.62641255384879,5.03981552108626,5.07026544315138,4.66516458693766,5.11763772123305,3.9618037414593,3.98025750899098,3.60251918429934,3.62848202450164,3.57246409586012,4.02620604383671,4.09322335818848,3.72794656822547,3.94613058458286,3.69946435051917
Abcc5,7.740120911733,8.02072735243575,8.94611568317627,8.71477200026554,8.31680360688756,8.81291045026772,8.26715896854663,7.74121431798663,7.73017148754495,7.65471400688917,8.63679176036614,8.78398276422674,8.34728906111975,8.57547157193706,7.42843029907691,7.30599165678812,7.46957763837659,7.29728304292891,7.31920624549613,7.29084798232375,7.24668354346776,7.30318990103816,7.3558207816789,7.22318152731313
Abcc6,3.10171118762362,2.45343872177273,4.49181323192632,4.28966463674709,3.69155518236097,4.52604510347323,3.6060017348532,2.67179384759388,2.33057061226744,2.40241210213532,3.70343957179378,4.2714052231063,3.41601720372561,3.73108685001139,2.17944609703208,2.03523834777974,1.75238737860716,1.45771187454148,1.62625387601989,2.03135027697998,1.83107766141558,2.14012777378761,2.18004330721492,1.93019840881403
Abcc8,6.04459019169752,6.20328989449915,7.5066229807548,7.20123763392279,6.71843204921248,7.32845201992587,6.72950978322178,5.99708401663516,5.7586416865984,5.63531325124889,6.71760544338878,7.08050306728918,6.44799904599545,6.74580240345518,6.05298195067132,5.98832122416362,6.36274904187515,6.31950315668791,6.33438243900608,6.13812271642092,6.36677150263053,6.37399794883818,6.05532692885216,6.12906478707333
Abcc9,4.40667858797283,4.10790273551617,5.37580169164878,5.27178714892832,4.57655306434724,4.95230090182999,5.25004906045827,4.95746123933934,4.68057154130642,4.46014019241611,4.87057281977196,5.06423885908422,4.19995090494144,4.88732573014289,2.17944609703208,2.64949542928629,2.6873687342173,2.14618009610274,2.07236509308968,2.80222956534232,2.62954092511673,2.20304601481134,2.26733164431245,1.97353059173762
Abcd2,5.84672134491305,5.98768654707668,5.60105609334288,5.54997483637064,5.71838452958272,5.70381268739989,5.48067527517596,5.11815242805581,5.0790343156623,5.23493264417198,5.29962198113617,5.55588321436182,5.54742413661916,5.6929597213355,5.41115438249197,5.30570410728582,5.30393787207483,5.32222178241937,5.42891025424693,5.24595432862724,5.00595002680473,5.1637823828253,5.30411861723776,5.26671357853603
Abcd3,7.12366690067706,7.34812379472669,7.51709923422618,7.30526106765091,7.3173667407823,7.3978443879992,6.89242668159228,6.64653215033594,6.73326105873403,6.93555696464993,7.17182735922257,7.27633770837977,7.12002280813196,7.2319654263976,6.91339976803167,7.12711974007108,6.91788643348175,6.99620914825528,7.06274511768183,6.83374866128475,6.76828574101301,6.85329211356702,6.78545054972396,6.81403992792296
Abcd4,3.75694756396927,3.59082320949081,5.01098295395386,4.77321942163711,4.32349988893001,5.09613821669107,4.95784811814069,4.20767196926639,3.95955617685158,3.60526086230041,5.0117720568984,5.14068659680452,4.35004504609192,4.7785046119063,3.1552555327262,3.05118029109401,3.56734249851315,3.37604871207365,3.52067312371234,3.07361927760778,3.4789618414917,3.02527626802707,3.17855934867986,3.18560821869893
Abce1,6.97944744060025,7.38792673136803,7.26624412247416,7.16650198220326,7.24680222027187,7.16839296047787,7.14800064736719,7.58677922192644,7.51706549225235,7.39884691712246,7.10205458177968,6.9419375516845,7.26159415790081,7.08110620493574,6.66034169104793,6.8928799077698,6.6522418092224,6.74827724998091,6.68938977367423,6.67511804719486,6.46961128265333,6.63488508828489,6.66504636915793,6.7049795025921
Abcf1,7.62820509670532,7.70726424880882,7.43107849175388,7.34827722281927,7.26551960396283,7.45607335903969,7.72217725320365,7.74088516479476,7.82299393171854,7.9236833882725,7.42803801417268,7.48809852046342,7.32055247196045,7.40398163926642,7.17099324205391,7.11375261227703,7.27071503963432,7.35359791223789,7.22256200811662,7.16785933136275,7.1822310302572,7.30378808293489,7.26594944452361,7.36416968797328
Abcf2,6.238295529776,6.1844902436947,6.71078629249369,6.66135118530709,6.40653702126278,6.70028869117777,6.35778513363737,6.21370815270926,6.30879000395833,6.20336432026139,6.44095927701481,6.57955004753683,6.39919414840205,6.42641583377232,7.12287930786843,6.98844066654037,7.00591083149638,7.11221906306389,6.75995805360685,6.8453213933605,7.02424568991477,6.98369783573954,6.91443264799299,6.92305054409529
Abcf3,6.61267217545823,6.27019895291842,6.90817536175234,6.8589847186003,6.6289378692762,6.75333760121194,6.6963622239193,6.69287277368805,6.66359125356228,6.4344067470492,6.70780650520792,6.85472005151306,6.71866846051534,6.67969867001112,7.15278570562063,7.02549583896186,6.93782114643528,7.140601284801,6.94815758129459,6.8891092332288,6.96886801064783,7.02636464542459,6.94453985743354,7.04739557203175
Abcg1,6.92646274299054,7.15617232766056,7.17189683506964,7.19069281635593,7.2810329511621,7.31557552447662,6.51012710241623,6.79976121502167,6.67919436214331,6.84802737632326,7.56037355557455,7.56853415355157,7.33227266682777,7.91034796334466,6.96488140243244,7.02281652239276,6.97688277424021,7.09781578142662,7.10878092029543,7.08032635676693,7.23126889026504,7.05578206532247,7.05215650562816,6.86742249527737
Abcg2,4.14968439783036,3.00379358579416,3.22093670985241,3.28830649934981,3.36416194535753,3.3018505693863,4.0434805639382,3.38176333673607,2.87676703851653,2.98583298923604,2.39771687511151,2.90251010072531,2.31740120314549,2.78482447730142,2.28609691749808,2.45120055321829,1.27395233584359,1.45771187454148,1.92077394876833,2.22603292534038,1.47555411815916,2.0287533258269,1.18300665291373,2.01559912948845
Abcg4,6.75985405089753,6.56243189904269,7.28150628924839,7.39740308981039,7.29285380453859,7.52175846780432,6.83747406024044,6.62885228005358,6.65572595775547,6.36739143385765,7.1177625100909,7.20691834580573,7.12309289513576,7.04770376209941,6.94304240105919,6.59757286458795,6.70781375185306,6.57886101803294,6.59655103991434,6.46721206339889,6.77381325452287,6.67149891491898,6.58448170812539,6.6008794054351
Abhd1,5.41982213969604,4.66999764889966,5.68215343392266,5.65803011485376,5.21101539484784,5.85870258270886,4.79268629154122,4.19234644153229,4.63968665665067,3.94453190911849,5.25844744712979,5.57720071954204,5.2409987426409,5.30930734481686,4.70091169660701,4.8856315861663,4.92760929312368,4.70661158369321,5.20110464335275,4.77175555573887,4.92593610499256,4.99626072874235,4.73216858312141,5.07611770179304
Abhd11,4.49953120289291,4.02109074873646,4.95768805828944,4.67172839215429,4.39104447613592,4.62424750532056,5.39192620015821,4.94150837473157,4.71730992142779,4.38043603011442,4.38291554798989,4.68280529997065,4.61021127905543,4.31612171549055,4.31408689623987,4.13382896144291,4.53101550533083,4.55553298778191,4.11685710843956,4.03778027560519,4.44562954266034,4.39087420888416,4.36754978151439,4.39694114702856
Abhd12,8.31438454906664,8.02923997975375,8.63478628197047,8.71771290463017,8.63919791456629,8.79341262485239,8.06296665999734,7.89940628730759,8.47516530588966,8.11687492707287,8.7696302576933,8.9978774852287,8.7598236452037,9.06042213000048,8.34756520680744,8.00759794722335,8.20890875378627,8.18292297461822,8.05890926352156,8.09414768565816,8.21495651631762,8.26490333601738,8.17606329226846,8.24030463304581
Abhd13,5.32151129388101,6.02691042936342,5.53466963048532,5.68632936895,5.89007210036402,5.70919308879787,4.455792570539,5.54502743682163,5.17019297369637,5.60375404963269,5.57584997065381,5.43732052041044,5.6867380998517,5.76015661856951,4.63382819533699,4.7322600240415,4.66183947433532,4.85101238226699,4.66222358924441,4.76132125138658,4.64492814575181,4.69804343148498,4.63704583470942,4.30663878049595
Abhd14a,4.38471548434932,3.7182835070005,4.10416979038009,3.88468006084611,4.13147755103888,4.26862368072585,4.10858474969699,3.44131881543444,3.97480902234506,3.72156410533991,3.8049768522034,3.99552597169686,4.26810082996529,3.88104890728472,3.79843411362549,4.06604282048515,3.95528822340339,4.05687835614509,3.98292725798878,3.92388518788889,3.93306775959939,3.92121556958699,3.94613058458286,4.04748992178627
Abhd14b,5.7725467595323,4.68790661738948,4.45638886829394,4.55380324708571,4.65924176760566,4.71974782698627,5.05188426445781,4.73489899759358,5.21797887313689,4.99329327715817,4.59623027209532,4.884382175019,4.98432630830886,4.69290399184572,4.09686710117403,4.25445714182488,4.33056299125378,4.49819466567113,4.17385321331004,4.44226632721373,4.55606853512444,4.37274396310499,4.28105328731588,4.38495500043702
Abhd17a,7.08059702156198,6.17711259462983,7.30160789106772,7.14990451931719,7.04841107368455,7.26044735568737,6.89319675038217,6.71783993414248,6.79829260324676,6.637407140441,6.90173840004684,7.32881030136538,7.05849131891727,7.19383520299619,7.84736778546913,7.52881748652845,8.02990776380812,8.05207451983492,7.9651479813763,7.66755000407241,8.06876348391219,8.01168423688888,8.09188197253174,8.04815813356523
Abhd17b,4.0359176183664,4.76022294974054,4.44093661566232,4.2194709339126,4.68458806410241,4.37626139507773,3.43039379207037,4.10501610933078,4.01962322730879,4.10642001395104,4.18993629133138,4.09937157522895,4.41961547770374,4.4135279262349,4.87504310490381,4.75396361127358,4.46086794639366,4.28872065806332,4.83473360070845,4.89141319487843,4.54502801058405,4.63858839367782,4.59125957249815,4.79134812231572
Abhd17c,5.33760674741545,5.57800053437249,5.52248662580734,5.38957291030531,5.44088351733165,5.52824312560609,4.25476070125056,5.06023419982732,5.10929726727771,5.4130027708588,5.46128480073808,5.53642437210853,5.63605869810291,5.42000310526579,5.67922052466473,6.05627836639526,5.87272899972332,5.7966143317029,6.08085530277242,5.65580866783259,5.89363199635607,5.88505777616124,5.80302349551673,5.74896875673569
Abhd2,6.17444031383776,5.13568279109368,5.22156868163622,5.74131510229146,5.96881610308639,5.46392069856162,4.99562761530866,5.76557639167633,5.0481229213464,5.37050309353854,5.6730577478992,5.0762669569999,5.77057366088464,5.89659327378753,5.57157758182244,5.44297528300948,5.44142696972234,5.43855168101147,5.34205527332774,5.56873255689448,5.66117576169806,5.28990626170284,5.35979561421984,5.16056739301868
Abhd3,8.07273953765324,7.86152111654798,7.32424333959229,7.30330464292064,7.42816458714415,7.57822599973543,7.07589925575938,7.28246756477192,7.14019285748241,7.44988008757436,7.24968093817881,7.34007761027817,7.11448013391265,7.57307026919265,7.02463644764282,7.23523017960051,7.44010389858293,7.11540035783909,7.19804147904128,7.61973658311374,7.39342307818828,7.13590250729388,7.33387233302881,7.49724499294596
Abhd4,7.63937821628845,6.80190224450177,6.70971213677486,6.69158178696105,6.81340581129791,6.95475430594854,7.81043110634061,7.41545933392083,7.60954369487704,7.08532010725397,7.32639642994147,7.48809852046342,7.25824696618738,7.61416513041009,6.75251096541884,6.94758599868697,6.91613989190499,6.87568776662657,6.82723491387942,7.20040815307293,7.23126889026504,6.82189740653099,6.92117764619565,7.07065427208244
Abhd5,4.0693480549709,3.39395564357785,2.9856128813,3.28830649934981,3.43414750743356,3.44631490810884,3.71454656110524,3.55951093577263,3.23871493511388,3.49260435568996,3.19351511707027,3.18394213803465,3.11417611295698,3.40048972380874,3.42172433111005,3.65070346921333,3.64531717768158,3.81222284046353,3.77760909696131,3.98494896357269,3.40761307277088,3.48797531995569,3.68591339969747,3.46149467834085
Abhd6,6.88638407031985,7.30041678342449,7.23298544798635,7.34130228414908,7.08965444366468,7.45553990037492,6.35778513363737,6.22127863801434,6.83567097032924,7.05179866587349,7.28232630596155,7.3574314785564,7.24477999648275,7.2105643123598,6.5714013088538,6.65982994626336,6.52738410066211,6.53439389978058,6.71073245687291,6.55842793000379,6.60512115418419,6.64247174929413,6.63253657482903,6.49891086273141
Abhd8,8.29449686169703,7.43375397375098,8.27440519520242,8.160122861289,8.20301266177411,8.24789634255017,7.96345451476054,7.59335761934808,7.83000028091285,7.21786486402013,7.89380262059112,8.20596830590075,8.11414057249107,7.99217855018319,9.39359247939397,8.85531988073654,9.23172116453682,9.30254028779534,9.13871138785317,8.92307312577753,9.29628238544353,9.44592999338138,9.45408976718762,9.31976640112959
Abi1,8.11370637779963,8.65864622413742,7.79037212155159,7.72521987626266,7.79816542871172,7.5125560028464,7.17674738193945,8.13557156305413,7.94191771332294,8.53405469383662,7.67656857231565,7.32503489171792,7.73838208567049,7.46412531517142,7.21822785814608,7.3915575233757,7.20285409950019,7.25895980051682,7.37617464970062,7.31839378731847,7.02225669815846,7.14727923217241,7.08030187770279,7.14301415034278
Abi2,8.20364232871829,8.77317206297036,8.02565536917944,8.07973098994339,8.56729083650908,7.86925387689132,7.2111217665009,8.16898567369761,7.75173095552069,8.48488031846561,8.34211633757647,7.77865063078928,8.30709033322614,8.09085468897096,7.65130773151847,7.90657311401305,7.74121378818462,7.74418669734104,7.93166337145502,7.93071667369015,7.81210820120889,7.75553872290307,7.72258468921571,7.61608753242761
Abi3,3.61323595393536,2.7203092781207,3.44402379398326,3.23456559443386,3.27161762333218,3.47186240474057,4.10327021765026,4.05928508080339,4.81093717345708,4.40627724730802,4.8783591387182,4.73305456400239,4.63451130828898,4.83394096209442,3.88243017372947,3.50472413593536,4.23852296787443,3.71491081115146,3.87706895838976,3.99091556030634,4.22358007831441,3.81108212303442,4.08475690759009,4.05759312781437
Abl1,3.93071082693697,3.75272399611772,3.49479354863887,2.8331247607276,3.74071580337606,2.8084921223733,4.19605926223364,4.40671006327294,3.48585494925665,3.94453190911849,3.59421136544755,3.41933355178794,3.33360239395623,3.58667408789325,6.21968665896502,6.5794539245258,6.62148994333643,6.52485517176959,6.83255474027518,6.76490617613427,6.70107810933498,6.62916879565899,6.55875941515136,6.47837516349482
Abl2,4.29335850999076,5.3902287958784,4.67467919408177,4.9063498865703,5.08886635710906,4.38076394345114,4.20601020607591,4.87347182647068,3.6017369278051,4.39525906784957,4.82698027988807,4.31773559311697,4.71158943346697,4.19182635922324,5.23063466743157,5.20214672066485,5.12498868944961,5.14053780795324,5.16219724610323,5.39513670134103,5.16103105273783,5.03424396329922,4.93906336950652,4.35249638354776
Ablim2,6.61833002331284,6.67745172301984,7.00329692156855,7.08001381487695,6.90019526589374,7.01609452357995,6.69459633867385,6.44062730172735,6.18965178134356,5.96337326907381,6.86498164138807,6.83006970204454,6.79841745471993,6.73213530747163,7.32089550479473,7.1745630749401,7.2164002336661,7.16690353836021,7.11461543696522,7.04921270794831,7.25178537723916,7.26745081189435,7.31862662944767,7.18163511115466
Ablim3,5.21102415850755,6.08775638055185,5.16626231879954,5.40911059080248,4.90392853400986,5.24432561616251,4.56420745338429,5.17578440054653,4.43066116201279,5.09893527206546,5.27623775939988,5.27198647756145,5.01373731769519,5.1539685591423,4.30903662575169,5.55353747305776,5.21865378565737,5.27178970100915,5.39575180925534,4.94156671170911,5.44460018225154,5.40142057651394,4.99447924239237,4.42061876580329
