"","GSM3574340","GSM3574341","GSM3574342","GSM3574343","GSM3574344","GSM3574345","GSM3574346","GSM3574347","GSM3574348","GSM3574349","GSM3574350","GSM3574351","GSM3574352","GSM3574353","GSM3574354","GSM3574355"
"EDF1",4.00837710896785,4.24618646718617,2.73902697177508,3.75681156735451,3.42462634235215,5.90564474523721,4.09733243248717,3.30406988020769,5.85693050863267,3.60508962467074,1.69439247646563,2.09479276418938,2.65374714980428,2.69886263947253,3.45948309589074,2.98366058855607
"EDNRA",5.1863931585115,5.42688463068412,5.83530903428521,5.484317224518,5.83276444196764,5.34397061501859,5.42394808687221,5.97621116845688,5.06674388390804,5.76625418940531,6.34087870288476,6.57785474983734,6.10591082773944,6.17330891884376,5.8735185594326,5.47610516317565
"EDNRB",4.59179010376856,4.38983055438861,4.76915751247753,4.31172810174669,4.90041050707616,4.3838129126809,4.84374275515034,4.71991201198183,4.53741565708726,5.14138610679684,5.06734517382262,5.12624613574678,5.15133576479054,5.20369900380076,4.72117224554665,4.85124565226647
"EED",4.93052527925282,4.7297288962574,5.58838541808453,5.38538615381696,5.41586338100205,3.97661896342928,4.75281713338768,5.59460049726121,4.00807874709562,5.07418008853188,5.96636148727742,6.1628813733976,5.91562378524108,5.59935827486804,5.16559911488875,5.22983149328202
"EEF1A1",9.79347473358702,9.70646961113922,9.05419451091774,9.62668699894044,9.34743987908032,9.81074405102092,9.80502154870818,9.16090153007337,10.0367587764515,9.59003860604049,9.0489477830776,8.81619802859652,9.14239598782393,9.22424094296464,10.1354932671475,9.70875058082309
"EEF1G",8.2930234003605,8.36189054133033,7.55358388993257,8.15079945004931,7.70700870761899,8.55849061733471,8.3579732481717,7.43132192290597,8.52697776734998,7.91623847679109,6.94450524576191,6.70881916919709,7.21192707760463,7.4450064793356,8.22566547885988,7.84744904641756
"EEF2",8.20952510912753,8.38899971517784,6.90418103868501,7.56291667170369,7.67922489158636,9.98242217616675,8.81775183061463,7.34501910603782,10.2049542966567,7.90699630715091,6.51310486052214,6.28791558487044,6.60884017082508,7.31467119846857,8.55743897732452,8.33447000935275
"EEF2K",5.09222532775279,5.13025096444796,4.90308851890314,4.9164194840175,5.08900646111125,5.75495222842803,5.21848478045994,5.01516264954783,5.88891285324188,5.14321808250799,4.82768111089405,4.49796031428051,4.86444036127193,5.22688398896076,5.34608170623672,4.96811189837648
"EFEMP1",5.21281908114063,5.2064459695847,5.28971706625321,5.24179705587966,5.3995807095071,4.75540476427545,5.15909959849892,5.58027108880539,4.80046405934827,5.19641186220037,6.30404832645311,6.29562201240622,5.86811620455171,5.540140358252,5.15257464233252,5.48512866464355
"EFNA1",3.79299435506328,3.7059128687819,2.97820480382987,3.72213253403181,3.51576844301721,4.44349584885298,3.98841016824586,3.39693276036827,4.50980180309644,3.52765804947363,2.92417831454551,2.76184216178407,2.87050477040299,3.16987246529051,3.72883457630344,3.45724088984253
"EFNB1",3.35045808631044,3.20769999857507,2.68319265508601,3.26479115413925,3.27336714796433,4.61825962523988,3.81946989707464,2.54042276361346,4.61980650529006,2.75420278964513,1.99186674624471,2.76184216178407,2.37511323966647,2.53520005383775,3.3266345312506,2.93177871782045
"EFTUD2",5.25735089335627,5.28091458943362,4.92815415089352,5.06887145214666,5.22083448470791,5.66796909309758,5.47399870984779,5.24651283351628,5.61072187159011,5.17892814833996,4.9341749458474,4.99697156104709,4.91432389637612,5.07232922620835,5.17293969935134,5.50027200856111
"EGFL7",4.75159881321328,4.66405566742415,3.40872251858176,4.52009836857068,4.10095959945141,6.24638880934493,5.17500267368972,3.81920366947964,5.92653845435982,4.17760747169679,2.90646237477133,2.66996164743093,3.2770485872488,3.05369285133488,4.1999961649324,3.84158195545698
"EGLN3",8.19466237563324,8.13659731087539,8.23537411180834,8.28207480297179,8.03998644436827,7.67317265331435,7.92534377248011,8.00339980067819,7.60429298246947,7.96804819794795,8.04092069024466,8.10513194074172,8.04615247457303,8.02752146858205,7.94405651398236,7.72133098566808
"EGR1",3.61555760985993,2.75080013652657,3.0461790882573,3.52162742594929,2.86992705489977,4.04842493445376,2.16985700018662,3.36385189804229,4.26586045136252,3.31610359636671,4.1218515714265,3.53546941427088,4.87444362178648,3.29796371215254,2.09765718886589,3.56334242467647
"EHD4",8.80911544291519,8.93356337559685,8.94739038876245,8.9734509525673,8.95411182726282,9.2475309228541,8.99825954234497,9.03978074003319,9.18342954817418,9.08623537838549,8.68829596722971,8.92779443440772,8.84292451302535,8.71438617483721,9.10629491537293,9.0615062574158
"EHHADH",2.39031057208693,2.70043631008281,2.89251304640674,2.33163585023558,2.9251174973399,3.04380566411099,2.76907695459991,2.89600381362201,3.42005228271802,3.16751182926743,3.01753873609066,3.28439837868151,3.54838942769483,3.91140927237002,4.05477182238142,3.18000951144459
"EID1",6.71975355644708,6.72129874971026,7.5546976873217,7.31180518623951,7.4201981809336,6.29757761583907,6.9221612123795,7.64866718272895,6.13468953138282,7.18955752051775,8.54286332444294,8.61396608218893,8.30732801301325,7.87411650631369,7.14501120696505,7.23269955690809
"EIF2AK1",5.25515929744217,5.18914180144705,5.40868408780631,5.36752101771052,5.22069248727921,5.14947579030745,5.15738093089486,5.25238805438609,5.14878435532265,5.24687895890397,5.41331634250105,5.45685356774723,5.21181590558537,5.38480766097251,5.1825829974256,5.5476412168916
"EIF2AK2",6.61893660018129,6.12687826589797,6.95073597269671,6.61370809092973,6.88201855910604,5.62375977351654,6.75463466450728,6.97028582943643,5.74946467034124,6.60204424611792,7.64519806504957,7.05370022354082,7.24562998889874,6.96667630311572,6.1649370171629,6.29128629009486
"EIF2AK3",4.13404184856828,4.06715249056305,4.35676399436122,4.22563011346122,4.3050423023724,4.27850347052679,3.70521225929331,4.63233729945312,4.19826969334546,4.49464690168374,4.60632206584294,4.58140609353796,4.76141042174963,4.58738391526232,4.39601517022172,4.93269090130214
"EIF2B1",3.6915094153111,3.83004339300147,3.3359545784452,3.66545921784348,3.36946665764246,4.13945809048622,3.68631136482168,3.41425323342993,3.99020426750423,3.70473546830928,3.13663624945328,2.76184216178407,3.14462234412474,3.02929037071348,3.60681679866928,3.62997787940686
"EIF2B2",3.92204729439678,3.83035472072545,3.34226451406911,3.76505453821732,3.53951211843976,4.39722371627768,4.03851968459775,3.34806328287,4.31328232472119,3.49930529170572,3.4438773761581,2.96074489880584,3.2791095575723,2.95429551497662,3.88583393492507,4.72172844936593
"EIF2B3",3.58259368382311,3.64972277207463,3.96664347294351,3.9380302157838,3.56567165496852,3.33441963418788,3.52119927406428,3.80988115008187,3.11171790146272,3.60217423371982,3.89851831693179,3.66371438530778,3.92594001664549,3.83932319631035,3.57013563028261,3.08545541247291
"EIF2B4",4.38581617463268,4.53471947097805,4.2551134210931,4.4220767408358,4.20480564787311,5.04292625738233,4.21627844266363,4.06025652943702,4.95179021729109,4.16120931338044,3.29480235902057,3.54842838284291,3.71088013770776,4.04004735630066,4.29690378615634,4.45153554567994
"EIF2B5",5.40555128911914,5.55518842598005,5.23978923553887,5.40373849364681,5.34437465653593,5.34021911928342,5.4100781602562,5.17804861508473,5.2937042553888,5.27582818766899,4.8803468782976,4.70229099640873,4.69192973290487,5.10498965697105,5.56181510196141,5.12976655188946
"EIF2D",4.45855442920122,4.68110395383995,4.30220781619643,4.72470361372374,4.40128322748371,4.94078045306534,4.69411673271156,4.31945493447662,4.90909268132105,4.33155689648242,4.31551738023949,4.21762621320788,4.19892794296404,4.07026259126974,4.34349489589775,4.54082834113163
"EIF2S1",6.24932914384546,6.26525794050532,7.09143865764152,6.7255350697766,6.54141598080554,5.30704291774405,5.96951987448891,6.70648584019381,5.1896472070773,6.56580624696502,7.05753847529278,7.27741828168559,7.02229974461269,6.99844975938007,6.37108336571479,6.40980469755065
"EIF2S3",7.00352071966598,6.94942748459424,7.61515977210983,7.29764460324377,7.37254392515924,6.30581939496478,7.00710807644758,7.50671322567047,6.27989812694854,7.23225172501164,7.78869990879427,7.98575708808359,7.71363387714542,7.78006993720485,7.29528125403042,7.20017543004743
"EIF3B",5.9076724052227,6.03813994673067,5.62774081583692,5.8879298458404,5.86037924026732,6.13653886574579,5.82725816249997,5.68944078769283,6.12970915572187,5.93227590863116,5.0949811411958,5.06894134387399,5.51005080187796,5.52712826826387,5.80733480412084,5.95033213347455
"EIF3D",5.20874361559715,5.29647702429571,4.2551134210931,5.0360115182032,4.5697110070985,5.89047543025155,5.29003969939431,4.41943561285431,5.77404729400366,4.91684670125682,4.01843726706075,3.78580243714484,3.81040346547431,4.30181396222419,4.96167690090036,4.99721695572807
"EIF3M",7.26004056572131,7.14635875151843,7.65379999529113,7.59341687934044,7.41957717979904,6.54468638858582,7.13630622092814,7.62049671097466,6.6640650024851,7.45222855406475,8.17921122388183,8.39066345646196,8.20505226627381,8.11200891684297,7.83754373566037,7.353463193029
"EIF4A2",9.06329012259088,9.02163014360297,9.7351925568973,9.45784258340167,9.4290148787402,8.17760581232777,8.98172404834454,9.65387701865839,8.21973086962266,9.28446033040489,10.1624249025868,10.3180888843022,10.0203980332422,10.0808354944367,9.46217444628984,9.32046979286776
"EIF4E",6.82098475305675,6.72396670345557,7.3407358306077,6.98368056892821,7.03256510311133,6.09396015627527,6.53545486659649,7.21134704564776,5.86185302238059,6.93164555312514,7.38308776605955,7.59020186461641,7.4197718901261,7.35511458535298,6.87523085143475,7.03787537624705
"EIF4EBP1",2.79112814000363,3.00020177210692,2.19701608816922,2.59130714191878,2.42141615534609,4.31588761412712,2.90658769435979,2.58416521363701,4.6668230865553,2.61138684576386,1.69439247646563,1.43418355697334,2.27729871780502,2.69886263947253,3.63205941846873,3.12897087088955
"EIF4G2",10.0195863762722,9.90510056660709,10.6264797486451,10.2648874899705,10.3604912259378,9.39503935961973,9.67167317936119,10.3417598240981,9.06734654387611,10.3767072168612,10.7256966645521,10.8164888252123,10.6301634780313,10.5496086737995,9.86419118782552,9.90983497147157
"EIF4H",6.01736928432086,6.12755048686889,5.84209042617124,6.05689556026697,5.85579591265318,6.90837139728659,6.28006253019744,5.94984361426099,6.92986518638369,5.95190909085389,5.8320470242419,5.77898480569707,6.03453244249945,5.92945009142343,6.09404022046395,5.56393128358956
"EIF5",8.1589952185019,8.07934738128698,8.9920573587251,8.42803941034897,8.66562573629431,7.30303259659223,7.91894978048919,8.80304740322646,7.13194145035894,8.51579433512363,9.4088564099754,9.52029665473225,9.15554951455446,9.15477667008373,8.20127283728024,8.27715254327799
"EIF5B",6.78711471944152,6.84300585446165,7.52597662622452,7.2413095685671,7.13997001397184,6.14170901672813,6.8233408267963,7.3582596871416,6.16912745665542,7.17898042416354,7.57837797144127,7.75118442393318,7.5063996726508,7.52974266966675,6.90649913365488,6.77488440759468
"ELN",5.83285215952142,6.03240558367652,4.72144468712734,5.39825488338237,5.21578965474024,7.40798777727271,5.73064972654182,4.59362402201063,6.93895374312504,4.56364946224259,3.7370373163217,3.63602123662954,3.76601655055438,4.03392615050751,4.33966964241142,3.42006508843917
"ELOVL5",4.38822072239086,4.18550292923592,4.34781336549848,4.16881881842356,4.09397094935113,4.5008075299929,4.26379204076542,4.10598724496959,4.16147491792079,4.2141980162084,3.75694567746524,4.09049301954812,4.33884599908501,3.85110092976923,4.14735940423984,3.89674779295433
"EMC8",3.08592949606591,2.61933082989996,2.81892468744313,3.256736792697,3.02820619954931,3.85880915842845,3.311980024835,2.96117694821074,3.81400582164822,2.83762261523041,2.54356570846416,2.46653127792954,2.91996226982271,2.75946029129161,2.8872008017341,3.75466431082247
"EMD",3.55691806620366,3.35733009162714,2.84460332920244,3.41709927208036,2.77213200869811,3.86851876055432,3.96769128618571,2.89324746859405,3.62359715711632,3.10224288560891,2.18057562294601,2.52014066610701,2.57359882001243,2.46415641858411,3.51481519512225,2.43170418768943
"EMP1",8.13720880583599,7.9048983822569,8.26122531488331,8.33790369756171,8.21284158959163,7.31695578042949,7.60270623840598,8.17472479418153,7.03869776573554,7.98568025051064,8.44960930084033,8.5485538458472,8.16970909173338,7.86078074787285,7.28636261330331,7.3995510579795
"ENDOD1",2.52880029045752,2.23621283976777,2.13593476695784,1.90774349726705,3.00189721237608,3.23176028496186,2.61836832076175,2.11275809276662,3.01386718577873,2.46165621223681,1.77470594300033,2.26146060790976,1.99910398070048,2.53520005383775,2.1156657558948,2.35498904871872
"ENO1",7.33961136502256,7.62129612273853,6.68646675013842,7.05602712772253,6.85813411851888,8.76084114107049,7.7593424060034,6.83337591669157,8.44499531331738,7.22601384572944,5.53061581212481,5.70278759069772,6.012534858644,6.13575369139027,6.95534833351751,6.78738210111903
"ENO3",7.79406186530741,8.22813364593865,7.10743641328639,7.97231709863873,6.85471560121249,7.81988324588008,7.09570621555773,6.8144931624989,7.40996684538489,7.12530073977392,5.2149825699036,4.85613163868949,4.63876259602883,5.36839128003201,6.3156842566821,5.9761748035329
"ENPEP",6.71545126203482,6.49099220250602,6.69601119572765,6.60738781758694,6.71442320082831,6.34320806803752,6.45679435752014,6.69239814211675,6.16022511042191,6.58655322639202,6.77469090205644,7.11378278769823,6.86388939604887,6.69724074554694,6.43791588067375,6.23887801928762
"ENPP1",5.10902438781379,5.03391646682168,5.43446606270341,4.95860370472473,5.55124210351209,4.75728746209125,5.09304764076327,5.36256939139631,5.03893319266699,5.46209053974087,5.73645173334344,5.69002952098484,5.67149972425879,5.74762381783117,5.41398264646988,5.35329288094026
"ENPP2",5.53922262171851,5.60720405839068,5.68926651169053,5.6823055637789,5.60798143119797,4.97803083100406,5.50480249914499,5.78781243565042,4.97014052617971,5.50468551670493,6.30404903686029,6.33915264000793,6.15990430375545,6.11481487768329,5.89075375081655,5.52068446220168
"ENPP3",4.82797991183119,4.76471937369398,4.52501828435758,4.95121106282342,4.88789405630937,4.37974487259177,4.69096007312291,4.85698399303553,4.30172839295512,4.70178570203442,4.95979693234633,5.06443754404037,5.10575692064111,4.90827105240139,4.63014184291505,3.66217254696326
"ENSA",6.43812680423801,6.39710462678728,6.38427110712118,6.41679266034853,6.21267139732318,6.20787608288373,6.13429683682843,6.31149398869242,6.32179146923204,6.26921111573687,6.29386412688899,6.06256801120684,6.25451147426686,6.31735228900784,6.56541340837431,6.37137176939083
"ENTPD1",6.03767600339321,5.90902307240212,6.13822711900913,6.17417349264458,6.28691562414294,5.80149980623197,6.18262785111309,6.24440226566581,5.72558465970835,6.14916925127906,6.48978894284768,6.4502143314117,6.32931463374539,6.21990191663579,6.02749106935902,6.05710284271267
"ENTPD2",3.91807565984021,3.94128058458431,2.76615417136939,3.57118215867878,3.32202882471018,5.16692534228149,4.46937450439307,2.78495150325086,5.24930858237297,3.55667120980622,2.12037418985121,1.05279812031172,2.39856467332219,2.63560767585134,3.18883150674068,3.89674779295433
"EPB41",5.21823464744584,5.26382895956613,5.05965828100801,4.55116814478124,5.2328558153489,5.27308573039774,5.22387305276826,5.35891452893243,5.55782589744072,5.37456715264983,4.96835929446162,5.15194669481199,5.15478290356427,5.64624729631636,5.87497721290923,5.28256450989984
"EPB41L4B",4.14829823437585,4.18139026382142,4.69820852738954,4.36281991890088,4.69402205571236,4.06622820019859,4.03396757023341,4.50157261956261,4.02487984254106,4.63145056810385,4.96408467966312,5.15194669481199,4.91159533349457,4.81499434202199,4.66112668512382,4.73496559454695
"EPHA3",2.35285605898108,2.73677166441161,3.19333717451132,2.71403819248223,2.89158171759941,2.21792642746427,2.55032483315193,3.74406337904015,2.17351811358704,2.95435432064194,3.42493817382441,3.49587909719239,3.6339283030338,3.25651816181207,2.50537030873543,2.27396102533738
"EPHX1",3.34055915523787,3.29633095850019,2.86983038274615,3.16072767095731,3.98402336689321,4.57736586543161,4.43204838051192,4.10097709453272,5.48002158675979,4.95564307008007,3.166713278956,3.21623557423561,3.66309200986078,4.47871420236767,5.49287106041801,5.10655500284668
"EPHX2",6.36920079297941,6.18357397492022,6.38207689893238,6.49333640881593,6.63693683366586,5.90422937827659,6.43526164831489,6.51259762624279,6.49585893628512,6.55608968192006,6.64582007718488,6.75706348387479,6.84694148778951,7.11536193086771,7.08400642851669,7.08910224380614
"EPN1",4.66897033471552,4.85191153569513,3.43224280497312,4.15154704262651,3.97728733560711,6.64102038676935,5.02513998861879,3.51463950758993,6.69044076628375,4.30493326185034,2.49697493131219,2.29260225400618,2.81929143176085,3.12451703645097,4.30084436562923,4.07473789599643
"EPN2",4.76276185999998,4.68293459209904,4.58337846204152,4.70263823171429,4.85336306088313,5.37059771680668,4.82370657709568,4.92660066963036,5.27332122360292,4.88615268851052,4.60082231185714,4.73099216855423,4.89931687728638,4.67257401333614,4.69146123254554,4.75002310970614
"ERBB2",2.05884872274747,2.54349458791301,1.56962758402681,1.71019980724286,1.52210292607437,3.90012728872671,2.95352733560995,1.69330601634198,3.90258252168928,1.87207797057111,0.772426249424595,1.19243868084873,1.21411743678532,0.938068271977225,2.63325152949838,2.5045451503859
"ERBB4",2.39172053444343,2.61933082989996,2.88228413222238,1.06582704253221,2.74859040350402,2.26573625759819,2.30813146867945,2.98312746120513,2.05624595385688,2.37122681248949,2.54356570846416,2.66996164743093,2.69221115722663,2.80329455430969,2.51896629290746,2.7033011500601
"ERCC8",3.7857169353334,3.63582272483732,3.37171396626247,2.95211061598389,3.82803949575678,3.47488503791765,3.36046609146338,3.62346369734698,3.59234275848853,3.9924950121983,4.38112613240288,4.25763454279779,3.14462234412474,3.27738945131875,4.12085356590112,3.62997560028513
"ERGIC1",4.01912856751109,4.3121780230126,3.73650314836856,3.87789120747675,3.91245992677324,5.02548238118888,4.16831378541349,3.86848168470044,4.91052944077124,4.01497004290443,3.15175344356541,2.98796501929083,3.50144282774549,3.58708755314779,4.02881968886857,4.35634938328227
"ERO1B",3.71084945922957,3.10221487973265,4.44334258233096,3.5482682668898,4.14595429827876,2.9056333114182,3.09986893500007,3.96420224736395,2.54942331944324,3.6287027934888,4.50401452010173,4.17648083680568,4.10226107450586,4.07026259126974,3.50801158562336,2.64004285161722
"ERP29",3.72613623729399,3.70230650601613,2.63985148427644,3.72797144565837,3.23434965234988,4.61133702731433,3.71767634350384,3.16696262543628,4.62753567098676,3.25166364310226,2.39902107425269,2.57182913907279,2.53178998874616,3.26698789650341,3.69928495526042,2.98365956935428
"ERRFI1",4.23099899272939,3.90095859230075,3.99338850682113,4.21942710177011,4.30234996508447,3.74323851147931,3.74228055270717,4.06540989484469,3.98820491932939,4.23486030370086,4.09863619848427,3.90142387670973,4.54729992129561,4.98957205526304,4.68242885964975,5.08296359904753
"ESRRA",3.41393800756752,3.76586307927389,1.58558048619196,3.11690540566816,2.88440099125026,6.08291649708188,3.8593837997532,2.64049886881986,6.07940601169663,3.21573332156594,0.885050327715357,1.4889857361089,1.39902449050401,1.9695620004252,2.635886940167,2.9836626269575
"ETFA",9.01188288274124,8.94065719926598,9.44407525561414,9.29089915837958,9.31092060072043,8.59297853684132,9.12193326216656,9.41855218305971,8.59644298270578,9.29932640759841,9.55855655929109,9.71353695782253,9.81555162479966,9.6756960423271,9.27628851824902,9.26651694260978
"ETFDH",9.22343811410044,9.08391587877564,9.6727276173212,9.38338741138538,9.63536879429366,8.67991406822463,9.36771099735068,9.66251086119899,8.94155160986168,9.39680890076563,9.82483853993714,9.74957811937898,9.85833199330822,10.0227264715012,9.51507004847171,9.4488736586562
"ETS1",7.81115605654658,7.52513605549161,7.94368385888286,7.92115340554978,8.12089858935115,7.51848203825193,7.83524815374653,8.04279052847811,7.49196387392892,7.93928388784284,8.15172885488708,8.34075211400163,8.05029037037087,7.93284361628833,7.86107018226572,7.5852231050892
"EVL",3.44588109719465,3.41132577636975,2.84460332920244,3.35432257631174,3.32202722970415,4.40798316878689,3.4453416960163,2.91624328724669,4.3113577519078,3.22609201534775,2.37345696938381,2.62172960743191,2.7296771667771,2.84583615404772,3.23898861691179,3.12897087088955
"EXOC2",5.93113336964175,5.88086338748879,6.46156627211948,5.94222149215098,6.4242798279013,5.61817766843162,6.06909997793186,6.39162319684521,5.61761918546816,6.18312492263889,6.85690348066018,6.9480390779735,6.69363367050389,6.69093720103007,6.13082665940307,6.61139336158204
"EXOC3",4.7384660215541,4.72084704944751,4.654062493011,4.64826072071576,4.54941809426756,5.17477046658209,4.60300977499771,4.41136349388969,5.21295264788585,4.62363789980175,4.11415454750329,4.18480432442699,4.16514277397397,4.51013456351338,4.65805908172503,5.1972416332461
"EXOC5",5.71232941042473,5.61968099920978,6.44742808633014,5.85429661413573,6.24036449656826,5.03432557691208,5.69642874927653,6.28413225917992,4.78787340537167,5.99190979881504,6.68141352086661,6.86459370051352,6.61510993406142,6.35465277774411,5.73636450952859,5.72501444641093
"EXOC6",5.24235915432261,5.32371722159117,6.04122068332651,5.3890753459314,5.38946848882393,4.63883031941311,5.18401205272845,5.75629306839646,4.76703051425502,5.48218093625396,6.20607468880462,6.23879471881482,5.87857784339933,5.88594399990117,5.28777430869789,5.25115612682829
"EXOSC9",4.91560131072032,5.05354682323098,5.53220979598442,5.56326447484421,5.18688601364784,4.11845424440059,5.01507762179337,5.49308427503754,4.06610857271899,4.95002875329487,5.34890430694486,5.79538535375152,5.64117368139581,5.4828871162227,4.95419088194242,4.35634938328227
"EZR",5.00291758720513,5.20899222447521,4.79901657662933,5.00629457742926,4.89505906894821,5.74151183319521,4.86910167854883,5.18042556518783,5.79536058289145,5.20560027696222,4.7120861821084,4.37138979639448,4.62888175351243,4.55356045686529,5.06492317402993,4.99721695572807
"F13A1",5.52269233620647,5.75228838520755,5.70930869779519,5.84450869592274,5.34518584854734,4.92533620638761,5.2907425873893,5.71874596116788,4.73462994025865,5.55614638372057,6.02295234230445,6.1746118400675,6.14146638853232,6.00639701671975,5.75982928700979,5.62241921234483
"F2R",4.23245572457656,3.8721371501054,4.33129760204807,4.39081005062518,4.89839732977283,4.59136477662514,4.25358374853954,4.48060130623648,4.51737912016364,4.75936502565216,5.12241997784189,5.25214515119095,4.85926048218818,4.57118419802317,4.38830243001956,5.3922054171183
"F2RL1",1.70730751399438,2.08424514499645,0.872559054224178,2.0228721792076,1.82472940788667,2.2893551115098,2.21347718633262,0.64293524114669,2.03157884317511,1.56484123419565,0.639258512921036,1.31403464161956,1.76257484927997,0.914129321175994,0.357150258411866,2.3339007857621
"F3",4.33437217122641,4.10587285943978,4.74208725898393,4.16236610973193,4.9251222762366,3.49508323820661,5.03264059879012,5.09480992595819,3.94349424782848,4.59195474141659,5.26797218076997,4.99986193272786,5.14788036978008,5.12527922289172,4.71822864557455,4.23316076501062
"FABP3",10.9583621042006,10.8877248893494,10.2858840468035,10.8346164623725,10.5446131526615,11.5763748977999,11.2163947010649,10.597325871851,11.7069396533397,10.8095260145172,10.3467493750868,10.1838695165345,10.6733295723008,10.7451626871223,11.2450298335938,11.1013245676249
"FABP4",9.14242584291759,9.0425422048281,8.54534069348826,9.1628725437591,9.27592224868233,8.88199154302389,9.35890795286294,9.02100464354816,9.51770434173601,9.38696163568224,9.50511595554665,9.39743187093526,9.45443941772711,9.88214586775786,9.9244123562138,9.62765889155995
"FAM135A",6.06248140263038,5.91894345836544,6.56697901262915,5.88597297702895,6.63586791425057,5.34509562460023,5.73218578273005,6.3017068645515,5.25680338457128,6.49637455738877,6.9008384845521,7.25288754531704,6.97042697531358,6.66394431093903,6.38414278862462,6.44724168188341
"FAM162A",7.71479782191217,7.75787272100955,7.41515835915948,7.94776977500053,7.44922102813457,7.43317883147068,7.52803113264426,7.24088768837545,7.17249904962307,7.64878860011337,6.70074594651172,6.64943922709684,7.19532096126862,7.29123137752211,7.99330427924856,7.57230099107793
"FAM216A",3.50468592620987,3.46762697149545,3.29927809167696,3.59053707448886,3.49705329548743,2.98988998614674,3.10935836302244,3.52215542791276,2.96589798604417,3.26176591284956,3.47387437026431,3.7525919683274,3.39833470976207,3.82298350715261,3.50801363091152,3.59704367325295
"FAM219B",4.53649878059798,4.41427749754182,4.39636934725638,4.72031696995644,4.30234996508447,4.47180565136742,4.27648324957883,4.30209707339517,4.53330641014021,4.52432463821918,4.11415663125188,4.31183617541469,4.32054671210695,4.38590366920596,4.55624225006832,4.33653463632015
"FASN",2.47552095847279,2.83881233659481,1.81071865646669,2.01668505944324,1.81320253924122,3.93840805876062,2.16985700018662,1.92139910506328,3.77045385683431,2.14975256734798,1.08728928683039,0.816131375561321,1.08890503009421,1.02602917863192,1.63104502505072,2.76390126890048
"FAT1",6.47366003978654,6.12822239476561,6.13395107114257,5.83278254494099,6.50908988637983,6.61789417921349,6.39703145352083,6.19407364107032,6.76241088644255,6.40189334065177,6.08922915428437,6.03059892524612,6.00236693991155,6.11191278533712,6.46275323218176,6.67338435625695
"FAU",6.18370961634312,6.15813887326214,5.22764257377399,6.08843752233843,5.66351704370209,7.6950280788052,6.61252799943588,5.67420185748222,7.67330657273124,5.76119607998889,5.08713902159697,4.84041177944807,5.25132698565672,5.42091019506104,6.49918473559822,6.03882600693923
"FBLIM1",6.11423661589337,6.13558979432555,5.84845034559667,6.09635734451381,5.79101281241956,6.64921264972657,5.98248298230065,5.60171218052816,6.25931649290998,5.60134630949134,5.21138004501037,5.15618497163315,5.27051970952801,4.9672657580109,5.53864197496366,5.20818692305827
"FBLN5",5.33501276608191,5.00900468023114,4.6969850923468,5.20668924451435,5.18542616160502,5.35134060143423,5.11267178186712,4.82087353160541,5.35938630879077,5.16983211888603,4.95549597293942,5.00926587889142,4.7882920653262,4.71143577446913,5.02973972646081,5.05898014565546
"FBXO21",2.12961797970891,2.43176961675979,1.86191216366882,1.80101850802904,2.46058167737848,3.76835043406961,3.03163556383207,2.07237341805223,3.98218899046377,2.47908127627881,1.4225425275282,1.78016649816543,2.27729871780502,2.13878833302819,3.15440060578088,3.75466431082247
"FBXO22",4.89714685257812,4.9233339440462,5.06239652768961,5.06050924149038,5.01501750733545,4.99763213205411,4.4433479665911,5.07960891596454,5.05856332319272,5.06555486142659,5.02281849738705,5.16462603747327,5.00622627722407,4.95111885292454,5.02259898445648,4.68882509696245
"FBXO30",5.11313671207025,5.14668569688948,5.898344902076,5.13049970338754,5.74019263318568,4.48952588621623,5.06470003386238,5.74188124755997,4.44420947998203,5.72516684077058,6.30911376162893,6.52763665510442,6.27524695139838,6.55277390506506,5.69504116587573,5.77002957251782
"FBXO38",5.08821113204053,5.02641014200759,5.14996101301495,4.9499627763184,5.24131532842483,5.05403103254582,5.02764452738375,5.27242834551533,5.14636589899772,5.25448412213943,5.33572698914845,4.96162091319834,5.46077174814637,5.38049967624984,5.54363891860206,5.72501444641093
"FBXW5",4.65505967898887,4.94026786642856,3.53833011413968,4.28623606164169,4.04004429094452,6.72919242610975,5.35928289740286,3.58809278700311,6.81779135282377,4.2902014964747,2.20975977416508,1.98469024730941,2.69221115722663,2.94047738777489,4.08930668815274,4.70436980439276
"FCER2",4.19299443099481,4.43180045038329,3.96440242541659,3.84272147985957,3.23435078231418,3.75375498366271,3.88170555103666,3.95867366331016,3.01779354507195,3.91459201269852,1.47155868569277,1.94603949137661,2.78411048624513,1.55661847984598,1.5000690904898,2.35498904871872
"FCGRT",4.53215609939465,4.66822532283491,3.50651081092694,4.39847726860907,4.26964381095622,5.77441928145167,4.67507233346871,4.11595573170812,6.0331165237502,4.45336777540696,3.53279891001603,3.64811140304975,3.83639558754465,3.97764949285295,4.73870882422733,4.87890810183819
"FDFT1",5.90347604782319,5.8300558837223,6.13914825320801,6.15549394896793,6.40689781288355,6.06740315784496,6.06648863314668,6.45289612232119,6.68951801989552,6.49851220797248,6.72249180749886,6.82120421640021,6.9537029659684,7.03337894281971,7.2668560142399,6.9493203666814
"FDPS",5.01070437080437,5.0060042981036,4.36114562634731,4.94996562364046,4.44333726823127,5.44123575690676,4.86630509290482,4.4901196182174,5.45369651796999,4.73116913680287,4.15953351613414,3.96062594477411,4.21871021601674,4.62043334318693,5.30935831641409,5.02224041293869
