"","GSM5283787","GSM5283788","GSM5283789","GSM5283790","GSM5283791","GSM5283792","GSM5283793","GSM5283794","GSM5283795","GSM5283796","GSM5283797","GSM5283798","GSM5283799","GSM5283800"
"HK2",5.24067254456014,5.26060658279889,4.31662770238724,4.26306968381156,4.40853477629622,4.30698048069245,5.12713088018934,5.57044211834007,5.07432161281582,5.90889272677589,5.03285559388575,4.71777882506099,4.91232895586033,5.56581946298419
"HLTF",5.46238621835598,6.17816885717513,5.6755667443397,5.33443861343065,5.56890091066804,5.41427320966215,5.10070534510782,5.36194945124486,5.77905906638768,6.10197110408644,5.09431824754304,5.22683863590606,5.41941472243855,5.43905673127515
"HM13",6.42634928288025,6.05822797415838,6.41112609805418,6.71825809448257,6.50738169300283,6.96603471470411,6.68395539400482,6.64301346680052,6.91951485731436,6.48638344413447,6.50019085988922,6.67458741256563,6.50935468267684,6.66897869548542
"HMBS",4.35791064487876,3.78080938468699,4.51659417279293,4.25229289519127,4.26709075487537,4.31641243027046,4.67939821764402,4.16512867450704,4.99425356627822,4.42083846542547,4.45237336213429,4.56397347108827,4.63794956863465,4.42631527481101
"HMCN1",3.15458538566838,3.22434788363791,4.33903052783809,4.24143499878358,3.89758137242444,4.21919755383164,2.98667284093786,2.93381406466076,1.99377921781312,2.35770382857031,2.99295317473388,3.27024201117056,2.61126628309248,3.24557318033998
"HMG20A",7.08468988765649,7.33965213761896,6.74474369274293,6.76544562437613,7.06780479468915,6.82447421506168,6.36335340258992,6.83102275229145,7.12261096093943,7.16207982230495,7.05043579353552,6.842447524109,7.26881987496083,6.89355111524032
"HMG20B",5.31687941692294,4.69086995026851,5.43159353499616,5.17524840456022,4.91926195459468,5.45540816544416,5.79109633898322,4.8996578989756,5.5247617135756,5.1478965596482,5.37034640959648,5.72586125133062,5.28990076981405,5.48051822086971
"HMGA1",5.73484691581042,5.78768121725343,4.85260835411847,4.72336618709826,5.05872037954497,4.71974782698627,6.52709474893211,7.04022949253198,6.49310320140012,6.88656682746709,4.98317265254048,4.81788317110283,4.86323336236064,4.92084509323142
"HMGCL",3.97841892586352,3.10501296305598,4.05764796041162,4.19153710152763,4.05023722051432,4.14702654713811,4.77608289491266,4.20767196926639,4.64605254807073,4.01340519009948,4.17104208286976,4.48045010497937,4.19995090494144,4.37006583363327
"HMGCLL1",4.12339955745687,4.75739883616187,4.30529446908693,4.37658719854143,4.57655306434724,4.21416051706214,4.25476070125056,4.53981533579334,4.29546352425648,4.78395978796228,4.34969428814301,4.2714052231063,4.41961547770374,4.1201804543237
"HMGCR",6.77259546988333,7.16152288395989,7.61730620909727,7.45140376430462,7.35280791043932,7.58018490749526,6.40714237808618,6.40782898842162,6.39446633401138,6.68266730079089,6.77816604038581,6.842447524109,6.74600979384334,6.95440899041123
"HMGCS1",9.00651756953317,9.05902480799776,8.23649640196562,8.29717614220771,8.58638702609425,8.35503339472815,8.0941103162385,8.48677047278334,8.6545867222511,8.87588162656843,7.27718188309547,7.44758157929269,7.63205506245967,7.52879545842701
"HMGCS2",4.74340257223282,3.49235185061071,4.1867784387024,3.73789531200108,4.044655017531,4.24905595538079,3.9098358555982,2.83858380987746,3.73311897182288,3.28542693576508,4.17736768638763,3.98280246175179,3.97918626583419,4.33884405333083
"HMGN3",7.42153435931836,7.67320671154347,7.00329692156855,6.86695424370091,6.59782877578,6.84008957163674,7.43545721349983,7.12136686893637,7.21435525700084,7.66315911634218,6.67129667115833,6.81130154186386,6.57450075964002,6.51587611944361
"HMGXB4",4.14446560143326,4.18978611179778,3.591268381463,3.62546803573374,3.8147351009041,3.80234489345054,4.27380880833753,4.36972020660919,4.09135237215965,4.22317337440863,4.04526490828903,3.88362171955185,3.90121402102039,3.98266035254419
"HMOX1",3.45360874082382,2.8102616905218,2.94237064787488,3.14418579381411,3.01038999513812,3.06501096230521,6.47146198312605,7.60316931234601,6.9063169206187,6.35227776590617,5.19127254200173,4.81070159836022,4.78165232097708,5.10973206690647
"HMOX2",7.24991905731061,7.24705712404324,6.58521605173439,6.78800666529178,6.77767820168677,6.67301434659571,6.66333823228155,7.1424537687222,7.36859175046722,6.95757064323592,6.72085702162124,6.66067489235571,6.96234680472822,6.56873630789043
"HNMT",3.20559008014929,3.25670591861036,3.041324035688,3.13247957350619,3.23287112929495,3.29232261957158,3.1398731205835,2.14398015387255,2.55011789003234,1.57267130637046,2.39771687511151,2.90251010072531,2.73200767871489,2.77152378131385
"HNRNPA1",5.03325910524654,5.39205072820962,5.91060509228977,5.61240700079902,5.39555585027383,5.8375678105928,5.74917712758551,5.28456993309902,5.51609954275982,5.32671333820876,5.14683668353852,5.46044936673239,5.23646979862134,5.31390215007231
"HNRNPA2B1",8.0568550098374,8.68080052255876,7.80352165980972,7.76746109837679,7.43831149400033,7.5659221937717,7.84068616720855,7.8043204495895,8.01167155294395,8.64751303381663,7.61148829790108,7.56800184830554,7.39203411016641,7.50789345357901
"HNRNPDL",8.23466960868989,8.64247415436402,8.44224616995792,8.41721496076108,8.05399761911161,8.30290405799309,8.84109277583197,8.60180141604256,8.39829525749956,8.76326828655064,8.29998119265204,8.24345373373174,7.91880827125261,8.07097357660093
"HNRNPF",5.41332781638301,5.43686693333017,5.10875095104492,5.13767929081267,5.10236356861256,5.13663434234269,6.14797651401342,6.38273146655886,6.48602359833133,6.4415651398006,5.44039748160129,5.34588538075332,5.52531627242467,5.54642728509234
"HNRNPH1",8.30301192592579,8.62437608994956,8.68784378563552,8.52635232484162,8.16813987074235,8.5367352489241,8.59614147819763,8.42705496849443,8.68427261746171,8.66003347206909,8.32298674069969,8.49937134755218,8.18665760297155,8.29984812646619
"HNRNPH2",7.56173486896418,8.22362728597412,6.85183891566423,7.0081664768986,7.17707958331055,6.86520989935794,6.76191281402378,7.62152239624899,7.47388177061663,8.04231993901263,7.13655134890736,6.87809767793304,7.07634115662682,6.97558822440647
"HNRNPH3",1.70703734201983,1.95876330060206,1.55143967290928,1.64395064982741,1.31712629755114,0.857812763984996,2.34257373432078,1.56339605865093,2.03316805381049,1.18616971475391,1.17742301267987,1.01092425046483,1.28444258006079,1.44226268584707
"HNRNPK",7.11702141072686,7.44432854486668,6.6130592849452,6.70052880833769,6.80435006893085,6.64427847141449,6.95129071178362,7.43104931215273,7.35990444935164,7.82859837027557,6.50271179269173,6.57107466039211,6.6640676858277,6.59728720886635
"HNRNPL",8.42235866131028,8.5176449169107,8.33243267527384,8.3059965111335,8.10450457544657,8.34268152171381,8.55147363796316,8.447975584798,8.58111839006336,8.61523363258977,8.32619267346544,8.37799103810152,8.249535706102,8.26645883886623
"HNRNPM",7.34739020500598,7.93584468137496,7.54627509176434,7.51195154011976,7.23643380625082,7.40117251101934,7.2289219591039,7.24767512253715,7.72115522128127,8.17574273728396,7.39517296284163,7.40589379060257,7.24872086499016,7.36410857410294
"HNRNPR",2.1224825758415,3.03211058514971,1.95107684907088,1.91388136261185,2.00976885260725,1.75285905083001,1.18974561791055,2.25140686615921,1.93260310322926,2.35770382857031,2.26145387316833,1.91298016556715,1.92562237897837,1.77110152117888
"HNRNPU",9.55857150581408,10.2711128556712,9.97784920645094,9.94251765035339,9.67870769641611,9.76818945275359,10.1371737500244,9.67748866301435,9.79822027017695,10.2348190149594,9.7755613614547,9.80685940987902,9.60647420802514,9.57092386846116
"HNRNPUL1",8.14801120851508,8.33720754519965,7.55646832993053,7.60965101519894,7.65987152328733,7.59382328844175,8.19903962740118,8.5012238128918,8.25181388238823,8.6031147731885,7.91761336786723,7.72283573443307,7.78370895962832,7.87424960037232
"HOGA1",3.28362297520072,2.69691667588591,2.35445525378798,2.33749314491733,2.4922735024435,3.01953852052275,2.95161527537804,3.26940753363714,2.9506276522259,3.21197694639476,2.39771687511151,3.08025376986302,3.03293353436436,3.40910447917339
"HOMER1",6.44769222397115,7.67058216256543,6.18864485972576,6.05987023478933,6.47038605683108,5.91876312148162,5.18613322268077,6.40699940059852,6.28451285039061,6.96193335601588,6.15395455300452,5.6372977235415,6.33073342931462,5.80654055234517
"HOMER3",6.1551085917553,6.24320104546361,6.45152587956858,6.57857405615452,6.82729019154855,6.39557559389435,5.45795398196153,6.32505215117509,6.21342246512354,6.20966745101941,6.6257666656342,6.46642805607956,6.66911766926641,6.7200694594783
"HOMEZ",3.14416443596108,2.99422971298581,1.97987595356934,1.96757680443872,2.26150641431083,1.88550993386759,2.43007627066134,2.58056220186319,2.46626423942151,2.47397838082116,2.21301453654579,1.32503324724855,2.01295217339015,1.71662125048794
"HOOK1",5.65818861154073,5.92236992668251,6.68259498416081,6.27745558346171,6.07257558684961,6.35152619843753,6.30898951771763,6.0058772756063,5.73644044250316,5.89070149439124,5.98394388455967,6.03252260470826,5.77370281139059,5.77189315757618
"HOOK2",5.05567285951824,4.64881893747278,6.08144457008271,5.98861095887077,5.12634483259304,5.82109696288022,6.60624767702202,5.3412541814354,5.23918729463815,5.05760204426766,5.42453111256113,5.86583073077016,5.35402155822379,5.28142689359589
"HOOK3",4.12339955745687,4.79644204413321,4.27656565373745,4.09833082431285,4.3644049056185,3.71232797343087,4.14524819836291,4.51230842717827,4.25438858211741,4.6420325438355,4.19617976973559,3.7245878602781,3.90692539920694,3.74476383501757
"HOPX",5.31687941692294,4.8504465839303,4.60706093899918,4.34142747173639,4.15239064881075,4.65058730575709,6.38650824573992,6.58184420867701,5.88646462586274,5.82653044245516,4.66536618889706,5.19133461826665,4.90378554174725,5.20433229799372
"HP",2.85568566247349,2.38189655682649,4.31097221437508,4.06792419580277,3.30000951861233,3.99085762637303,4.23059136149968,3.44131881543444,2.87676703851653,2.2958524213917,3.59421136544755,4.16841935140687,3.64514502546292,3.60178347982422
"HP1BP3",8.31670635484987,8.3468681979496,8.20596878871477,8.29717614220771,8.28578895564573,8.26016705472479,7.9612530258829,8.22654236436395,8.22522214063406,8.13933597147485,8.32013102956765,8.17798598068868,8.39632904731894,8.2943366328986
"HPCA",11.7652772125667,11.1934043352867,11.5837327055877,11.4599860793948,11.5370581195885,10.9544350313523,9.43295874343734,10.9770289008891,11.3622661041812,11.1875925577826,11.6760594712048,11.3515798370993,11.7575608266405,11.2253296795305
"HPCAL1",6.52903920102626,6.0639536483203,5.14734545949151,5.56311537474429,5.71311566095616,5.48289221610008,6.22094676652543,6.84395324579196,6.49574912143246,6.31085733146379,4.85092116189513,5.03680328442499,5.2545008902316,4.83394096209442
"HPCAL4",7.23649253729498,6.90119353796872,6.30701378183839,6.46881410663835,7.12975145537637,6.16573269025357,6.43067156598893,6.84334012886538,6.40763950092563,6.89049553289328,6.47216591324312,6.23117852782945,6.60994740745581,6.61321872449376
"HPDL",2.16433769484991,1.19998425381284,1.58931104070869,2.04454915935037,1.52384491879178,1.93533367783797,2.26853763529151,2.19100293405771,2.23245540917105,1.57267130637046,1.64729141260047,2.20357049667942,1.96994796058867,1.74411853681374
"HPGD",2.90589657274728,2.99422971298581,3.40208105503912,2.09367326258183,2.5406658425108,1.7803829347377,3.34291110777918,3.08254151127079,3.59517200698649,3.97937950604131,2.23743749271947,2.08951407909072,2.5098307853299,1.87425326426858
"HPS3",4.85942604154826,5.02497314309322,5.19724944128735,5.10809921918062,5.05872037954497,4.7789375179073,4.33856375513004,4.61932270903609,5.24129108945106,5.09440073734768,4.80672151215377,4.67886649672422,4.8395384164054,4.57535821124974
"HPS4",6.17444031383776,5.95970404074331,6.92770802964944,6.86253216593378,6.54147186802776,6.92885405235207,6.79195331235266,6.07644659522743,6.10899942034608,5.75937165318887,6.83928161048899,7.12750107946703,6.77127792864453,6.94258941886836
"HPS6",4.09662692572132,3.68300069402192,4.36655354227924,4.11627186819816,4.14197199374652,4.12035048037668,3.92798604878995,4.0380091737888,3.99987745735019,3.91911513485004,3.79678308294756,4.26616434657714,4.11861047907824,4.24090762675156
"HR",5.91879726889439,5.52252732567,6.31126911748097,6.12482376267052,5.90555270990523,6.33885490880506,5.69191034547192,4.70281107321884,5.42649113008869,4.85805681530641,6.36263342589937,6.44918829909333,6.12805291201035,6.6390813109878
"HRAS",6.94384079383332,6.90821288202685,6.67270667569062,6.45242954220362,6.42384162062187,6.17483557256217,6.23316310313649,6.57151575266871,6.88090326355892,7.12754315156355,6.32038757583663,6.38173147906985,6.52707842627927,6.17310154047482
"HRH1",3.72233934110828,2.63671989684305,2.92766366915539,3.20133313150423,3.64804168757699,3.23379441649128,3.20085720586254,4.88781402681792,3.47873959993753,3.41472245653031,3.26653377483531,2.79015704344688,3.20969016254224,3.41766809850348
"HRH2",1.84211255481426,2.42524613698279,1.89169438964526,2.18717137193825,2.67680479007976,1.83390377814502,1.95117277003491,0.874088636233605,1.46998002902477,0.751854422424174,2.11096552589305,1.58283127808266,1.99161029609214,1.92318907653875
"HS2ST1",6.54793798508711,6.96562007203784,6.50079541172079,6.57965210829447,6.79440581382064,6.73587047605604,6.83426978351378,7.21960214788082,7.24927036244139,7.39285835698605,6.78439542573115,6.86861914149319,6.64881080004704,6.94629344772646
"HS3ST2",3.90007171414575,3.89313851563564,4.32787259983496,4.01152316915878,3.88514136218633,3.92456161857598,3.82843431287704,3.40853639920591,3.34427047991342,3.7506734003326,3.60363630113245,4.14576863322932,3.84282109784437,4.19182635922324
"HS6ST1",6.62021105253914,6.39809309979774,6.44379435428161,6.43347360184692,6.56992549259478,6.5713082770592,6.13891483844608,6.57373522651196,6.3991848565004,6.35985439113266,6.5214796736409,6.47212916373707,6.47324029190402,6.59540129378077
"HS6ST2",4.19582301055729,4.82639438243033,4.64801098061534,4.9063498865703,4.83121670144864,4.8999362964609,3.68639038329574,4.31770062595,4.44168092487015,4.66055600053592,4.61032504450105,4.39659701320505,4.67858196706289,4.71738855259174
"HS6ST3",4.32599558846317,5.17006761106692,4.42531706532517,4.54940803167447,5.56695512409036,4.27347442222737,4.38747899480087,4.69195451698864,3.33641942459623,4.63268085843011,5.18814354376257,4.03303677333101,5.03996406716733,4.6679967092161
"HSBP1",8.70289730789133,8.44359326568106,8.24912044581537,8.2383198959996,8.28874351547125,8.10452492034364,8.76614628352664,8.71001652093853,9.11520582694195,8.69433617145191,8.07029771234402,8.12287764772469,8.36191700688889,8.0801057263397
"HSCB",4.21088037291404,3.82463886383488,3.96705651818427,3.62546803573374,3.52514945859051,3.5697552782649,4.61737062322363,4.71358654160782,4.78521279655835,4.26815709440349,3.67689798816988,3.80629504604137,3.83085344636893,3.84974848585968
"HSD11B1",6.69707819136739,6.01985767768153,6.29989354431121,6.44179748923248,6.36906076355614,6.71373490977686,7.36559546107713,7.01975431094748,6.88964788093564,6.55976456815594,5.84780607765808,6.40456934180476,6.10339297588114,6.1881956776446
"HSD17B10",5.88946196674258,5.25260657833147,5.36765233612722,5.33188174184604,5.2503453478916,5.4295649860248,5.75934937973304,5.56895946637529,6.04178968460301,5.49785889262525,5.15647454708224,5.28758958138795,5.20204180669155,5.19688891036125
"HSD17B11",6.54298857352404,6.24016985181648,6.42951137273996,6.52585666959774,6.54345230584603,6.70118901515954,6.04917461650404,5.83259936023513,6.36099736657317,6.05022783038126,6.55587292570187,6.82829274059103,6.55098443459288,6.84913225657175
"HSD17B12",6.75558178169528,6.587294827511,6.31551193860007,6.37382156209411,6.56017715895225,6.87322080815497,6.45486673086988,6.58110890899653,6.89232790364007,7.18625229719118,6.26948448605158,6.47780783093827,6.35182428844426,6.67969867001112
"HSD17B13",1.94174725021036,1.93895907036405,1.89169438964526,2.01934526939167,1.70462187614969,1.66698915872814,1.66409687688957,1.2741565590102,1.35033104377989,1.28498923376847,1.78621048788702,1.47793231438876,1.73330036371385,1.26378584909202
"HSD17B4",6.83061132477142,6.48260123449606,6.4177191963666,6.40212888986028,6.45784031064493,6.51814465886297,6.91231608195403,6.53401280394897,6.98939552196651,6.80843007763772,6.48114213143479,6.58482199126569,6.39615177160065,6.61694188643256
"HSD17B7",1.96561671753095,2.03536867808094,2.06297667791049,2.45494182714755,2.35468104224746,1.83390377814502,1.95117277003491,2.17549834638406,1.41139555754229,0.96556612599058,2.26145387316833,1.71179318504286,2.35130844527193,2.06076170181398
"HSD17B8",5.14722764629798,4.7085232520002,5.25729575467664,5.37474403011374,5.05317096706006,5.32363861142101,5.62858143902003,5.14227999134245,5.40975344685188,5.07841667777958,5.18186511435194,5.41618270786059,5.15482129678995,5.0141486882718
"HSD3B7",3.68688046801038,3.40842983093889,4.11069497530886,4.279085413397,3.88514136218633,4.38076394345114,4.75251236626471,4.24899656690477,4.25854910248187,4.06066208988956,4.3214133049541,4.44378238586042,4.22302709721707,4.16664501897753
"HSDL1",4.25996598282415,4.27123566325655,4.51659417279293,4.59703428073595,5.01085567659914,4.58965969248741,4.1244118813589,4.46844941904606,4.48138150559723,4.00859323479295,4.69211881296165,4.52939323508557,4.79403337551865,4.70694600984972
"HSDL2",6.09144658324295,5.86317936003719,5.5611155136389,5.61871394404494,5.55914562796804,5.8827102374284,5.88234918991015,5.5191570068406,6.2711901334292,5.71279690065939,5.75358221433026,5.72586125133062,5.68008282694174,5.89659327378753
"HSF1",6.36485255756106,6.62574074763307,6.87214396289393,6.82575058390083,6.33173138976885,6.95173124096096,6.63875342428488,6.2022774136345,6.63267107457553,6.40906890635034,6.58471402350358,6.8590779187947,6.38084289979846,6.51886416299314
"HSF2",5.61921667217909,6.10340945521902,5.75477365375089,5.66210701049778,5.70959236116859,5.74106080561175,5.68303178540541,5.95001901400028,5.9011757795731,5.77787137210105,5.57584997065381,5.61273287442269,5.55471877558777,5.5522723569717
"HSF4",2.63529817883131,2.48109092118125,3.18428611534845,2.95776048502037,2.81437945377704,3.33934531386392,3.6283738725017,2.92456897797021,2.81030153028872,2.11067001163255,2.90421010256898,2.73051934039824,2.70603598388684,2.49227957507006
"HSP90AB1",10.6863371181466,11.1531460237629,10.2091277109939,10.4019661501254,10.4856468611436,10.2756810067014,10.2406372803053,10.8670133063122,10.9502285253006,11.1295624799291,10.4301080937707,10.1396920102804,10.4365992259153,10.2397000168265
"HSP90B1",9.64437488352679,9.96436218809225,9.6956507552587,9.89459287828665,9.72426871299243,10.1049711842333,9.14300964384706,9.16340252346926,10.0511229716932,10.0754167489598,9.8276398339758,9.89650492723955,9.73785130607147,9.91196789821878
"HSPA12A",8.32422652107645,9.05140733785388,8.38922290717274,8.41902294678314,8.76737038024718,8.37745437383894,7.48941614648851,8.46879593279536,8.27536012486153,8.30475019118949,8.44564485914803,8.08951504713279,8.67387759268468,8.2611154830529
"HSPA12B",4.17549890414689,3.13142879066853,4.89480700330798,4.59703428073595,4.12090621001082,4.71618928536819,5.2282433204898,4.62504145100811,4.86378308844692,4.23558141823297,4.08618110982811,4.79623030765527,3.97918626583419,4.24572515128669
"HSPA14",5.26972388478556,5.72111718516462,5.20031185985149,5.14060421265114,4.93744949849409,4.89679602651053,5.26440524393323,5.43864006842253,5.34861789386449,5.99290960562227,4.78617420804322,5.0762669569999,4.87493647751202,4.96240978650601
"HSPA1L",2.39278053423504,1.93895907036405,2.08964620647656,2.27497710120732,2.07693952702066,1.60676488183776,1.8783706434373,1.82424292272592,2.05246640035311,2.34248779291867,2.26145387316833,2.51767926488796,2.31740120314549,2.35634554238853
"HSPA2",5.42843601050897,5.51418656840489,5.06574117748307,5.29560141876303,5.24548734085893,5.25662660717396,6.29157194030872,6.98682153573486,6.60271099124244,6.93428883682233,5.80555267394991,5.45354956283122,5.49150598376415,5.82113844710779
"HSPA4",8.48331059237816,8.88251500770007,8.49432554449321,8.5879189321085,8.76206513581361,8.59481247731537,7.97768288619355,8.40229255617437,8.70022848173661,8.73003629395759,8.51627479262935,8.35934687621292,8.68097820311782,8.4821065212683
"HSPA4L",7.02488603993531,7.55620999244519,7.02677573597613,7.05542718462768,7.44838753276419,6.97574022828237,6.30204770008356,6.84149921315809,6.94103090506247,7.16478574050264,7.01113649877945,6.69618243522079,7.15643956837479,6.84516982595495
"HSPA5",9.24918578076517,9.46718862962849,9.62405103365558,9.53252524335428,9.41580721087858,9.84890878542334,8.76593608422519,8.99503558343598,9.75359519853298,9.78749617049571,9.40788486331811,9.5323827613917,9.4414096502012,9.46736348871043
"HSPA9",7.27640294960208,7.64636227819121,7.17656929149221,7.1772244429841,7.35167813303982,7.16904387346361,7.23014150089082,7.87411634243544,7.40329692212038,7.76867073226551,7.25567166825931,6.86429004289233,7.24139351999022,7.02195891209465
"HSPB1",3.81722420384228,2.67313851366614,4.32787259983496,3.89856943560521,3.38197918417873,3.86795778753338,9.28634376832643,9.37077743359251,9.21465299145329,9.07183979151317,5.51970429704738,5.05818699446703,5.1809836237661,5.83239111789218
"HSPB6",6.73923078797595,6.62264042496937,5.32339414478775,5.39693058179153,5.34422055247527,5.36513016929921,7.10410976672758,6.83596232959906,6.8639362417841,7.12532218093292,5.49965166681596,5.56658134047511,5.67004199609583,5.45993641572315
"HSPB8",5.3307306721802,4.35208028663922,4.70086337942916,4.24687416169261,4.39981613118747,4.72329761272295,6.57587328049744,7.12035500179731,6.23680782944462,6.56796491275293,4.92421467553811,5.09116241624328,5.19971713022468,5.40715943578405
"HSPBAP1",2.89350672268329,2.7203092781207,3.32561266537786,3.2988185654514,2.97560943034096,3.32071974632564,3.21077522431195,2.96119908608439,2.92990763525384,3.10783807140624,3.52645433931762,3.80629504604137,3.23715337560754,3.09353631339935
"HSPBP1",6.37714094252121,5.22425196326064,6.24311567090073,6.31159627081226,6.33630794259475,6.13807426947104,6.42535761967855,6.26680061182176,6.5228098541092,5.53514363147891,6.42642747899032,6.30331009366845,6.50935468267684,6.12292555884389
"HSPD1",6.14338398485734,6.93720199891776,5.83380669675173,5.88253743026477,5.96734162674209,5.90632491519656,6.33642751367295,6.74828953227121,7.12773749342761,7.35734194204465,5.86358260355233,5.7838553648059,6.01624880866183,5.84355669941551
"HSPH1",8.65873852465861,9.19529829400406,8.71994038016294,8.92255544422201,9.05157384860687,8.6976400335647,7.45436455679505,8.52875019856303,8.69486548107044,8.81275914026936,8.89414525530195,8.60589211357836,8.98643381622609,8.66742996072673
"HTATIP2",3.51959372832169,3.34212087197777,3.31435007037431,3.19008332573773,3.2131005329299,2.69737279352968,2.43007627066134,2.76797319057993,3.27202374584374,3.9595697782881,3.00722712886211,3.23848143136072,3.23715337560754,3.24557318033998
"HTATSF1",7.01491152856004,7.41595560159533,7.72223167924805,7.64045621734401,7.24680222027187,7.54099524216083,7.30843390043198,6.96274853940673,7.39339848872978,7.42707066430061,7.52236654331912,7.6996964128465,7.22319682122361,7.4098955034471
"HTR1A",4.22578220393608,5.45266592519609,4.27075059687161,4.78448342282078,5.15512403824787,4.92481537792464,1.01963304543214,2.94300028396754,3.47873959993753,3.88801186864229,4.85092116189513,4.34781604320417,4.65840881066024,4.74487135666222
"HTR2C",7.32622790865852,5.42978923779343,6.27105589306604,6.29593936008369,6.40435927885331,7.16709025280948,4.17594906787286,5.16404795874313,5.755701186301,4.86339702125729,4.66085878698223,5.903448562789,6.81901029537731,5.22643477916747
"HTR3A",2.89350672268329,2.38189655682649,2.7042775394862,2.90369148938881,3.27161762333218,3.60096378384556,3.82843431287704,3.51708466481195,3.20461888204362,2.70568659517265,2.21301453654579,2.61982620185397,2.52476557431027,2.1249220823428
"HTR4",1.16314914711793,2.1603570553834,2.19165169377813,2.78906618239737,1.93931739575165,1.80739153054894,0.77420787499876,1.18405352179989,0.419104535406346,0.883839899719351,2.46130752233811,2.01648481826504,2.35130844527193,1.89892864659078
"HTR5A",2.9544185801328,4.13861363225007,2.82028991567258,3.08468106257822,3.33701658827455,3.59322472006786,3.44727130233318,3.46063656153199,3.20461888204362,3.42919911056143,2.93440173642063,2.65232885671023,2.97973097807822,3.00538412807191
"HTR5B",4.59061008295021,3.62840384141936,5.37850794587274,5.63747101213986,5.22094885696324,5.54639255989912,2.14983224946907,2.86781866259617,4.54407809236686,4.30786880830281,5.43776517480768,5.63932603850877,5.5271715892093,5.37454093074654
"HTR6",2.6792672411447,2.41094051820523,2.50073577521669,2.6645414554127,2.87854072051452,2.66820219749519,2.34257373432078,2.45775824960845,1.41139555754229,2.52878039448121,2.77669844452289,2.56965658152869,2.38443704063447,2.2062583999637
"HTRA1",8.2614323291293,8.00503880910945,8.17672602396842,8.15759829732637,8.04319072258576,8.34441140053966,9.23350699329915,9.10922182461369,8.48407600403053,8.96007380509781,7.52546901751008,8.04927333664452,7.59405963181091,8.05699475085783
"HTRA2",5.84832711862302,5.05518293944786,6.68040343194153,6.62734911586125,6.27087610628253,6.68216320624789,6.31819361957814,5.86558225488767,5.77180027061054,5.11693221584914,6.32324277970104,6.64864215066686,6.33179532728777,6.36242862429731
"HTRA3",5.02760083135843,3.75838498393544,4.50673281639228,4.49101725161371,4.43864167341081,4.792518554247,4.998493161872,5.00209225267287,5.34666502950009,5.38728281704556,4.07267090263859,4.71393448324473,4.7181012632877,4.69642733026581
"HTT",7.2608122039247,7.55051141224704,8.47675290281011,8.26671005922331,8.18599860684394,8.24203098976787,7.7056142220224,7.46532352030781,7.18678450274243,7.20056373479371,8.15406759634255,8.12178999171915,8.06006186965721,8.030021034767
"HUNK",3.74320373771335,3.62220799145287,3.98136931363891,3.87768490511882,4.12620156318455,3.7265475973663,1.85326332976087,3.09907209929978,3.35207904142759,4.26008187332921,4.70968220691539,3.70147685006201,4.50116720765072,3.90560931391088
"HUS1",5.26492243836884,5.11817809704683,5.70173497122084,5.54114750933301,5.37568509603612,5.7127689076759,5.64330364710086,5.03037914433473,5.40600744276775,4.82285516739882,5.29962198113617,5.5601719891693,5.33719939984912,5.4242590442731
"HYAL1",4.34886387181159,2.61191983859817,2.35445525378798,2.72814692989423,2.71947192028048,2.75400202341785,2.86634105753069,2.99692213642398,2.59028513795011,2.65731614084753,2.28507699328744,2.36915666092634,3.00124800296207,3.00538412807191
"HYAL2",4.36241284621209,3.75838498393544,4.57438736563744,4.64313840657515,4.55708035071679,4.82592212807734,5.22335251409159,5.22179808092973,4.855566616672,4.36545910994408,4.57242859257249,4.63074249130367,4.59260005795786,4.92385404137744
"HYOU1",7.71789460677983,7.94362983988307,8.13292208204279,8.16444043373757,8.11785694412778,8.37491760183941,7.22096970960036,7.49060307392728,7.86895938553438,7.88416669508007,8.09973657471399,8.07722333257384,8.02142406417127,8.18164120339983
"ICA1",6.14599769990668,6.21774433646023,6.13363928388596,6.1395191397968,6.08486616916084,5.92802190427977,5.50506071848902,6.02546831395937,5.95087204706603,5.88546158890607,6.19350143911748,6.22713841030969,6.22953511189221,6.05043792035177
"ICA1L",3.64314636653433,3.51259116336713,4.29959429064255,4.33633396729751,3.74071580337606,4.27347442222737,4.5329251157894,3.86998539115489,3.50699283281017,3.39273140435726,3.92260654507292,3.75483767712898,3.80661613418801,3.82420982307149
"ICAM1",3.42806496827611,2.0902661303666,3.094963595411,3.13247957350619,3.33701658827455,3.40270395041221,5.28567516385354,5.02173440835533,4.94088572149667,4.71769216444061,4.73133997439013,4.49844030282612,4.24122592339061,4.59813997425702
"ICAM2",3.18540406742774,2.05390090725125,3.36980388147436,3.53943598034043,3.03311977486863,3.70516525647107,4.17594906787286,3.7230840334917,3.88616304965202,3.61795429960265,3.0765523650128,3.23848143136072,2.81939444358834,3.08280738636447
"ICAM5",8.83611928315341,9.00319995362859,10.374573681899,10.3917216168964,9.84168409564701,10.359691454551,7.50662767523673,8.21189211098397,8.64409039984804,8.38073282589748,10.0215007340376,10.130077768225,9.72346006367402,9.8863600280669
"ICMT",4.38028245360408,4.09900676381132,4.73505238980837,4.88906122863549,5.16029549619381,4.90931630145813,4.02673487708802,4.2563845915654,4.1861347998822,4.07913977766117,4.99754322144059,4.65900954332409,4.79711210808728,4.84032502515643
